HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N0.HOG0002067	OG0001992	-	YP_009029994.1, NP_414855.1				NP_459525.1	
N0.HOG0002068	OG0001993	-	NP_414875.1		NP_251190.1, NP_248964.1			
N0.HOG0002069	OG0001994	-	NP_414886.1	NP_218051.1, NP_217986.1				
N0.HOG0002070	OG0001995	-	NP_414888.4		NP_249628.1		NP_463057.1	
N0.HOG0002071	OG0001996	-	NP_414899.2		NP_252627.1	WP_003952111.1		
N0.HOG0002072	OG0001997	-	NP_414901.1		NP_252625.1	WP_003952110.1		
N0.HOG0002073	OG0001998	-	NP_414912.1		NP_251385.1		NP_459372.1	
N0.HOG0002074	OG0001999	-	NP_414918.4		NP_253561.1		NP_459379.1	
N0.HOG0002075	OG0002000	-	NP_414921.2		NP_253934.1		NP_459382.1	
N0.HOG0002076	OG0002001	-	NP_414925.1		NP_250265.1		NP_459386.1	
N0.HOG0002077	OG0002002	-	NP_414927.1		NP_251953.1		NP_459387.1	
N0.HOG0002078	OG0002003	-	NP_414941.1		NP_252511.1		NP_459401.1	
N0.HOG0002079	OG0002004	-	NP_414945.1		NP_248855.1		NP_459408.1	
N0.HOG0002080	OG0002005	-	NP_414952.1		NP_252739.1		NP_459415.1	
N0.HOG0002081	OG0002006	-	NP_414963.1		NP_250011.1		NP_459436.1	
N0.HOG0002082	OG0002007	-	NP_414967.1		NP_253083.1		NP_459440.1	
N0.HOG0002083	OG0002008	-	NP_414969.4		NP_249548.1		NP_459442.1	
N0.HOG0002084	OG0002009	-	NP_414975.1		NP_250496.1		NP_459448.1	
N0.HOG0002085	OG0002010	-	NP_414987.3		NP_252364.1		NP_459461.1	
N0.HOG0002086	OG0002011	-	NP_415001.1		NP_250130.1		NP_459477.1	
N0.HOG0002087	OG0002012	-	NP_415008.1		NP_253344.1		NP_459484.1	
N0.HOG0002088	OG0002013	-	NP_415994.4, NP_415016.4		NP_253363.1			
N0.HOG0002089	OG0002014	-	NP_415021.2		NP_253898.1		NP_459495.1	
N0.HOG0002090	OG0002015	-	NP_415024.4	NP_217516.1			NP_459498.1	
N0.HOG0002091	OG0002016	-	NP_415027.1		NP_251546.1		NP_459501.1	
N0.HOG0002092	OG0002017	-	NP_415029.1		NP_251548.1		NP_459503.1	
N0.HOG0002093	OG0002018	-	NP_415036.1		NP_250334.1		NP_459508.1	
N0.HOG0002094	OG0002019	-	NP_415038.1		NP_250205.1		NP_459510.1	
N0.HOG0002095	OG0002020	-	NP_415048.1		NP_249831.1		NP_459521.1	
N0.HOG0002096	OG0002021	-	NP_415057.1		NP_250483.1		NP_459530.1	
N0.HOG0002097	OG0002022	-	NP_415060.1		NP_253649.1		NP_459535.1	
N0.HOG0002098	OG0002023	-	YP_009518788.1, NP_415092.1				NP_461545.2	
N0.HOG0002099	OG0002024	-	NP_415107.1		NP_251210.1		NP_447013.1	
N0.HOG0002100	OG0002025	-	NP_415117.2				NP_459578.1, NP_461702.1	
N0.HOG0002101	OG0002026	-	NP_415124.1		NP_252848.1		NP_459586.1	
N0.HOG0002102	OG0002027	-	NP_415128.1			WP_003951752.1	NP_459590.1	
N0.HOG0002103	OG0002028	-	NP_415134.1		NP_250816.1		NP_459596.1	
N0.HOG0002104	OG0002029	-	NP_415135.1		NP_250817.1		NP_459597.1	
N0.HOG0002105	OG0002030	-	NP_415143.1		NP_253961.1		NP_459608.1	
N0.HOG0002106	OG0002031	-	NP_415147.1				NP_459067.1, NP_459612.1	
N0.HOG0002107	OG0002032	-	NP_415148.1				NP_459613.1, NP_459066.1	
N0.HOG0002108	OG0002033	-	NP_415150.1				NP_459064.1, NP_459615.1	
N0.HOG0002109	OG0002034	-	NP_415151.4				NP_459063.1, NP_459616.1	
N0.HOG0002110	OG0002035	-	NP_415152.1				NP_459617.1, NP_459058.1	
N0.HOG0002111	OG0002036	-	NP_415154.1, NP_417694.1				NP_459619.1	
N0.HOG0002112	OG0002037	-	NP_415164.1		NP_252687.1		NP_459628.1	
N0.HOG0002113	OG0002038	-	NP_415169.1		NP_252693.1		NP_459633.1	
N0.HOG0002114	OG0002039	-	NP_415173.1		NP_252678.1		NP_459638.1	
N0.HOG0002115	OG0002040	-	NP_415204.1			WP_003950774.1	NP_459669.1	
N0.HOG0002116	OG0002041	-	NP_415212.1				NP_459681.1	WP_011277923.1
N0.HOG0002117	OG0002042	-	NP_415242.1	NP_216980.1			NP_459713.1	
N0.HOG0002118	OG0002043	-	NP_415243.4		NP_249442.1		NP_459714.1	
N0.HOG0002119	OG0002044	-	NP_415250.1		NP_250273.1		NP_459718.1	
N0.HOG0002120	OG0002045	-	NP_415264.1		NP_249659.1		NP_459729.1	
N0.HOG0002121	OG0002046	-	NP_415268.1		NP_249663.1		NP_459733.1	
N0.HOG0002122	OG0002047	-	NP_415270.1		NP_249665.1		NP_459735.1	
N0.HOG0002123	OG0002048	-	NP_415277.1			WP_015507143.1	NP_459752.1	
N0.HOG0002124	OG0002049	-	NP_415279.1			WP_003950276.1	NP_459754.1	
N0.HOG0002125	OG0002050	-	NP_415286.1		NP_250552.1		NP_459762.1	
N0.HOG0002126	OG0002051	-	NP_415287.1				NP_462890.1, NP_459763.1	
N0.HOG0002127	OG0002052	-	NP_415290.1		NP_249484.1	WP_003948977.1		
N0.HOG0002128	OG0002053	-	NP_415319.1		NP_253270.1	WP_037630094.1		
N0.HOG0002129	OG0002054	-	NP_415320.1		NP_249736.1		NP_459799.1	
N0.HOG0002130	OG0002055	-	NP_415321.1		NP_251299.1		NP_459800.1	
N0.HOG0002131	OG0002056	-	NP_415324.1		NP_253557.1		NP_459802.1	
N0.HOG0002132	OG0002057	-	NP_415328.4		NP_252529.1		NP_459803.1	
N0.HOG0002133	OG0002058	-	NP_415331.1			WP_003950613.1	NP_459806.1	
N0.HOG0002134	OG0002059	-	NP_415332.1			WP_008415540.1	NP_459807.1	
N0.HOG0002135	OG0002060	-	NP_415336.1, NP_417641.4				NP_459811.1	
N0.HOG0002136	OG0002061	-	NP_415346.4, NP_418381.1				NP_462990.1	
N0.HOG0002137	OG0002062	-	NP_415349.1				NP_459824.1	WP_015385414.1
N0.HOG0002138	OG0002063	-	NP_415351.1			WP_003951178.1	NP_459826.1	
N0.HOG0002139	OG0002064	-	NP_415361.1				NP_459841.1, NP_462693.1	
N0.HOG0002140	OG0002065	-	NP_415378.1		NP_248995.1		NP_459857.1	
N0.HOG0002141	OG0002066	-	NP_415388.1		NP_249498.1		NP_459908.1	
N0.HOG0002142	OG0002067	-	NP_415395.2				NP_459915.1	WP_015385388.1
N0.HOG0002143	OG0002068	-	NP_415396.1		NP_252723.1	WP_008406244.1		
N0.HOG0002144	OG0002069	-	NP_415398.1				NP_459917.1, NP_461707.1	
N0.HOG0002145	OG0002070	-	NP_415399.4		NP_251079.1		NP_459918.1	
N0.HOG0002146	OG0002071	-	NP_415403.1		NP_251310.1		NP_459922.1	
N0.HOG0002147	OG0002072	-	NP_415405.1		NP_251307.1		NP_459931.1	
N0.HOG0002148	OG0002073	-	NP_415406.1			WP_015508300.1	NP_459932.1	
N0.HOG0002149	OG0002074	-	NP_415411.2		NP_251304.1		NP_459937.1	
N0.HOG0002150	OG0002075	-	YP_026200.1, NP_415419.2				NP_459944.1	
N0.HOG0002151	OG0002076	-	NP_415422.1		NP_250609.1		NP_459945.3	
N0.HOG0002152	OG0002077	-	NP_416987.1, NP_415424.1				NP_459949.1	
N0.HOG0002153	OG0002078	-	NP_415425.4		NP_250616.1		NP_459950.1	
N0.HOG0002154	OG0002079	-	NP_415427.1		NP_251857.1		NP_459952.1	
N0.HOG0002155	OG0002080	-	NP_415432.1		NP_251851.1		NP_459957.1	
N0.HOG0002156	OG0002081	-	NP_415433.4		NP_251674.1		NP_459958.1	
N0.HOG0002157	OG0002082	-	NP_415435.1		NP_251671.1		NP_459960.1	
N0.HOG0002158	OG0002083	-	NP_415438.1		NP_251669.1		NP_459963.1	
N0.HOG0002159	OG0002084	-	NP_415440.1		NP_252674.1		NP_459965.1	
N0.HOG0002160	OG0002085	-	NP_415450.1				NP_459975.1	WP_011277643.1
N0.HOG0002161	OG0002086	-	NP_415453.1		NP_252132.1	WP_015506716.1		
N0.HOG0002162	OG0002087	-	NP_415458.2, NP_416020.1, NP_418739.1					
N0.HOG0002163	OG0002088	-	NP_415468.1		NP_251738.1		NP_460035.1	
N0.HOG0002164	OG0002089	-	NP_415469.1		NP_251709.1		NP_460036.1	
N0.HOG0002165	OG0002090	-	NP_415473.1		NP_251739.1		NP_460040.1	
N0.HOG0002166	OG0002091	-	NP_415474.1		NP_250301.1		NP_460041.1	
N0.HOG0002167	OG0002092	-	NP_415475.1		NP_253266.1		NP_460042.1	
N0.HOG0002168	OG0002093	-	NP_415482.1		NP_250096.1		NP_460049.1	
N0.HOG0002169	OG0002094	-	NP_415487.4		NP_249045.1		NP_460054.1	
N0.HOG0002170	OG0002095	-	NP_415489.4		NP_251298.1		NP_460058.1	
N0.HOG0002171	OG0002096	-	NP_415490.1		NP_251294.1		NP_460059.1	
N0.HOG0002172	OG0002097	-	NP_415491.1				NP_460742.1, NP_460499.1	
N0.HOG0002173	OG0002098	-	NP_415493.1				NP_460497.1, NP_460744.1	
N0.HOG0002174	OG0002099	-	NP_415494.1				NP_460745.1, NP_460496.1	
N0.HOG0002175	OG0002100	-	NP_415495.1				NP_460746.1, NP_460494.1	
N0.HOG0002176	OG0002101	-	NP_415500.1, NP_415522.1				NP_460090.1	
N0.HOG0002177	OG0002102	-	NP_415501.1, NP_416564.4				NP_461061.1	
N0.HOG0002178	OG0002103	-	NP_415504.1, NP_418453.1				NP_463090.1	
N0.HOG0002179	OG0002104	-	NP_415505.1, NP_418452.1				NP_463089.1	
N0.HOG0002180	OG0002105	-	NP_418451.4, NP_415506.1				NP_463088.3	
N0.HOG0002181	OG0002106	-	NP_415525.2		NP_250836.1		NP_460093.1	
N0.HOG0002182	OG0002107	-	NP_415528.1		NP_253877.1	WP_003948235.1		
N0.HOG0002183	OG0002108	-	NP_415534.1		NP_249473.1		NP_447555.1	
N0.HOG0002184	OG0002109	-	NP_415535.1		NP_249474.1		NP_460097.1	
N0.HOG0002185	OG0002110	-	NP_415562.1				NP_463453.1, NP_460117.1	
N0.HOG0002186	OG0002111	-	NP_415564.2		NP_253997.1		NP_460119.3	
N0.HOG0002187	OG0002112	-	NP_415566.1		NP_253765.1		NP_460121.1	
N0.HOG0002188	OG0002113	-	NP_415567.1		NP_253764.1		NP_460122.1	
N0.HOG0002189	OG0002114	-	NP_415573.1		NP_249549.1		NP_460127.1	
N0.HOG0002190	OG0002115	-	NP_415580.1		NP_252217.1		NP_460134.1	
N0.HOG0002191	OG0002116	-	NP_415585.1		NP_252143.1		NP_460139.1	
N0.HOG0002192	OG0002117	-	NP_415586.1			WP_003946887.1	NP_460140.1	
N0.HOG0002193	OG0002118	-	NP_415590.1		NP_252040.1		NP_460144.1	
N0.HOG0002194	OG0002119	-	NP_415591.1		NP_249768.1		NP_460145.1	
N0.HOG0002195	OG0002120	-	NP_415592.1		NP_249769.1		NP_460146.1	
N0.HOG0002196	OG0002121	-	NP_415593.1		NP_249770.1		NP_460147.1	
N0.HOG0002197	OG0002122	-	NP_415594.1		NP_249771.1		NP_460148.1	
N0.HOG0002198	OG0002123	-	NP_415595.1		NP_249772.1		NP_460149.1	
N0.HOG0002199	OG0002124	-	NP_415596.1		NP_249773.1		NP_460150.1	
N0.HOG0002200	OG0002125	-	NP_415597.1		NP_249774.1		NP_460151.1	
N0.HOG0002201	OG0002126	-	NP_415598.3		NP_249775.1		NP_460152.1	
N0.HOG0002202	OG0002127	-	NP_415599.1		NP_249776.1		NP_460153.1	
N0.HOG0002203	OG0002128	-	NP_415600.1		NP_249777.1		NP_460154.1	
N0.HOG0002204	OG0002129	-	NP_415601.1		NP_249778.1		NP_460155.1	
N0.HOG0002205	OG0002130	-	NP_415602.1		NP_251666.1		NP_460156.1	
N0.HOG0002206	OG0002131	-	NP_415604.1		NP_251665.1		NP_460157.1	
N0.HOG0002207	OG0002132	-	NP_415606.1		NP_251661.1		NP_460160.1	
N0.HOG0002208	OG0002133	-	NP_415607.1		NP_251660.1		NP_460161.1	
N0.HOG0002209	OG0002134	-	NP_415608.2		NP_251659.1		NP_460162.1	
N0.HOG0002210	OG0002135	-	NP_415628.1		NP_252508.1		NP_460182.1	
N0.HOG0002211	OG0002136	-	NP_415648.1		NP_249870.1		NP_460201.1	
N0.HOG0002212	OG0002137	-	NP_415650.1		NP_251317.1		NP_460203.1	
N0.HOG0002213	OG0002138	-	NP_415653.4		NP_252657.1		NP_460207.1	
N0.HOG0002214	OG0002139	-	NP_415658.1				NP_448276.1, NP_448287.1	
N0.HOG0002215	OG0002140	-	NP_415673.1, NP_416855.1				NP_461176.1	
N0.HOG0002216	OG0002141	-	NP_415692.1		NP_251935.1		NP_460772.1	
N0.HOG0002217	OG0002142	-	NP_415694.1		NP_251933.1		NP_460770.1	
N0.HOG0002218	OG0002143	-	NP_415697.5		NP_249986.1		NP_460769.1	
N0.HOG0002219	OG0002144	-	NP_415699.5		NP_249990.1		NP_460767.3	
N0.HOG0002220	OG0002145	-	NP_415702.1				NP_490544.1, NP_460948.1	
N0.HOG0002221	OG0002146	-	NP_415704.1		NP_250511.1		NP_460762.1	
N0.HOG0002222	OG0002147	-	NP_415706.1		NP_249277.1		NP_460760.3	
N0.HOG0002223	OG0002148	-	NP_416181.1, NP_415720.1, NP_417134.2					
N0.HOG0002224	OG0002149	-	NP_415734.1	NP_216123.1			NP_460727.1	
N0.HOG0002225	OG0002150	-	NP_415757.1			WP_003948913.1	NP_460708.1	
N0.HOG0002226	OG0002151	-	NP_415766.1	NP_217716.1		WP_003949319.1		
N0.HOG0002227	OG0002152	-	NP_415767.2		NP_251892.1		NP_460697.1	
N0.HOG0002228	OG0002153	-	NP_415768.1		NP_254218.1		NP_460696.1	
N0.HOG0002229	OG0002154	-	NP_415770.1		NP_251891.1		NP_460694.1	
N0.HOG0002230	OG0002155	-	NP_415772.1		NP_252756.1		NP_460691.1	
N0.HOG0002231	OG0002156	-	NP_415773.1		NP_250874.1		NP_460689.1	
N0.HOG0002232	OG0002157	-	NP_415787.1		NP_251863.1		NP_460676.1	
N0.HOG0002233	OG0002158	-	NP_415788.1		NP_250523.1		NP_460675.1	
N0.HOG0002234	OG0002159	-	NP_415791.1		NP_250445.1		NP_460672.1	
N0.HOG0002235	OG0002160	-	NP_415797.1		NP_251566.1		NP_460666.1	
N0.HOG0002236	OG0002161	-	NP_415832.1	NP_217918.1		WP_015507153.1		
N0.HOG0002237	OG0002162	-	NP_415850.1		NP_250235.1		NP_460619.3	
N0.HOG0002238	OG0002163	-	NP_415856.1		NP_250366.1		NP_460617.1	
N0.HOG0002239	OG0002164	-	NP_415861.1				NP_459869.1, NP_459980.1	
N0.HOG0002240	OG0002165	-	NP_415877.1				NP_459989.1, NP_461561.1	
N0.HOG0002241	OG0002166	-	NP_415896.1				NP_460610.1	WP_011279040.1
N0.HOG0002242	OG0002167	-	NP_415900.1		NP_253993.1		NP_460604.1	
N0.HOG0002243	OG0002168	-	NP_415901.2		NP_253992.1		NP_460603.1	
N0.HOG0002244	OG0002169	-	NP_415909.4			WP_015507303.1, WP_003946504.1		
N0.HOG0002245	OG0002170	-	NP_415914.1			WP_165397968.1		WP_011279077.1
N0.HOG0002246	OG0002171	-	NP_415916.1			WP_050777418.1		WP_011279078.1
N0.HOG0002247	OG0002172	-	NP_415917.1	NP_215188.1				WP_011278583.1
N0.HOG0002248	OG0002173	-	NP_415926.4		NP_251231.1	WP_015507055.1		
N0.HOG0002249	OG0002174	-	NP_415928.1		NP_251230.1	WP_015507099.1		
N0.HOG0002250	OG0002175	-	NP_415939.2		NP_248842.1		NP_460584.1	
N0.HOG0002251	OG0002176	-	NP_415940.1	NP_217809.1			NP_460583.1	
N0.HOG0002252	OG0002177	-	NP_415950.4		NP_250342.1		NP_460565.1	
N0.HOG0002253	OG0002178	-	NP_415968.1		NP_250979.1		NP_460546.1	
N0.HOG0002254	OG0002179	-	NP_415979.2		NP_250335.1			WP_011278530.1
N0.HOG0002255	OG0002180	-	NP_416009.1		NP_253492.1		NP_461301.1	
N0.HOG0002256	OG0002181	-	NP_416025.1	NP_216472.1		WP_008406843.1		
N0.HOG0002257	OG0002182	-	NP_416035.1		NP_249400.1		NP_462960.3	
N0.HOG0002258	OG0002183	-	NP_416046.1		NP_253892.1		NP_460481.1	
N0.HOG0002259	OG0002184	-	NP_416077.4				NP_459880.1, NP_459997.1	
N0.HOG0002260	OG0002185	-	NP_416081.1				NP_460510.1, NP_463311.1	
N0.HOG0002261	OG0002186	-	NP_416116.1		NP_250231.1		NP_460443.1	
N0.HOG0002262	OG0002187	-	NP_416117.1		NP_250232.1		NP_460442.1	
N0.HOG0002263	OG0002188	-	NP_416124.1		NP_252275.1		NP_460436.1	
N0.HOG0002264	OG0002189	-	NP_416131.1, NP_418298.4				NP_460427.1	
N0.HOG0002265	OG0002190	-	NP_416145.1		NP_252180.1		NP_460421.1	
N0.HOG0002266	OG0002191	-	NP_416148.1		NP_252183.1		NP_460418.1	
N0.HOG0002267	OG0002192	-	NP_416152.1		NP_250157.1		NP_460414.1	
N0.HOG0002268	OG0002193	-	NP_416153.1		NP_254203.1		NP_460413.1	
N0.HOG0002269	OG0002194	-	NP_416156.4		NP_249558.1		NP_460410.1	
N0.HOG0002270	OG0002195	-	NP_416157.1		NP_249357.1		NP_460409.1	
N0.HOG0002271	OG0002196	-	NP_416169.1		NP_252218.1		NP_460397.1	
N0.HOG0002272	OG0002197	-	NP_416171.1		NP_252223.1		NP_460396.1	
N0.HOG0002273	OG0002198	-	NP_416192.1				NP_460342.1, NP_460341.1	
N0.HOG0002274	OG0002199	-	NP_416194.1		NP_252358.1		NP_460339.1	
N0.HOG0002275	OG0002200	-	NP_416202.1			WP_015507334.1	NP_460330.1	
N0.HOG0002276	OG0002201	-	NP_416218.1		NP_250460.1		NP_460314.1	
N0.HOG0002277	OG0002202	-	NP_416221.1		NP_253710.1		NP_460311.1	
N0.HOG0002278	OG0002203	-	NP_416227.1		NP_251428.1		NP_460305.1	
N0.HOG0002279	OG0002204	-	NP_416237.3	NP_216545.1			NP_460292.1	
N0.HOG0002280	OG0002205	-	NP_416243.1				NP_460333.1, NP_460286.1	
N0.HOG0002281	OG0002206	-	NP_416253.1		NP_253563.1		NP_460277.1	
N0.HOG0002282	OG0002207	-	NP_416258.1		NP_249592.1		NP_460273.1	
N0.HOG0002283	OG0002208	-	NP_416259.1		NP_249590.1		NP_460272.1	
N0.HOG0002284	OG0002209	-	NP_416260.1		NP_249589.1		NP_460271.1	
N0.HOG0002285	OG0002210	-	NP_416277.1				NP_460264.1	WP_011278207.1
N0.HOG0002286	OG0002211	-	NP_416279.1		NP_251898.1		NP_460262.1	
N0.HOG0002287	OG0002212	-	NP_416291.4		NP_251775.1		NP_460258.1	
N0.HOG0002288	OG0002213	-	NP_416296.1, NP_418041.1				NP_460252.1	
N0.HOG0002289	OG0002214	-	NP_416297.1		NP_249279.1		NP_460251.1	
N0.HOG0002290	OG0002215	-	NP_416298.1		NP_249278.1		NP_460250.1	
N0.HOG0002291	OG0002216	-	NP_416311.1				NP_460237.1, NP_460764.1	
N0.HOG0002292	OG0002217	-	NP_416318.1		NP_249985.1		NP_460773.1	
N0.HOG0002293	OG0002218	-	NP_417963.4, NP_416320.1				NP_460775.1	
N0.HOG0002294	OG0002219	-	NP_416335.4		NP_251600.1		NP_460790.1	
N0.HOG0002295	OG0002220	-	NP_416346.4		NP_251512.1		NP_460803.1	
N0.HOG0002296	OG0002221	-	NP_416348.2		NP_253378.1		NP_460805.1	
N0.HOG0002297	OG0002222	-	NP_416349.2				NP_460806.1	WP_015385477.1
N0.HOG0002298	OG0002223	-	NP_416354.1			WP_003947389.1	NP_460831.1	
N0.HOG0002299	OG0002224	-	NP_416355.1			WP_003949459.1	NP_460832.1	
N0.HOG0002300	OG0002225	-	NP_416356.1				NP_460833.1, NP_490553.1	
N0.HOG0002301	OG0002226	-	NP_416358.1	NP_216707.1			NP_460835.1	
N0.HOG0002302	OG0002227	-	NP_416360.1		NP_252401.1		NP_460837.1	
N0.HOG0002303	OG0002228	-	NP_416362.1		NP_252103.1		NP_460839.1	
N0.HOG0002304	OG0002229	-	NP_416365.1		NP_251884.1		NP_460842.1	
N0.HOG0002305	OG0002230	-	NP_416368.1		NP_253019.1		NP_460845.1	
N0.HOG0002306	OG0002231	-	NP_416370.2		NP_249358.1		NP_460847.1	
N0.HOG0002307	OG0002232	-	NP_418372.1, NP_416376.2				NP_460854.1	
N0.HOG0002308	OG0002233	-	NP_416384.1		NP_249466.1		NP_460862.1	
N0.HOG0002309	OG0002234	-	NP_416385.1		NP_249465.1		NP_460863.1	
N0.HOG0002310	OG0002235	-	NP_416395.1		NP_250148.1		NP_460872.1	
N0.HOG0002311	OG0002236	-	NP_416403.1		NP_253640.1		NP_460879.1	
N0.HOG0002312	OG0002237	-	NP_416434.1		NP_249785.1		NP_460913.1	
N0.HOG0002313	OG0002238	-	NP_416435.1		NP_249786.1		NP_460914.1	
N0.HOG0002314	OG0002239	-	NP_416437.1				NP_460916.1	WP_011278569.1
N0.HOG0002315	OG0002240	-	NP_416439.1		NP_252321.1		NP_460918.3	
N0.HOG0002316	OG0002241	-	NP_416440.1		NP_252322.1		NP_460919.1	
N0.HOG0002317	OG0002242	-	NP_416447.1		NP_249791.1		NP_460921.1	
N0.HOG0002318	OG0002243	-	NP_416448.1		NP_249792.1		NP_460922.1	
N0.HOG0002319	OG0002244	-	NP_416449.1		NP_249793.1		NP_460923.1	
N0.HOG0002320	OG0002245	-	NP_416450.2		NP_249794.1		NP_460924.1	
N0.HOG0002321	OG0002246	-	NP_416451.1		NP_249795.1		NP_460925.1	
N0.HOG0002322	OG0002247	-	NP_416452.1		NP_249796.1		NP_460926.1	
N0.HOG0002323	OG0002248	-	NP_416453.1		NP_250132.1		NP_460927.1	
N0.HOG0002324	OG0002249	-	NP_416455.1		NP_250134.1		NP_460929.1	
N0.HOG0002325	OG0002250	-	NP_416457.4		NP_250136.1		NP_460931.3	
N0.HOG0002326	OG0002251	-	NP_416458.1		NP_250137.1		NP_460932.1	
N0.HOG0002327	OG0002252	-	NP_416459.1		NP_250138.1		NP_460933.1	
N0.HOG0002328	OG0002253	-	NP_416460.1		NP_250139.1		NP_460934.1	
N0.HOG0002329	OG0002254	-	NP_416469.1			WP_078485252.1	NP_460942.1	
N0.HOG0002330	OG0002255	-	NP_416480.1		NP_253380.1		NP_462287.1	
N0.HOG0002331	OG0002256	-	NP_416481.1		NP_253379.1		NP_462288.1	
N0.HOG0002332	OG0002257	-	NP_416483.4		NP_249609.1		NP_460220.1	
N0.HOG0002333	OG0002258	-	NP_416484.2		NP_252719.1		NP_460951.1	
N0.HOG0002334	OG0002259	-	NP_416489.1		NP_252659.1		NP_460956.1	
N0.HOG0002335	OG0002260	-	NP_416507.1, YP_588435.1, YP_588466.1					
N0.HOG0002336	OG0002261	-	NP_416515.1		NP_253006.1		NP_461012.1	
N0.HOG0002337	OG0002262	-	NP_416540.1	NP_218326.1			NP_459704.1	
N0.HOG0002338	OG0002263	-	NP_416554.1		NP_251837.1		NP_461051.1	
N0.HOG0002339	OG0002264	-	NP_416556.1	NP_216028.1			NP_461053.1	
N0.HOG0002340	OG0002265	-	NP_416559.1	NP_216030.1			NP_461056.1	
N0.HOG0002341	OG0002266	-	NP_416567.4		NP_250022.1		NP_461064.1	
N0.HOG0002342	OG0002267	-	NP_416568.1		NP_253833.1		NP_461065.1	
N0.HOG0002343	OG0002268	-	NP_416573.4		NP_253560.1		NP_461070.1	
N0.HOG0002344	OG0002269	-	NP_416585.1		NP_254127.1		NP_461080.1	
N0.HOG0002345	OG0002270	-	NP_416596.1				NP_462172.1, NP_462682.1	
N0.HOG0002346	OG0002271	-	NP_416597.1				NP_462171.1, NP_462683.1	
N0.HOG0002347	OG0002272	-	NP_417601.1, NP_416598.1				NP_462170.1	
N0.HOG0002348	OG0002273	-	NP_416604.1		NP_252446.1		NP_461089.1	
N0.HOG0002349	OG0002274	-	NP_416605.2			WP_003950832.1, WP_003952140.1		
N0.HOG0002350	OG0002275	-	NP_416621.1, YP_009518799.1, NP_416915.1					
N0.HOG0002351	OG0002276	-	NP_416627.2				NP_461100.1, NP_461101.1	
N0.HOG0002352	OG0002277	-	NP_416628.1		NP_249606.1		NP_461102.1	
N0.HOG0002353	OG0002278	-	NP_416640.2		NP_253931.1		NP_461115.1	
N0.HOG0002354	OG0002279	-	NP_416645.1		NP_251819.1		NP_461119.1	
N0.HOG0002355	OG0002280	-	NP_416646.1		NP_252703.1		NP_461126.1	
N0.HOG0002356	OG0002281	-	NP_416647.1		NP_252702.1		NP_461127.1	
N0.HOG0002357	OG0002282	-	NP_416655.1, NP_417043.1				NP_461135.1	
N0.HOG0002358	OG0002283	-	NP_416660.1		NP_250612.1		NP_461144.1	
N0.HOG0002359	OG0002284	-	NP_416661.1		NP_253318.1		NP_461145.1	
N0.HOG0002360	OG0002285	-	NP_416663.1		NP_254070.1		NP_461147.1	
N0.HOG0002361	OG0002286	-	NP_416679.4		NP_253881.1		NP_461157.1	
N0.HOG0002362	OG0002287	-	NP_416688.1		NP_249424.1		NP_461166.1	
N0.HOG0002363	OG0002288	-	NP_416691.1		NP_252538.1		NP_461170.1	
N0.HOG0002364	OG0002289	-	NP_416693.1		NP_249615.1		NP_461172.1	
N0.HOG0002365	OG0002290	-	NP_416702.1				NP_461194.1, NP_462716.1	
N0.HOG0002366	OG0002291	-	NP_416706.1		NP_249863.1		NP_461198.1	
N0.HOG0002367	OG0002292	-	NP_416707.4		NP_249864.1		NP_461199.1	
N0.HOG0002368	OG0002293	-	NP_416711.1		NP_249866.1		NP_461203.1	
N0.HOG0002369	OG0002294	-	NP_416712.1		NP_249867.1		NP_461204.1	
N0.HOG0002370	OG0002295	-	NP_416713.1		NP_251445.1		NP_461205.1	
N0.HOG0002371	OG0002296	-	NP_416715.1		NP_251087.1		NP_461206.1	
N0.HOG0002372	OG0002297	-	NP_416716.1			WP_003952276.1	NP_461207.1	
N0.HOG0002373	OG0002298	-	NP_416717.1		NP_250808.1		NP_461208.1	
N0.HOG0002374	OG0002299	-	NP_416718.1		NP_251683.1		NP_461209.1	
N0.HOG0002375	OG0002300	-	NP_416725.1	NP_217020.1	NP_250689.1			
N0.HOG0002376	OG0002301	-	NP_416729.1		NP_253182.1, NP_253177.1			
N0.HOG0002377	OG0002302	-	NP_416736.1				NP_461448.1, NP_462656.1	
N0.HOG0002378	OG0002303	-	NP_416740.1		NP_253068.1, NP_253694.1			
N0.HOG0002379	OG0002304	-	NP_416746.1				NP_461228.1	WP_011279061.1
N0.HOG0002380	OG0002305	-	NP_416751.1				NP_461234.1, NP_462434.1	
N0.HOG0002381	OG0002306	-	NP_416758.1		NP_252244.1		NP_461241.1	
N0.HOG0002382	OG0002307	-	NP_416759.1		NP_252245.1		NP_461242.1	
N0.HOG0002383	OG0002308	-	NP_416760.1		NP_252246.1		NP_461243.1	
N0.HOG0002384	OG0002309	-	NP_416761.4		NP_252248.1		NP_461245.1	
N0.HOG0002385	OG0002310	-	NP_416763.1	NP_215056.1			NP_461247.1	
N0.HOG0002386	OG0002311	-	NP_416767.1	NP_215069.1			NP_461251.1	
N0.HOG0002387	OG0002312	-	NP_416773.1			WP_003946663.1	NP_461257.1	
N0.HOG0002388	OG0002313	-	NP_416803.3		NP_249042.1		NP_461289.1	
N0.HOG0002389	OG0002314	-	NP_416804.1		NP_253091.1		NP_461290.1	
