HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N4.HOG0000776	OG0000466	n0	NP_415209.1				NP_459678.1	
N4.HOG0000777	OG0000467	n0	NP_415223.1				NP_459688.1	
N4.HOG0000778	OG0000468	n0	NP_415240.1				NP_459698.1	
N4.HOG0000779	OG0000469	n3	NP_416110.4				NP_460449.1	
N4.HOG0000780	OG0000469	n4	NP_415299.1				NP_459775.1	
N4.HOG0000781	OG0000470	n4	NP_415313.1				NP_459793.1	
N4.HOG0000782	OG0000470	n5	NP_417942.6				NP_462486.1	
N4.HOG0000783	OG0000471	n3	NP_415340.1				NP_459814.1	
N4.HOG0000784	OG0000471	n4	NP_416494.1				NP_460960.1	
N4.HOG0000785	OG0000471	n5	NP_415631.1				NP_460185.1	
N4.HOG0000786	OG0000472	n0	NP_415408.1				NP_459934.1	
N4.HOG0000787	OG0000473	n1	NP_415416.1				NP_459942.1	
N4.HOG0000788	OG0000473	n2	NP_416107.1				NP_461463.2, NP_459605.1, NP_463172.1, NP_460456.1	
N4.HOG0000789	OG0000474	n0	NP_415431.1				NP_459956.1	
N4.HOG0000790	OG0000475	n0	NP_415454.4					
N4.HOG0000791	OG0000476	n0	NP_415455.1					
N4.HOG0000792	OG0000477	n0	NP_415532.3					
N4.HOG0000793	OG0000478	n0	NP_415551.2				NP_460106.1	
N4.HOG0000794	OG0000479	n0	NP_415587.1				NP_460141.1	
N4.HOG0000795	OG0000480	n0	NP_415613.1				NP_460167.1	
N4.HOG0000796	OG0000481	n0	NP_415627.1				NP_460181.1	
N4.HOG0000797	OG0000482	n0	NP_415721.1				NP_460740.1	
N4.HOG0000798	OG0000483	n4	NP_415985.1				NP_460536.1	
N4.HOG0000799	OG0000483	n5	NP_415742.1				NP_460720.1	
N4.HOG0000800	OG0000484	n4	NP_415743.1				NP_460719.1	
N4.HOG0000801	OG0000484	n5	NP_415984.1				NP_460537.1	
N4.HOG0000802	OG0000485	n3	NP_415744.1				NP_460718.1	
N4.HOG0000803	OG0000485	n4	NP_415983.1				NP_460538.1	
N4.HOG0000804	OG0000486	n4	NP_416546.1				NP_461043.1	
N4.HOG0000805	OG0000486	n5	NP_415752.1				NP_460711.1	
N4.HOG0000806	OG0000487	n3	NP_417892.1					
N4.HOG0000807	OG0000487	n4	NP_415758.1				NP_460707.1	
N4.HOG0000808	OG0000488	n0	NP_415776.1				NP_460686.1	
N4.HOG0000809	OG0000489	n0	NP_415790.1				NP_460673.1	
N4.HOG0000810	OG0000490	n0	NP_415818.1, NP_417148.1				NP_461718.1	
N4.HOG0000811	OG0000491	n0	NP_416010.1, NP_417974.1					
N4.HOG0000812	OG0000492	n3	NP_416014.4				NP_460253.1	
N4.HOG0000813	OG0000492	n4	YP_026259.1				NP_459041.1, NP_462851.1	
N4.HOG0000814	OG0000493	n1					NP_463378.1	
N4.HOG0000815	OG0000493	n3	NP_416042.2				NP_460484.1	
N4.HOG0000816	OG0000494	n0	NP_416150.1				NP_460416.1	
N4.HOG0000817	OG0000495	n0	NP_416154.1				NP_460412.1	
N4.HOG0000818	OG0000496	n0	NP_416161.4				NP_460405.1	
N4.HOG0000819	OG0000497	n0	NP_416170.1					
N4.HOG0000820	OG0000498	n0	NP_416191.1				NP_460343.1	
N4.HOG0000821	OG0000499	n3	NP_416287.1				NP_462679.1	
N4.HOG0000822	OG0000499	n4	NP_417606.1, NP_416599.2				NP_462166.1	
N4.HOG0000823	OG0000500	n0	NP_416306.2				NP_460243.1	
N4.HOG0000824	OG0000501	n0	NP_416317.1					
N4.HOG0000825	OG0000502	n0	NP_416319.1				NP_460774.1	
N4.HOG0000826	OG0000503	n1	NP_416331.1				NP_460786.1	
N4.HOG0000827	OG0000503	n2	NP_417607.1, NP_417602.4				NP_459568.1, NP_463395.1, NP_462670.1	
N4.HOG0000828	OG0000504	n2	NP_416344.1				NP_460801.1	
N4.HOG0000829	OG0000505	n4	NP_417214.1				NP_461828.1	
N4.HOG0000830	OG0000505	n5	NP_416352.4				NP_460809.1	
N4.HOG0000831	OG0000506	n0	NP_416396.1				NP_460873.1	
N4.HOG0000832	OG0000507	n0	NP_416422.1				NP_460898.1	
N4.HOG0000833	OG0000508	n0	NP_416468.1				NP_460941.1	
N4.HOG0000834	OG0000509	n0	NP_416527.1				NP_461020.3	
N4.HOG0000835	OG0000510	n0	NP_416532.1				NP_461025.1	
N4.HOG0000836	OG0000511	n0	NP_416544.1				NP_461041.1	
N4.HOG0000837	OG0000512	n0	NP_416555.2					
N4.HOG0000838	OG0000513	n0	NP_416569.1				NP_461066.1	
N4.HOG0000839	OG0000514	n0	NP_416606.1				NP_461090.1	
N4.HOG0000840	OG0000515	n0	NP_416658.1				NP_461138.1	
N4.HOG0000841	OG0000516	n0	NP_416689.1				NP_459877.1, NP_461167.1	
N4.HOG0000842	OG0000517	n2	NP_416723.1				NP_460351.1	
N4.HOG0000843	OG0000517	n4	NP_418431.1				NP_463042.1	
N4.HOG0000844	OG0000518	n2	NP_416726.1					
N4.HOG0000845	OG0000519	n2	NP_417569.1				NP_462143.1	
N4.HOG0000846	OG0000519	n3	NP_416769.1				NP_461253.3	
N4.HOG0000847	OG0000520	n0	NP_416785.1				NP_461264.1	
N4.HOG0000848	OG0000521	n0	NP_416789.2				NP_461268.1	
N4.HOG0000849	OG0000522	n0	NP_416790.1				NP_461269.1	
N4.HOG0000850	OG0000523	n0	NP_416795.1				NP_462266.1, NP_459745.1, NP_461275.1	
N4.HOG0000851	OG0000524	n0	NP_416815.1				NP_461304.1	
N4.HOG0000852	OG0000525	n0	NP_416886.1					
N4.HOG0000853	OG0000526	n2	NP_416920.1				NP_461379.1	
N4.HOG0000854	OG0000526	n4	NP_418352.1				NP_462944.1	
N4.HOG0000855	OG0000527	n4	YP_026188.1				NP_461992.1	
N4.HOG0000856	OG0000527	n5	NP_416960.1				NP_461409.1	
N4.HOG0000857	OG0000528	n0	NP_417002.1				NP_461445.1	
N4.HOG0000858	OG0000529	n0	NP_417003.1				NP_461446.1	
N4.HOG0000859	OG0000530	n4	NP_418820.1				NP_463456.1	
N4.HOG0000860	OG0000530	n5	NP_417027.1				NP_461480.1	
N4.HOG0000861	OG0000531	n0	NP_417061.1				NP_461515.1	
N4.HOG0000862	OG0000532	n4	NP_417088.1				NP_461595.1	
N4.HOG0000863	OG0000532	n5	NP_417670.1				NP_462231.1	
N4.HOG0000864	OG0000533	n0	NP_417149.1				NP_461719.1	
N4.HOG0000865	OG0000534	n1					NP_460493.1	
N4.HOG0000866	OG0000534	n2	NP_417190.1				NP_461761.1	
N4.HOG0000867	OG0000535	n4	NP_417222.1				NP_461846.1	
N4.HOG0000868	OG0000535	n5	NP_417341.4				NP_461954.1	
N4.HOG0000869	OG0000536	n0	NP_417243.1				NP_461868.1	
N4.HOG0000870	OG0000537	n0	NP_417259.1				NP_461873.1	
N4.HOG0000871	OG0000538	n2	NP_417296.1				NP_461910.1	
N4.HOG0000872	OG0000538	n5					NP_463348.1	
N4.HOG0000873	OG0000539	n2	NP_417315.1				NP_461930.1	
N4.HOG0000874	OG0000539	n5					NP_461302.1	
N4.HOG0000875	OG0000540	n4	NP_417355.4					
N4.HOG0000876	OG0000541	n0	NP_417379.1				NP_461969.1	
N4.HOG0000877	OG0000542	n0	NP_417381.1				NP_461971.1	
N4.HOG0000878	OG0000543	n0	NP_417412.1				NP_461994.1	
N4.HOG0000879	OG0000544	n0	NP_417536.1				NP_462123.1	
N4.HOG0000880	OG0000545	n0	NP_417541.1				NP_462128.1	
N4.HOG0000881	OG0000546	n0	NP_417552.1				NP_462133.1	
N4.HOG0000882	OG0000547	n0	NP_417629.1				NP_462189.1	
N4.HOG0000883	OG0000548	n0	NP_417645.1				NP_462207.1	
N4.HOG0000884	OG0000549	n0	NP_417679.2				NP_462240.1	
N4.HOG0000885	OG0000550	n0	NP_417689.4				NP_462246.1	
N4.HOG0000886	OG0000551	n0	NP_417699.1				NP_462256.1	
N4.HOG0000887	OG0000552	n1	NP_418435.1					
N4.HOG0000888	OG0000552	n3	NP_417717.2				NP_462284.1	
N4.HOG0000889	OG0000553	n0	NP_417745.1				NP_462310.1	
N4.HOG0000890	OG0000554	n0	NP_417877.1				NP_462418.1	
N4.HOG0000891	OG0000555	n0	NP_417879.1				NP_462422.1	
N4.HOG0000892	OG0000556	n3	YP_026223.1				NP_462468.1	
N4.HOG0000893	OG0000556	n4	NP_417915.1				NP_462465.1	
N4.HOG0000894	OG0000557	n1	NP_417985.1				NP_462515.1	
N4.HOG0000895	OG0000558	n0	NP_418185.1				NP_462760.1	
N4.HOG0000896	OG0000559	n2	NP_418648.1					
N4.HOG0000897	OG0000559	n3	NP_418207.1				NP_462783.1	
N4.HOG0000898	OG0000560	n0	NP_418331.1				NP_462918.1	
N4.HOG0000899	OG0000561	n0	NP_418354.1				NP_462962.1	
N4.HOG0000900	OG0000562	n0	NP_418483.1				NP_490554.1, NP_463121.1	
N4.HOG0000901	OG0000563	n0	NP_418567.1				NP_463194.1	
N4.HOG0000902	OG0000564	n0	NP_418623.1				NP_463254.2	
N4.HOG0000903	OG0000565	n0	NP_418628.4				NP_463258.3	
N4.HOG0000904	OG0000566	n0	NP_418663.1				NP_463316.1, NP_462662.1	
N4.HOG0000905	OG0000567	n0	NP_418753.3				NP_490499.1, NP_490502.1, NP_463175.1	
N4.HOG0000906	OG0000568	n0	NP_418806.1				NP_463435.1	
N4.HOG0000907	OG0000569	n0	YP_026220.1				NP_462426.1	
N4.HOG0000908	OG0000570	n0	YP_026247.1				NP_462794.1	
N4.HOG0000909	OG0000571	n0	YP_026248.1				NP_462432.1, NP_462795.1	
N4.HOG0000910	OG0000572	n0	YP_026264.1				NP_462844.1	
N4.HOG0000911	OG0000573	n0	YP_026268.1				NP_462852.1	
N4.HOG0000912	OG0000574	n0	YP_588441.1				NP_459579.1	
N4.HOG0000913	OG0000579	n4					NP_460433.1	
N4.HOG0000914	OG0000598	n0					NP_462979.1, NP_462866.1, NP_452517.1, NP_452516.1, NP_459043.1, NP_459037.1, NP_462865.1	
N4.HOG0000915	OG0000600	n0	NP_414567.1				NP_459051.1	
N4.HOG0000916	OG0000601	n0	NP_414570.1				NP_459054.1	
N4.HOG0000917	OG0000602	n0	NP_414573.1				NP_459071.1	
N4.HOG0000918	OG0000603	n0	NP_414574.1				NP_459072.1	
N4.HOG0000919	OG0000604	n0	NP_414602.1				NP_459102.1	
N4.HOG0000920	OG0000605	n0	NP_414651.1				NP_459150.1	
N4.HOG0000921	OG0000606	n1					NP_459359.1	
N4.HOG0000922	OG0000606	n2	NP_414692.1				NP_459196.1	
N4.HOG0000923	OG0000607	n0	NP_414696.1				NP_459207.1	
N4.HOG0000924	OG0000608	n3	NP_414697.1				NP_459208.1	
N4.HOG0000925	OG0000608	n4	NP_416109.2				NP_460450.3	
N4.HOG0000926	OG0000609	n0	NP_414702.1				NP_459213.1	
N4.HOG0000927	OG0000610	n0	NP_414711.1				NP_459221.1	
N4.HOG0000928	OG0000611	n0	NP_414713.1				NP_459223.1	
N4.HOG0000929	OG0000612	n0	NP_414725.1				NP_459235.1	
N4.HOG0000930	OG0000613	n0	NP_414736.1				NP_459246.1	
N4.HOG0000931	OG0000614	n3					NP_459507.1	
N4.HOG0000932	OG0000614	n4					NP_459250.1	
N4.HOG0000933	OG0000615	n2					NP_459506.1	
N4.HOG0000934	OG0000615	n3	NP_414741.1				NP_459251.1	
N4.HOG0000935	OG0000616	n3	NP_414757.1				NP_459308.1	
N4.HOG0000936	OG0000616	n4	NP_417618.1				NP_462179.1	
N4.HOG0000937	OG0000617	n0	NP_414907.2, NP_415072.2, NP_415546.2, NP_414832.2, NP_416592.2				NP_461695.1	
N4.HOG0000938	OG0000618	n0	NP_414839.1				NP_459555.1	
N4.HOG0000939	OG0000619	n0	NP_414871.1, NP_414858.1				NP_462244.1	
N4.HOG0000940	OG0000620	n0	NP_414859.1, NP_418690.4				NP_463346.1	
N4.HOG0000941	OG0000621	n0	NP_414865.1				NP_459363.1	
N4.HOG0000942	OG0000622	n0	NP_414868.1				NP_459365.1	
N4.HOG0000943	OG0000623	n0	NP_417516.3, NP_415921.2, NP_414894.2, YP_026163.2, NP_417338.3, NP_418692.2					
N4.HOG0000944	OG0000624	n0	NP_418693.1, NP_417517.1, NP_414895.1, NP_415920.1, NP_417337.1, NP_416500.1					
N4.HOG0000945	OG0000625	n0	NP_414903.4				NP_459367.1	
N4.HOG0000946	OG0000626	n0	NP_414910.1				NP_459370.3	
N4.HOG0000947	OG0000627	n0	NP_414942.1				NP_459402.1	
N4.HOG0000948	OG0000628	n0	NP_414948.1				NP_459411.1	
N4.HOG0000949	OG0000629	n0	NP_414949.1				NP_459412.1	
N4.HOG0000950	OG0000630	n0	NP_414985.1				NP_459459.1	
N4.HOG0000951	OG0000631	n0	NP_414986.1				NP_459460.1	
N4.HOG0000952	OG0000632	n0	NP_414988.1				NP_459462.1	
N4.HOG0000953	OG0000633	n1	NP_414998.1				NP_459473.1	
N4.HOG0000954	OG0000633	n3	NP_418583.1				NP_463211.1	
N4.HOG0000955	OG0000634	n0	NP_415002.1				NP_459478.1	
N4.HOG0000956	OG0000635	n0	NP_415007.1				NP_459483.1	
N4.HOG0000957	OG0000636	n0	NP_415030.1, YP_026224.1, NP_415229.1, NP_418050.1					
N4.HOG0000958	OG0000637	n0	NP_415055.1				NP_459528.1	
N4.HOG0000959	OG0000638	n0	NP_415056.1				NP_459529.1	
N4.HOG0000960	OG0000639	n0	NP_415059.1				NP_459532.1	
N4.HOG0000961	OG0000640	n0	NP_415068.1				NP_459544.1	
N4.HOG0000962	OG0000641	n0	NP_415127.1				NP_459589.1	
N4.HOG0000963	OG0000642	n0	NP_415146.1				NP_462260.1, NP_459748.1, NP_459068.1, NP_459611.1	
N4.HOG0000964	OG0000643	n0	NP_415161.1				NP_459625.1	
N4.HOG0000965	OG0000644	n0	NP_415168.1				NP_460867.1, NP_459632.1	
N4.HOG0000966	OG0000645	n0	NP_415190.1				NP_459658.1	
N4.HOG0000967	OG0000646	n0	NP_415194.1				NP_459662.1	
N4.HOG0000968	OG0000647	n0	NP_415224.1				NP_459689.1	
N4.HOG0000969	OG0000648	n0	NP_415225.1				NP_459690.1	
N4.HOG0000970	OG0000649	n0	NP_415238.1				NP_459696.1	
N4.HOG0000971	OG0000650	n0	NP_415239.1				NP_459697.1	
N4.HOG0000972	OG0000651	n0	NP_415241.1				NP_459699.1	
N4.HOG0000973	OG0000652	n0	NP_415256.1				NP_459723.1	
N4.HOG0000974	OG0000653	n0	NP_415257.1				NP_459724.1	
N4.HOG0000975	OG0000654	n0	NP_415271.1				NP_459736.1	
N4.HOG0000976	OG0000655	n0	NP_415310.1				NP_459790.1	
N4.HOG0000977	OG0000656	n2	NP_415343.1				NP_459819.1, NP_459817.1	
N4.HOG0000978	OG0000656	n4	NP_415365.4				NP_459844.1	
N4.HOG0000979	OG0000657	n0	NP_415358.1				NP_447297.1	
N4.HOG0000980	OG0000658	n0	NP_415373.1				NP_459852.1	
N4.HOG0000981	OG0000659	n0	NP_415410.1				NP_459936.1	
N4.HOG0000982	OG0000660	n0	NP_415412.1				NP_459938.1	
N4.HOG0000983	OG0000661	n0	NP_415413.1				NP_459939.1	
N4.HOG0000984	OG0000662	n1	NP_417411.2				NP_461993.1	
N4.HOG0000985	OG0000662	n3	NP_415429.2				NP_459954.1	
N4.HOG0000986	OG0000663	n0	NP_415488.1				NP_460057.1	
N4.HOG0000987	OG0000664	n0	NP_415502.4, NP_416565.1				NP_461062.1	
N4.HOG0000988	OG0000665	n0	NP_415527.4				NP_460071.1	
N4.HOG0000989	OG0000666	n0	NP_415563.1				NP_460118.1	
N4.HOG0000990	OG0000667	n3	NP_415572.1				NP_460126.1	
N4.HOG0000991	OG0000667	n4	NP_416879.4				NP_461342.1	
N4.HOG0000992	OG0000668	n0	NP_415610.1				NP_460164.1	
N4.HOG0000993	OG0000669	n0	NP_415615.1				NP_460169.1	
N4.HOG0000994	OG0000670	n0	NP_415625.1				NP_460179.1	
N4.HOG0000995	OG0000671	n0	NP_415629.4				NP_460183.1	
N4.HOG0000996	OG0000672	n0	NP_415676.1				NP_490535.1, NP_461699.1, NP_461630.1	
N4.HOG0000997	OG0000673	n2	NP_416631.1				NP_461105.1	
N4.HOG0000998	OG0000673	n3	NP_415680.1				NP_460232.1, NP_460355.1	
N4.HOG0000999	OG0000674	n1	NP_418432.1				NP_463043.1	
N4.HOG0001000	OG0000674	n2	NP_416724.1, NP_415719.2, NP_417049.1				NP_461497.1	
N4.HOG0001001	OG0000675	n0	NP_415724.2				NP_460737.3	
N4.HOG0001002	OG0000676	n0	NP_415725.1				NP_460736.1	
N4.HOG0001003	OG0000677	n0	NP_415728.1				NP_460733.1	
N4.HOG0001004	OG0000678	n0	NP_415738.2				NP_460724.3, NP_461452.1, NP_490524.1, NP_461451.1, NP_460627.1	
N4.HOG0001005	OG0000679	n3	NP_415986.1				NP_460535.1	
N4.HOG0001006	OG0000679	n4	NP_415741.1				NP_460721.1	
N4.HOG0001007	OG0000680	n0	NP_415748.1				NP_460715.1	
N4.HOG0001008	OG0000681	n0	NP_415777.1				NP_460685.1	
N4.HOG0001009	OG0000682	n0	NP_415778.3				NP_460684.1	
N4.HOG0001010	OG0000683	n0	NP_415779.1				NP_460683.1	
N4.HOG0001011	OG0000684	n0	NP_415792.1				NP_460671.1	
N4.HOG0001012	OG0000685	n0	NP_415854.4					
N4.HOG0001013	OG0000686	n0	NP_415930.1				NP_460601.1	
N4.HOG0001014	OG0000687	n0	NP_415966.6				NP_460548.1	
N4.HOG0001015	OG0000688	n0	NP_415980.1				NP_460541.1	
N4.HOG0001016	OG0000689	n0	NP_416050.4				NP_460477.1	
N4.HOG0001017	OG0000690	n2	NP_416113.1				NP_460446.1	
N4.HOG0001018	OG0000690	n4					NP_459323.3	
N4.HOG0001019	OG0000691	n0	NP_416120.1				NP_460439.1	
N4.HOG0001020	OG0000692	n3	NP_418546.1				NP_463165.1	
N4.HOG0001021	OG0000692	n4	NP_416129.1				NP_460429.2	
N4.HOG0001022	OG0000693	n2	NP_416151.1				NP_460415.1	
N4.HOG0001023	OG0000693	n3	NP_417953.1				NP_462493.1	
N4.HOG0001024	OG0000694	n0	NP_416228.1				NP_460304.1	
N4.HOG0001025	OG0000695	n0	NP_416229.1				NP_460303.1	
N4.HOG0001026	OG0000696	n0	NP_416234.1				NP_460299.1	
N4.HOG0001027	OG0000697	n0	NP_416254.1				NP_460276.1	
N4.HOG0001028	OG0000698	n0	NP_416275.1				NP_460751.1, NP_460265.1	
N4.HOG0001029	OG0000699	n0	NP_416322.1				NP_460777.1	
N4.HOG0001030	OG0000700	n1	NP_417608.1				NP_462669.1	
N4.HOG0001031	OG0000700	n2	NP_416332.1				NP_459567.1, NP_463396.1, NP_460787.1	
N4.HOG0001032	OG0000701	n1	NP_416333.4				NP_460788.1	
N4.HOG0001033	OG0000701	n2	NP_417609.1				NP_462668.3, NP_463397.1, NP_459566.1	
N4.HOG0001034	OG0000702	n0	NP_416372.1				NP_459750.1, NP_460849.3	
N4.HOG0001035	OG0000703	n0	NP_416373.1				NP_460850.1	
N4.HOG0001036	OG0000704	n0	NP_416390.1				NP_460866.1	
N4.HOG0001037	OG0000705	n1	NP_416393.1				NP_460870.1	
N4.HOG0001038	OG0000705	n3					NP_461817.1, NP_460379.1	
N4.HOG0001039	OG0000706	n0	NP_416398.1				NP_460875.1	
N4.HOG0001040	OG0000707	n0	NP_416401.1				NP_460877.1	
N4.HOG0001041	OG0000708	n0	NP_416426.1				NP_460903.1	
N4.HOG0001042	OG0000709	n0	NP_416430.1				NP_460907.1	
N4.HOG0001043	OG0000710	n3	NP_417576.1				NP_462149.1	
N4.HOG0001044	OG0000710	n4	NP_416519.4				NP_461014.1	
N4.HOG0001045	OG0000711	n0	NP_416523.1				NP_461016.1	
N4.HOG0001046	OG0000712	n0	NP_416524.1				NP_461017.1	
N4.HOG0001047	OG0000713	n0	NP_416526.4				NP_461019.1	
N4.HOG0001048	OG0000714	n0	NP_416529.1				NP_461022.1	
N4.HOG0001049	OG0000715	n0	NP_416530.1				NP_461023.1	
N4.HOG0001050	OG0000716	n0	NP_416542.1				NP_461039.1	
N4.HOG0001051	OG0000717	n0	NP_416553.1				NP_461029.1, NP_461050.3	
N4.HOG0001052	OG0000718	n0	NP_416582.1				NP_461075.1	
N4.HOG0001053	OG0000719	n0	NP_416616.4				NP_461098.1	
N4.HOG0001054	OG0000720	n0	NP_416617.1				NP_461099.1	
N4.HOG0001055	OG0000721	n0	NP_416636.1				NP_461111.1	
N4.HOG0001056	OG0000722	n0	NP_416662.1				NP_461146.1	
N4.HOG0001057	OG0000723	n1	NP_416674.1				NP_461151.1	
N4.HOG0001058	OG0000723	n2	NP_418179.1				NP_462169.1, NP_462678.1, NP_463309.1	
N4.HOG0001059	OG0000724	n0	NP_416683.1				NP_461161.1	
N4.HOG0001060	OG0000725	n0	NP_416734.1				NP_461214.1	
N4.HOG0001061	OG0000726	n0	NP_416791.3				NP_461270.1	
N4.HOG0001062	OG0000727	n0	NP_416793.1				NP_461273.1	
N4.HOG0001063	OG0000728	n0	NP_416805.1				NP_461291.1	
N4.HOG0001064	OG0000729	n0	NP_416807.1				NP_461292.1	
N4.HOG0001065	OG0000730	n0	NP_416810.1				NP_461294.1	
N4.HOG0001066	OG0000731	n0	NP_416814.1				NP_461842.1, NP_461298.1	
N4.HOG0001067	OG0000732	n0	NP_416832.1				NP_461326.1	
N4.HOG0001068	OG0000733	n0	NP_416844.1				NP_461331.2	
N4.HOG0001069	OG0000734	n1					NP_460981.1	
N4.HOG0001070	OG0000734	n2	NP_416883.1, NP_418389.1				NP_462997.1	
N4.HOG0001071	OG0000735	n0	NP_418334.1, NP_416885.1, NP_418725.4				NP_460571.1	
N4.HOG0001072	OG0000736	n0	NP_416893.1				NP_461349.1	
N4.HOG0001073	OG0000737	n2	NP_418513.4				NP_460099.1	
N4.HOG0001074	OG0000737	n4	NP_416922.1				NP_461683.1	
N4.HOG0001075	OG0000738	n0	NP_416952.2				NP_461400.1, NP_460991.3, NP_460999.1, NP_460983.1, NP_460990.1	
N4.HOG0001076	OG0000739	n0	NP_416958.1				NP_461407.1	
N4.HOG0001077	OG0000740	n0	NP_416971.1				NP_461422.1	
N4.HOG0001078	OG0000741	n1	NP_416977.1, NP_417203.1				NP_461772.2	
N4.HOG0001079	OG0000741	n4	NP_416981.1					
N4.HOG0001080	OG0000742	n0	NP_417960.1, YP_009518807.1, NP_416990.1				NP_461430.1	
N4.HOG0001081	OG0000743	n0	NP_416993.2				NP_461433.1	
N4.HOG0001082	OG0000744	n0	NP_416994.1				NP_461434.3	
N4.HOG0001083	OG0000745	n0	NP_417009.1				NP_461457.1	
N4.HOG0001084	OG0000746	n0	NP_417013.1				NP_461461.1	
N4.HOG0001085	OG0000747	n0	NP_417028.1				NP_461481.1	
N4.HOG0001086	OG0000748	n2	NP_417035.1					
N4.HOG0001087	OG0000749	n0	NP_417068.1				NP_461575.1	
N4.HOG0001088	OG0000750	n0	NP_417069.1				NP_461576.1	
N4.HOG0001089	OG0000751	n0	NP_417075.1				NP_461582.1	
N4.HOG0001090	OG0000752	n0	NP_417079.1				NP_461586.1	
N4.HOG0001091	OG0000753	n0	NP_417090.1				NP_461597.1	
N4.HOG0001092	OG0000754	n0	NP_417101.1				NP_461607.1	
N4.HOG0001093	OG0000755	n0	NP_417181.1				NP_461752.1	
N4.HOG0001094	OG0000756	n1	NP_417362.4				NP_461462.1	
N4.HOG0001095	OG0000756	n3	NP_418030.1				NP_462566.1	
N4.HOG0001096	OG0000756	n4	NP_417193.1				NP_461764.1	
N4.HOG0001097	OG0000757	n0	NP_417232.1				NP_461856.1	
N4.HOG0001098	OG0000758	n0	NP_417242.1				NP_461867.1	
N4.HOG0001099	OG0000759	n0	NP_417260.1				NP_461874.1	
N4.HOG0001100	OG0000760	n0	NP_418553.1, NP_417366.1				NP_461956.1	
N4.HOG0001101	OG0000761	n0	NP_417375.1				NP_461965.1	
N4.HOG0001102	OG0000762	n0	NP_417387.3				NP_461977.1	
N4.HOG0001103	OG0000763	n0	NP_417392.1					
N4.HOG0001104	OG0000764	n0	NP_417398.1				NP_461982.1	
N4.HOG0001105	OG0000765	n0	NP_417401.1				NP_461985.1	
N4.HOG0001106	OG0000766	n0	NP_417429.1				NP_462019.1	
N4.HOG0001107	OG0000767	n0	NP_417430.1				NP_462892.1, NP_462020.1	
N4.HOG0001108	OG0000768	n0	NP_417432.1				NP_462499.1, NP_462022.1	
N4.HOG0001109	OG0000769	n0	NP_418060.1, NP_417449.1				NP_462592.1	
N4.HOG0001110	OG0000770	n0	NP_417635.1				NP_462197.1	
N4.HOG0001111	OG0000771	n0	NP_417638.1				NP_462200.1	
N4.HOG0001112	OG0000772	n0	NP_417640.1				NP_462202.3	
N4.HOG0001113	OG0000773	n0	NP_417643.1				NP_462205.1	
N4.HOG0001114	OG0000774	n0	NP_417697.1				NP_462254.1	
N4.HOG0001115	OG0000775	n0	NP_417698.1				NP_462255.1	
N4.HOG0001116	OG0000776	n0	NP_417755.1				NP_462320.1	
N4.HOG0001117	OG0000777	n0	NP_417756.1				NP_462321.1	
N4.HOG0001118	OG0000778	n0	NP_417757.1				NP_462322.1	
N4.HOG0001119	OG0000779	n0	NP_417759.1				NP_462324.1	
N4.HOG0001120	OG0000780	n0	NP_417762.1				NP_462327.1	
N4.HOG0001121	OG0000781	n0	NP_417764.1				NP_462329.1	
N4.HOG0001122	OG0000782	n0	NP_417765.1				NP_462330.1	
N4.HOG0001123	OG0000783	n0	NP_417767.1				NP_462332.1	
N4.HOG0001124	OG0000784	n0	NP_417769.1				NP_462334.1	
N4.HOG0001125	OG0000785	n0	NP_417771.1				NP_462336.1	
N4.HOG0001126	OG0000786	n0	NP_417773.1				NP_462338.1	
N4.HOG0001127	OG0000787	n0	NP_417775.1				NP_462340.1	
N4.HOG0001128	OG0000788	n0	NP_417776.1				NP_462341.1	
N4.HOG0001129	OG0000789	n0	NP_417777.1				NP_462342.1	
N4.HOG0001130	OG0000790	n0	NP_417779.1				NP_462344.1	
N4.HOG0001131	OG0000791	n0	NP_417780.1				NP_462345.1	
N4.HOG0001132	OG0000792	n0	NP_417784.4					
N4.HOG0001133	OG0000793	n0	NP_417800.1				NP_462351.1	
N4.HOG0001134	OG0000794	n0	NP_417816.1				NP_462369.1	
N4.HOG0001135	OG0000795	n0	NP_417819.1				NP_462372.1	
N4.HOG0001136	OG0000796	n0	NP_417848.1				NP_462389.1	
N4.HOG0001137	OG0000797	n3	YP_026218.1				NP_462417.1	
N4.HOG0001138	OG0000797	n4	NP_417886.1				NP_462435.1	
N4.HOG0001139	OG0000798	n3	NP_417894.2				NP_462443.1	
N4.HOG0001140	OG0000798	n4	NP_418689.1				NP_463345.1	
N4.HOG0001141	OG0000799	n0	NP_417911.4				NP_462461.1	
N4.HOG0001142	OG0000800	n0	NP_417921.1				NP_462472.1	
N4.HOG0001143	OG0000801	n0	NP_417965.1				NP_462663.1	
N4.HOG0001144	OG0000802	n0	NP_417990.4				NP_462520.1	
N4.HOG0001145	OG0000803	n0	NP_418005.1				NP_462543.1	
N4.HOG0001146	OG0000804	n0	NP_418065.1				NP_462600.1	
N4.HOG0001147	OG0000805	n0	NP_418067.1				NP_462602.1	
N4.HOG0001148	OG0000806	n0	NP_418093.1				NP_462627.1	
N4.HOG0001149	OG0000807	n0	NP_418096.4				NP_462630.3	
N4.HOG0001150	OG0000808	n0	NP_418099.1				NP_462633.1	
N4.HOG0001151	OG0000809	n0	NP_418125.1				NP_459342.1	
