HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N2.HOG0000601	OG0000300	n4		NP_216358.1		WP_003949806.1, WP_003946834.1		
N2.HOG0000602	OG0000300	n6		NP_216357.1		WP_003949805.1, WP_003946835.1		
N2.HOG0000603	OG0000301	n2		NP_217560.1		WP_003950014.1		
N2.HOG0000604	OG0000301	n3		YP_177705.1		WP_015508294.1, WP_003951827.1, WP_008413408.1, WP_003951902.1, WP_003949215.1		
N2.HOG0000605	OG0000302	n0		NP_214538.1		WP_015508015.1, WP_003947631.1, WP_015507744.1, WP_015507747.1, WP_037630652.1, WP_003948995.1, WP_003946821.1, WP_008408989.1		
N2.HOG0000606	OG0000303	n3		NP_217431.1		WP_015506759.1, WP_003947418.1		
N2.HOG0000607	OG0000303	n5		NP_214588.1		WP_015506820.1		
N2.HOG0000608	OG0000303	n6				WP_003948526.1, WP_003947381.1		
N2.HOG0000609	OG0000304	n1		NP_215089.1, NP_215776.1		WP_015508210.1		
N2.HOG0000610	OG0000304	n5				WP_003951749.1		
N2.HOG0000611	OG0000305	n4		NP_215091.1		WP_041826583.1, WP_003952038.1		
N2.HOG0000612	OG0000305	n6		NP_215426.1		WP_003947679.1, WP_015507936.1		
N2.HOG0000613	OG0000306	n1		YP_177816.1				
N2.HOG0000614	OG0000306	n4		NP_217680.1		WP_003947590.1		
N2.HOG0000615	OG0000306	n6		NP_218209.1		WP_003950450.1		
N2.HOG0000616	OG0000307	n2		NP_216879.1, NP_215779.1				
N2.HOG0000617	OG0000307	n4				WP_015507159.1		
N2.HOG0000618	OG0000307	n5				WP_003951485.1, WP_003946899.1		
N2.HOG0000619	OG0000308	n0		NP_216393.1		WP_015507256.1, WP_003949491.1, WP_051085195.1, WP_037629427.1, WP_015506803.1, WP_003947826.1, WP_003952135.1		
N2.HOG0000620	OG0000309	n0		NP_217453.1, NP_217454.1		WP_037629119.1, WP_003948328.1, WP_003949235.1, WP_015507338.1, WP_003949890.1, WP_003949021.1		
N2.HOG0000621	OG0000310	n4				WP_003948279.1		
N2.HOG0000622	OG0000310	n5		YP_178003.1		WP_008417489.1		
N2.HOG0000623	OG0000311	n5				WP_003951994.1		
N2.HOG0000624	OG0000311	n6				WP_003948151.1		
N2.HOG0000625	OG0000312	n0				WP_003946491.1, WP_003952144.1, WP_015508347.1, WP_015508346.1, WP_015508348.1, WP_015506675.1, WP_234344693.1, WP_015508328.1, WP_003946497.1		
N2.HOG0000626	OG0000313	n0				WP_086014545.1, WP_003946900.1, WP_003947738.1, WP_015507832.1, WP_015507508.1, WP_015508147.1, WP_003947130.1, WP_003950052.1, WP_003949019.1		
N2.HOG0000627	OG0000314	n0				WP_003949104.1, WP_003948128.1, WP_003950185.1, WP_015508090.1, WP_003948322.1, WP_226660347.1, WP_015508339.1, WP_015507255.1, WP_003951745.1		
N2.HOG0000628	OG0000315	n0		NP_218226.1		WP_008413895.1		
N2.HOG0000629	OG0000317	n0		NP_217497.1		WP_003951090.1		
N2.HOG0000630	OG0000318	n0		NP_215361.1		WP_003947749.1		
N2.HOG0000631	OG0000319	n5		NP_215602.1		WP_003948261.1		
N2.HOG0000632	OG0000319	n6		NP_216877.1		WP_008405666.1		
N2.HOG0000633	OG0000320	n1		NP_216063.1		WP_003947561.1		
N2.HOG0000634	OG0000320	n5		NP_217887.3		WP_015508104.1		
N2.HOG0000635	OG0000321	n2		NP_214890.1		WP_015506868.1		
N2.HOG0000636	OG0000321	n5		NP_214886.1				
N2.HOG0000637	OG0000322	n0		YP_177898.1, NP_217896.1		WP_003951573.1		
N2.HOG0000638	OG0000325	n2				WP_003951495.1		
N2.HOG0000639	OG0000325	n3				WP_235208943.1		
N2.HOG0000640	OG0000325	n5				WP_003950012.1, WP_015507584.1, WP_003951900.1		
N2.HOG0000641	OG0000326	n0				WP_008417377.1, WP_008408874.1, WP_015507352.1, WP_003951901.1, WP_003951494.1		
N2.HOG0000642	OG0000327	n0		NP_216944.1		WP_003948256.1		
N2.HOG0000643	OG0000328	n0				WP_008415202.1, WP_010642163.1, WP_030768309.1		
N2.HOG0000644	OG0000329	n3		NP_216208.1		WP_003947349.1		
N2.HOG0000645	OG0000329	n4		NP_215741.1		WP_003950599.1		
N2.HOG0000646	OG0000330	n0		NP_215543.1		WP_003950390.1, WP_008410337.1, WP_003950979.1, WP_003951347.1		
N2.HOG0000647	OG0000331	n0		YP_177824.1		WP_003949443.1		
N2.HOG0000648	OG0000332	n0		NP_216138.1		WP_003949444.1		
N2.HOG0000649	OG0000333	n0		NP_214546.1, YP_177822.1		WP_015508235.1		
N2.HOG0000650	OG0000334	n0		NP_217841.3, YP_177927.1, NP_215379.1		WP_003950228.1		
N2.HOG0000651	OG0000337	n0				WP_015506691.1, WP_003947915.1, WP_003948849.1, WP_015508180.1, WP_015506937.1		
N2.HOG0000652	OG0000338	n0		YP_177885.1		WP_078485282.1, WP_008411866.1, WP_003948069.1		
N2.HOG0000653	OG0000339	n0		NP_217799.1		WP_003948352.1		
N2.HOG0000654	OG0000340	n0		NP_217764.1		WP_003949668.1		
N2.HOG0000655	OG0000341	n0				WP_003951162.1		
N2.HOG0000656	OG0000342	n0		NP_217940.1		WP_015507729.1		
N2.HOG0000657	OG0000343	n0		NP_215816.1		WP_003947883.1, WP_015507320.1, WP_015507060.1, WP_008409324.1		
N2.HOG0000658	OG0000344	n0		NP_215680.1, NP_216252.1		WP_003951938.1		
N2.HOG0000659	OG0000345	n0				WP_008417606.1		
N2.HOG0000660	OG0000346	n0		NP_217988.1		WP_003947172.1, WP_003949433.1		
N2.HOG0000661	OG0000347	n3				WP_018471108.1, WP_015507986.1		
N2.HOG0000662	OG0000347	n6				WP_010638599.1		
N2.HOG0000663	OG0000348	n0		NP_215832.1		WP_003947478.1, WP_003951673.1, WP_003951878.1		
N2.HOG0000664	OG0000349	n1		NP_214537.1		WP_008413403.1		
N2.HOG0000665	OG0000349	n5				WP_008412823.1		
N2.HOG0000666	OG0000350	n1		NP_217298.1		WP_003951207.1		
N2.HOG0000667	OG0000350	n4				WP_015506979.1		
N2.HOG0000668	OG0000350	n6				WP_176725941.1		
N2.HOG0000669	OG0000351	n0		NP_216417.1		WP_015506999.1		
N2.HOG0000670	OG0000353	n0		NP_214719.1		WP_003946610.1, WP_165398114.1, WP_015507837.1		
N2.HOG0000671	OG0000354	n0		NP_217830.1		WP_015507716.1, WP_015507021.1, WP_003947980.1, WP_008403760.1		
N2.HOG0000672	OG0000355	n0		NP_214788.1		WP_003949015.1, WP_003948484.1		
N2.HOG0000673	OG0000356	n0		NP_216171.1		WP_003947120.1		
N2.HOG0000674	OG0000357	n0		NP_215077.1		WP_008413611.1, WP_003948679.1		
N2.HOG0000675	OG0000358	n2		NP_215963.1		WP_003947454.1		
N2.HOG0000676	OG0000358	n3		YP_177789.1		WP_003952209.1		
N2.HOG0000677	OG0000360	n1				WP_003950614.1		
N2.HOG0000678	OG0000360	n4				WP_086014581.1, WP_015508100.1, WP_003947311.1		
N2.HOG0000679	OG0000361	n1				WP_015508013.1		
N2.HOG0000680	OG0000362	n0		NP_214848.1		WP_003951756.1		
N2.HOG0000681	OG0000363	n0		NP_217981.1		WP_003951754.1		
N2.HOG0000682	OG0000364	n0		YP_177651.1, NP_215297.1		WP_015506857.1		
N2.HOG0000683	OG0000365	n2		NP_218243.1		WP_003951435.1		
N2.HOG0000684	OG0000365	n5				WP_003951372.1		
N2.HOG0000685	OG0000366	n1				WP_015507175.1		
N2.HOG0000686	OG0000366	n3		NP_218275.1		WP_003948936.1, WP_003946579.1		
N2.HOG0000687	OG0000367	n0		NP_216188.1				
N2.HOG0000688	OG0000368	n2		NP_217672.1		WP_003948726.1		
N2.HOG0000689	OG0000368	n6				WP_003948682.1		
N2.HOG0000690	OG0000369	n2		NP_217669.1		WP_008408177.1		
N2.HOG0000691	OG0000369	n6				WP_003948685.1		
N2.HOG0000692	OG0000370	n0		NP_214923.1		WP_003950937.1		
N2.HOG0000693	OG0000371	n0		NP_215375.1		WP_003952055.1		
N2.HOG0000694	OG0000372	n0		NP_216216.1		WP_008415359.1		
N2.HOG0000695	OG0000373	n0		NP_215542.1		WP_003950352.1		
N2.HOG0000696	OG0000374	n1		NP_215343.1		WP_003946649.1		
N2.HOG0000697	OG0000374	n3		NP_218269.1		WP_008409112.1		
N2.HOG0000698	OG0000375	n0		NP_217071.1		WP_003947043.1, WP_015507604.1		
N2.HOG0000699	OG0000376	n5		NP_217219.1		WP_255219935.1		
N2.HOG0000700	OG0000376	n6		NP_217226.1		WP_003950213.1		
N2.HOG0000701	OG0000378	n1		NP_216969.1				
N2.HOG0000702	OG0000378	n4		NP_214859.1, NP_214885.1		WP_235208944.1		
N2.HOG0000703	OG0000379	n0		NP_216950.1				
N2.HOG0000704	OG0000380	n0		NP_215059.1		WP_003949128.1, WP_003947408.1		
N2.HOG0000705	OG0000381	n5				WP_015506738.1		
N2.HOG0000706	OG0000381	n6				WP_003951928.1		
N2.HOG0000707	OG0000382	n0		NP_217355.1		WP_078485245.1		
N2.HOG0000708	OG0000383	n0		NP_214684.1, NP_216483.1, NP_218015.1		WP_003951414.1		
N2.HOG0000709	OG0000384	n0		NP_216480.1, NP_218018.1, NP_215101.1, NP_214681.1		WP_003951411.1		
N2.HOG0000710	OG0000385	n1				WP_003948153.1		
N2.HOG0000711	OG0000385	n2				WP_003950275.1		
N2.HOG0000712	OG0000386	n0		NP_215923.1		WP_015508174.1		
N2.HOG0000713	OG0000387	n2		YP_177900.1		WP_003951351.1		
N2.HOG0000714	OG0000387	n3		YP_177901.1		WP_008414983.1, WP_015506972.1		
N2.HOG0000715	OG0000388	n2				WP_018468310.1		
N2.HOG0000716	OG0000389	n4				WP_003948857.1		
N2.HOG0000717	OG0000389	n6				WP_003948461.1		
N2.HOG0000718	OG0000390	n0		YP_177821.1		WP_003951612.1, WP_103506597.1		
N2.HOG0000719	OG0000391	n0		NP_215243.1		WP_015507927.1, WP_015506727.1		
N2.HOG0000720	OG0000392	n2		NP_215208.1				
N2.HOG0000721	OG0000392	n5		NP_216388.1				
N2.HOG0000722	OG0000393	n0				WP_003951690.1, WP_003950032.1		
N2.HOG0000723	OG0000394	n0		NP_218330.1		WP_174905211.1, WP_003949455.1, WP_003948720.1		
N2.HOG0000724	OG0000395	n0		NP_216626.1		WP_003947203.1		
N2.HOG0000725	OG0000396	n4		NP_214905.1				
N2.HOG0000726	OG0000396	n5		NP_215595.1		WP_003948335.1		
N2.HOG0000727	OG0000397	n0		NP_216431.1, NP_216432.1, YP_177728.1		WP_015507589.1		
N2.HOG0000728	OG0000398	n0		YP_177735.1		WP_015507098.1, WP_015507685.1		
N2.HOG0000729	OG0000399	n0				WP_003947240.1, WP_003946602.1		
N2.HOG0000730	OG0000400	n1		NP_214620.1		WP_003946693.1		
N2.HOG0000731	OG0000400	n3				WP_003951314.1		
N2.HOG0000732	OG0000401	n0		NP_217893.1		WP_003952247.1, WP_003951080.1		
N2.HOG0000733	OG0000402	n0				WP_015506810.1		
N2.HOG0000734	OG0000404	n0		YP_177738.1		WP_003948741.1		
N2.HOG0000735	OG0000405	n1		NP_218294.1		WP_003949318.1		
N2.HOG0000736	OG0000405	n3		NP_217657.1, NP_214663.1		WP_008414870.1		
N2.HOG0000737	OG0000406	n0		NP_214732.1		WP_003947609.1, WP_003948318.1, WP_003947180.1, WP_003951482.1, WP_003949907.1		
N2.HOG0000738	OG0000407	n1		NP_217771.1		WP_015506737.1		
N2.HOG0000739	OG0000407	n3		NP_214899.1, NP_216453.1				
N2.HOG0000740	OG0000408	n0		NP_217313.1, NP_217058.1, NP_215478.1, NP_216466.1, NP_216595.1, NP_215128.2, NP_216593.1, NP_215479.1				
N2.HOG0000741	OG0000409	n3		NP_215395.1		WP_003950034.1		
N2.HOG0000742	OG0000409	n4		NP_216843.1, NP_216527.1		WP_010644872.1, WP_008409110.1		
N2.HOG0000743	OG0000410	n0		NP_216246.1, NP_215422.1		WP_015507024.1, WP_015507317.1, WP_003948066.1, WP_015507529.1, WP_015506966.1, WP_003948921.1		
N2.HOG0000744	OG0000411	n0		NP_215612.1		WP_003951592.1, WP_003946731.1, WP_003950498.1, WP_015507106.1, WP_003951442.1		
N2.HOG0000745	OG0000412	n1		NP_217507.1		WP_003952165.1		
N2.HOG0000746	OG0000412	n2		NP_215671.1		WP_003949801.1, WP_051085208.1, WP_008413095.1, WP_003949489.1, WP_003947932.1		
N2.HOG0000747	OG0000413	n2		NP_216703.1		WP_003948781.1, WP_003951950.1, WP_003952006.1, WP_003947626.1		
N2.HOG0000748	OG0000413	n6		NP_216066.1		WP_003947996.1		
N2.HOG0000749	OG0000414	n0		NP_216512.1, NP_217139.1, NP_216521.1, NP_216542.1, NP_217140.1, NP_217650.1, NP_216544.1		WP_008404162.1		
N2.HOG0000750	OG0000416	n0		NP_217126.1		WP_003947066.1		
N2.HOG0000751	OG0000417	n5		NP_218178.1		WP_003949650.1		
N2.HOG0000752	OG0000417	n6		YP_177732.1		WP_015507680.1		
N2.HOG0000753	OG0000420	n2				WP_008416056.1		
N2.HOG0000754	OG0000420	n3				WP_015508145.1, WP_015507381.1, WP_003948674.1		
N2.HOG0000755	OG0000420	n6				WP_003947138.1, WP_003948667.1		
N2.HOG0000756	OG0000421	n0				WP_003947766.1, WP_015507849.1, WP_003951164.1, WP_003950626.1, WP_015507516.1, WP_003951113.1, WP_003950092.1, WP_010645216.1		
N2.HOG0000757	OG0000422	n0				WP_003949670.1, WP_015507131.1, WP_015507132.1, WP_003948126.1, WP_037629855.1, WP_003950236.1, WP_003951589.1, WP_003951905.1		
N2.HOG0000758	OG0000423	n0				WP_049977246.1, WP_015508175.1, WP_003949115.1, WP_015507808.1, WP_003950527.1, WP_003949139.1, WP_003949622.1, WP_003948954.1		
N2.HOG0000759	OG0000424	n0				WP_003950334.1, WP_003950335.1, WP_003950163.1, WP_003950636.1, WP_003950158.1, WP_003948987.1, WP_003950170.1, WP_015507403.1		
N2.HOG0000760	OG0000425	n0				WP_003949069.1, WP_003949914.1, WP_008405998.1, WP_015507183.1, WP_003949026.1, WP_003949779.1, WP_008406862.1, WP_003949586.1		
N2.HOG0000761	OG0000426	n0				WP_003951951.1		
N2.HOG0000762	OG0000427	n0		NP_215964.1		WP_003947453.1		
N2.HOG0000763	OG0000428	n2		YP_177719.1		WP_003949201.1		
N2.HOG0000764	OG0000428	n3		NP_216889.1		WP_003947990.1		
N2.HOG0000765	OG0000430	n0		NP_216504.1, NP_215526.1		WP_015507272.1		
N2.HOG0000766	OG0000431	n0				WP_015507026.1		
N2.HOG0000767	OG0000432	n0		NP_217503.1		WP_003951085.1		
N2.HOG0000768	OG0000433	n0		NP_217504.1		WP_003951084.1		
N2.HOG0000769	OG0000434	n0		NP_217511.1		WP_003951041.1		
N2.HOG0000770	OG0000435	n4				WP_015507051.1		
N2.HOG0000771	OG0000436	n0		NP_216679.1		WP_015508024.1		
N2.HOG0000772	OG0000437	n0		NP_216757.3		WP_008409647.1, WP_003947678.1, WP_008405484.1		
N2.HOG0000773	OG0000438	n0		YP_177892.1		WP_003949181.1		
N2.HOG0000774	OG0000439	n0		NP_216741.1		WP_003947753.1		
N2.HOG0000775	OG0000440	n0		NP_218123.1		WP_003948940.1		
N2.HOG0000776	OG0000441	n0				WP_003950998.1		
N2.HOG0000777	OG0000442	n1				WP_003951545.1		
N2.HOG0000778	OG0000443	n0				WP_003947095.1, WP_015508153.1		
N2.HOG0000779	OG0000445	n0		NP_215795.1		WP_003948488.1		
N2.HOG0000780	OG0000446	n0				WP_015506851.1, WP_015506994.1, WP_015507918.1, WP_003949013.1		
N2.HOG0000781	OG0000448	n0		YP_177952.3		WP_015507218.1		
N2.HOG0000782	OG0000449	n3		NP_217923.1				
N2.HOG0000783	OG0000449	n4				WP_003946802.1		
N2.HOG0000784	OG0000450	n0		NP_215793.1		WP_030305304.1		
N2.HOG0000785	OG0000451	n0		NP_215967.1		WP_003947450.1		
N2.HOG0000786	OG0000452	n0		NP_216716.1		WP_003947653.1		
N2.HOG0000787	OG0000453	n0		NP_217435.1		WP_003951116.1		
N2.HOG0000788	OG0000454	n0		NP_218238.1		WP_041826603.1		
N2.HOG0000789	OG0000455	n2				WP_003947555.1		
N2.HOG0000790	OG0000455	n5				WP_003950253.1		
N2.HOG0000791	OG0000456	n0		NP_216004.1		WP_003947358.1, WP_015508103.1		
N2.HOG0000792	OG0000457	n0				WP_003951708.1		
N2.HOG0000793	OG0000459	n0		NP_216656.1		WP_003947356.1		
N2.HOG0000794	OG0000460	n0		NP_216363.1		WP_008414302.1		
N2.HOG0000795	OG0000461	n0		NP_217579.1		WP_015507120.1		
N2.HOG0000796	OG0000462	n0				WP_008413836.1		
N2.HOG0000797	OG0000463	n4		NP_217586.1		WP_003949866.1		
N2.HOG0000798	OG0000463	n5		NP_217585.1		WP_003949865.1		
N2.HOG0000799	OG0000464	n0		NP_216717.1				
N2.HOG0000800	OG0000465	n0				WP_003950567.1		
N2.HOG0000801	OG0000466	n0		NP_216875.1		WP_015507630.1, WP_026048008.1		
N2.HOG0000802	OG0000467	n0		NP_215544.1		WP_015506771.1, WP_003950978.1, WP_003951346.1		
N2.HOG0000803	OG0000468	n0		NP_214777.1		WP_003946629.1		
N2.HOG0000804	OG0000469	n0		NP_216086.1		WP_015508233.1		
N2.HOG0000805	OG0000470	n0		NP_216202.1		WP_015507676.1		
N2.HOG0000806	OG0000472	n0		NP_218430.1		WP_003949384.1		
N2.HOG0000807	OG0000474	n0		NP_216146.1		WP_008417562.1, WP_003947498.1		
N2.HOG0000808	OG0000475	n0				WP_015506715.1		
N2.HOG0000809	OG0000476	n0		NP_215306.1		WP_003952180.1		
N2.HOG0000810	OG0000477	n0		NP_217595.1, NP_215468.1, NP_216677.1, NP_217588.1, NP_215455.1				
N2.HOG0000811	OG0000478	n0				WP_015507062.1, WP_003950618.1, WP_015507766.1		
N2.HOG0000812	OG0000479	n0		NP_218427.1		WP_003949388.1, WP_003951059.1		
N2.HOG0000813	OG0000480	n0		NP_216762.1, NP_216761.1		WP_003947869.1		
N2.HOG0000814	OG0000481	n0		NP_214906.1, NP_216370.1		WP_003949738.1		
N2.HOG0000815	OG0000482	n0		NP_215628.1		WP_003948227.1		
N2.HOG0000816	OG0000483	n0		NP_215677.1		WP_003951941.1		
N2.HOG0000817	OG0000484	n0		NP_215678.1		WP_008410878.1		
N2.HOG0000818	OG0000485	n0		NP_215679.1		WP_003951939.1		
N2.HOG0000819	OG0000486	n0		NP_215508.1		WP_003950226.1		
N2.HOG0000820	OG0000487	n0				WP_003950702.1		
N2.HOG0000821	OG0000488	n0		NP_216129.1		WP_008406335.1, WP_003947535.1		
N2.HOG0000822	OG0000489	n0		NP_218163.1		WP_003949667.1		
N2.HOG0000823	OG0000490	n0		NP_217105.1		WP_003951167.1		
N2.HOG0000824	OG0000491	n3		NP_217949.1		WP_003952231.1		
N2.HOG0000825	OG0000491	n4				WP_015507974.1		
N2.HOG0000826	OG0000492	n0				WP_015507111.1		
N2.HOG0000827	OG0000493	n1				WP_003950856.1, WP_003947713.1		
N2.HOG0000828	OG0000493	n3		NP_216247.2		WP_003952048.1		
N2.HOG0000829	OG0000494	n0		NP_218191.2		WP_003949638.1		
N2.HOG0000830	OG0000495	n0		NP_216205.1		WP_003947378.1		
N2.HOG0000831	OG0000497	n0		NP_217813.1		WP_015506998.1		
N2.HOG0000832	OG0000498	n0		NP_216133.1		WP_003947512.1, WP_003950936.1		
N2.HOG0000833	OG0000499	n0				WP_003949939.1		
N2.HOG0000834	OG0000500	n0		NP_217589.1		WP_003947236.1		
N2.HOG0000835	OG0000501	n0		NP_217292.1		WP_015506781.1, WP_003947724.1		
N2.HOG0000836	OG0000502	n0				WP_003947254.1		
N2.HOG0000837	OG0000504	n1				WP_235208956.1		
N2.HOG0000838	OG0000504	n2				WP_015507949.1, WP_003949746.1		
N2.HOG0000839	OG0000505	n0				WP_010642085.1, WP_003951523.1		
N2.HOG0000840	OG0000506	n0				WP_015508206.1, WP_003946767.1		
N2.HOG0000841	OG0000507	n2		NP_217262.1		WP_008409162.1		
N2.HOG0000842	OG0000507	n3		NP_216338.1		WP_008417540.1		
N2.HOG0000843	OG0000508	n0				WP_003946994.1, WP_015508204.1		
N2.HOG0000844	OG0000509	n0		NP_216118.1		WP_003947548.1		
N2.HOG0000845	OG0000510	n0		NP_214836.1		WP_003950401.1		
N2.HOG0000846	OG0000511	n0		NP_217783.1				
N2.HOG0000847	OG0000512	n0		NP_216109.1		WP_235208994.1, WP_003947329.1, WP_026048250.1, WP_003949429.1		
N2.HOG0000848	OG0000513	n0		NP_214835.1		WP_003949246.1		
N2.HOG0000849	OG0000514	n0		NP_214936.1		WP_015507039.1		
N2.HOG0000850	OG0000515	n0		NP_218126.1		WP_003948942.1		
N2.HOG0000851	OG0000516	n0		NP_215376.3		WP_003949998.1		
N2.HOG0000852	OG0000517	n0				WP_003947152.1		
N2.HOG0000853	OG0000518	n2		NP_217019.1				
N2.HOG0000854	OG0000518	n4		NP_218069.1		WP_003952129.1		
N2.HOG0000855	OG0000520	n0		NP_217668.1		WP_003948686.1, WP_003948730.1		
N2.HOG0000856	OG0000521	n0		NP_217664.1		WP_003948904.1, WP_015507701.1		
N2.HOG0000857	OG0000522	n0		NP_217662.1		WP_015507712.1, WP_003948736.1		
N2.HOG0000858	OG0000523	n0				WP_003947640.1		
N2.HOG0000859	OG0000524	n0		NP_215323.1		WP_008409757.1		
N2.HOG0000860	OG0000525	n0		NP_217051.1, NP_216605.1		WP_003947035.1		
N2.HOG0000861	OG0000526	n0		NP_216916.1				
N2.HOG0000862	OG0000527	n0		NP_215965.1		WP_003947452.1		
N2.HOG0000863	OG0000528	n0		NP_217913.1		WP_003948547.1		
N2.HOG0000864	OG0000529	n2		NP_217928.1		WP_003948566.1		
N2.HOG0000865	OG0000529	n3		NP_216359.1		WP_003947000.1		
N2.HOG0000866	OG0000530	n0				WP_003949327.1		
N2.HOG0000867	OG0000531	n0		YP_177873.1		WP_003947966.1		
N2.HOG0000868	OG0000532	n0		NP_217758.3		WP_008409138.1		
N2.HOG0000869	OG0000533	n0		YP_177734.1		WP_003948060.1, WP_003948059.1, WP_003948057.1		
N2.HOG0000870	OG0000534	n1		NP_217768.1				
N2.HOG0000871	OG0000534	n2		NP_217767.1				
N2.HOG0000872	OG0000535	n0		NP_215465.1				
N2.HOG0000873	OG0000536	n0		NP_216907.1		WP_003951633.1		
N2.HOG0000874	OG0000537	n0		NP_215539.1		WP_003950127.1, WP_031178891.1		
N2.HOG0000875	OG0000538	n2		NP_215143.1				
N2.HOG0000876	OG0000538	n5		NP_215767.1				
N2.HOG0000877	OG0000539	n2		NP_215809.1		WP_003950861.1		
N2.HOG0000878	OG0000539	n5				WP_003950382.1		
N2.HOG0000879	OG0000540	n1				WP_003951714.1		
N2.HOG0000880	OG0000541	n0		NP_216348.1		WP_003946920.1		
N2.HOG0000881	OG0000542	n0		NP_216727.1		WP_003950988.1		
N2.HOG0000882	OG0000543	n0				WP_003948152.1		
N2.HOG0000883	OG0000544	n0		NP_217936.1		WP_003948581.1, WP_003949153.1		
N2.HOG0000884	OG0000545	n4				WP_003948185.1		
N2.HOG0000885	OG0000545	n5		NP_217411.1		WP_003947177.1		
N2.HOG0000886	OG0000546	n0		NP_215691.1				
N2.HOG0000887	OG0000547	n0		NP_218135.1, NP_216452.1		WP_003950621.1, WP_015508265.1		
N2.HOG0000888	OG0000548	n0		NP_218127.1		WP_015507034.1, WP_018469980.1		
N2.HOG0000889	OG0000549	n0		NP_218376.1		WP_015508038.1		
N2.HOG0000890	OG0000550	n0		NP_215164.1		WP_003947621.1, WP_003951796.1, WP_003949944.1, WP_015506693.1		
N2.HOG0000891	OG0000551	n0		NP_217186.1		WP_003951599.1		
N2.HOG0000892	OG0000552	n1				WP_003947881.1		
N2.HOG0000893	OG0000552	n3				WP_008411895.1		
N2.HOG0000894	OG0000553	n0		NP_214943.1		WP_003946608.1, WP_003950761.1, WP_018894024.1		
N2.HOG0000895	OG0000554	n0		NP_217596.1				
N2.HOG0000896	OG0000555	n0		NP_217147.2		WP_003948821.1		
N2.HOG0000897	OG0000556	n0				WP_015508048.1		
N2.HOG0000898	OG0000557	n1		NP_216959.1		WP_003950942.1		
N2.HOG0000899	OG0000557	n5				WP_050777424.1		
N2.HOG0000900	OG0000558	n0		NP_217953.1		WP_008407263.1, WP_003948192.1		
N2.HOG0000901	OG0000559	n2				WP_003950661.1		
N2.HOG0000902	OG0000559	n3				WP_003951961.1, WP_003951979.1		
N2.HOG0000903	OG0000560	n0		NP_217415.1		WP_003951954.1, WP_003952224.1		
N2.HOG0000904	OG0000561	n0		YP_177674.1, NP_215954.1		WP_010637073.1		
N2.HOG0000905	OG0000562	n0		NP_214568.1		WP_003948114.1, WP_003949401.1		
N2.HOG0000906	OG0000563	n2		NP_214954.1		WP_003949957.1		
N2.HOG0000907	OG0000563	n3		NP_217934.1		WP_003948572.1		
N2.HOG0000908	OG0000564	n2		YP_177688.1		WP_003949403.1		
N2.HOG0000909	OG0000564	n3		NP_216571.1		WP_003946694.1		
N2.HOG0000910	OG0000565	n0				WP_003947197.1		
N2.HOG0000911	OG0000566	n0		NP_216513.1		WP_003949741.1		
N2.HOG0000912	OG0000568	n0		NP_218102.1		WP_003948876.1		
N2.HOG0000913	OG0000569	n0		NP_214624.1		WP_008415132.1, WP_003949348.1		
N2.HOG0000914	OG0000570	n0		NP_216726.1		WP_003947935.1, WP_003946516.1, WP_003951042.1		
N2.HOG0000915	OG0000571	n0		NP_214703.1		WP_003948865.1		
N2.HOG0000916	OG0000573	n0		NP_216570.1, NP_217281.1		WP_003949871.1		
N2.HOG0000917	OG0000574	n0		NP_216893.1		WP_033239020.1, WP_003949233.1, WP_008405005.1		
N2.HOG0000918	OG0000575	n0		NP_216182.1, NP_215278.1, NP_217575.1, NP_218202.1, NP_214841.1, NP_215082.1, NP_214650.1				
N2.HOG0000919	OG0000576	n0		NP_214747.1		WP_003950764.1		
N2.HOG0000920	OG0000577	n4		NP_218247.1		WP_003952019.1		
N2.HOG0000921	OG0000577	n5		NP_214783.1		WP_015507934.1		
N2.HOG0000922	OG0000578	n0		NP_218401.1, NP_216314.1, NP_214796.1, NP_218385.1		WP_003946980.1, WP_003946660.1, WP_003952283.1		
N2.HOG0000923	OG0000579	n1		NP_216568.1		WP_015507983.1, WP_003946972.1		
N2.HOG0000924	OG0000579	n4		NP_215066.1				
N2.HOG0000925	OG0000580	n0		NP_215436.1, NP_218345.1, NP_217402.1, NP_215119.2, NP_217495.1, NP_217308.1				
N2.HOG0000926	OG0000581	n4		NP_215207.1				
N2.HOG0000927	OG0000581	n5		NP_216197.1				
N2.HOG0000928	OG0000582	n1		NP_215412.1, NP_215948.1, NP_217513.1		WP_003951872.1		
N2.HOG0000929	OG0000582	n5		NP_218346.1				
N2.HOG0000930	OG0000583	n3				WP_015506791.1		
N2.HOG0000931	OG0000583	n4		NP_215421.1		WP_015506751.1		
N2.HOG0000932	OG0000584	n0		NP_216350.1, YP_177938.1, NP_215706.1, NP_216812.1, NP_216349.1		WP_008408958.1		
N2.HOG0000933	OG0000585	n0		NP_217871.1, NP_216206.1, NP_215807.1, NP_215787.1, NP_216320.1, NP_216326.1, NP_217583.1				
N2.HOG0000934	OG0000586	n0		NP_218080.1, NP_218081.1, NP_216449.1		WP_015508309.1		
N2.HOG0000935	OG0000587	n0		NP_218079.1, NP_216450.1, NP_218077.1		WP_003946574.1		
N2.HOG0000936	OG0000588	n0		NP_216865.1, NP_216866.1, NP_216867.1				
