HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N4.HOG0001855	OG0001319	n0				PA0913			
N4.HOG0001856	OG0001320	n0		b0444		PA0976			STM0455
N4.HOG0001857	OG0001321	n0		b2777		PA0975			STM2951
N4.HOG0001858	OG0001322	n0		b3723					
N4.HOG0001859	OG0001323	n0		b0784		PA3917			STM0805
N4.HOG0001860	OG0001324	n0		b0425		PA4397			STM0434
N4.HOG0001861	OG0001325	n0		b0081		PA4421			STM0119
N4.HOG0001862	OG0001327	n0		b2147		PA0439			STM2187
N4.HOG0001863	OG0001328	n0		b2517		PA3806			STM2525
N4.HOG0001864	OG0001329	n0				PA1670, PA0075			
N4.HOG0001865	OG0001330	n0		b1883		PA1459, PA0173			STM1917
N4.HOG0001866	OG0001331	n0		b1888, b1888		PA0178			STM1921
N4.HOG0001867	OG0001333	n0		b2674					STM2806
N4.HOG0001868	OG0001335	n0		b0965					STM1078
N4.HOG0001869	OG0001337	n0				PA2256, PA4091			STM1099
N4.HOG0001870	OG0001338	n0		b3822		PA3344			STM3958
N4.HOG0001871	OG0001339	n0		b1663		PA5294, PA1361			STM1425
N4.HOG0001872	OG0001340	n0		b3819		PA0485			STM3955
N4.HOG0001873	OG0001341	n0		b2221		PA1999			
N4.HOG0001874	OG0001343	n0		b1545, b1374					
N4.HOG0001875	OG0001344	n0		b0048		PA0350			STM0087
N4.HOG0001876	OG0001345	n0		b2827		PA0342			STM3001
N4.HOG0001877	OG0001346	n0		b2407					STM2422
N4.HOG0001878	OG0001347	n0		b1767		PA2253			STM1294
N4.HOG0001879	OG0001348	n0		b3974					STM4139
N4.HOG0001880	OG0001349	n0		b3255		PA0493, PA4847			STM3379
N4.HOG0001881	OG0001350	n0				PA4846, PA0245			
N4.HOG0001882	OG0001351	n0		b1308		PA2603			STM1686
N4.HOG0001883	OG0001352	n0		b2159					STM2203
N4.HOG0001884	OG0001353	n0		b4020		PA4822, PA5473			STM4189
N4.HOG0001885	OG0001354	n0		b0913		PA2984			STM0983
N4.HOG0001886	OG0001355	n0		b3180		PA4753			STM3298
N4.HOG0001887	OG0001356	n0		b2682		PA2039			STM4042
N4.HOG0001888	OG0001357	n0		b1798		PA4757			STM1270
N4.HOG0001889	OG0001358	n0		b2232		PA3171			STM2276
N4.HOG0001890	OG0001359	n0		b2081		PA5440			STM2136
N4.HOG0001891	OG0001360	n0		b2812		PA1164			STM2987
N4.HOG0001892	OG0001361	n0		b0406		PA3823			STM0405
N4.HOG0001893	OG0001362	n0		b3250		PA4480			STM3373
N4.HOG0001894	OG0001363	n0		b2972, b3335		PA4528			STM3442
N4.HOG0001895	OG0001364	n0				PA2801, PA5329, PA5185			
N4.HOG0001896	OG0001365	n0		b3812		PA5281			STM3950
N4.HOG0001897	OG0001366	n0		b1136		PA2623			STM1238
N4.HOG0001898	OG0001367	n0		b0185		PA3639			STM0232
N4.HOG0001899	OG0001368	n0		b2316		PA3112			STM2366
N4.HOG0001900	OG0001369	n0		b1324		PA2532			STM1682
N4.HOG0001901	OG0001370	n0		b1766		PA2973			STM1295
N4.HOG0001902	OG0001371	n0				PA3774			
N4.HOG0001903	OG0001372	n0		b1215		PA3636			STM1772
N4.HOG0001904	OG0001373	n0				PA1829			
N4.HOG0001905	OG0001374	n0		b0147		PA2861			STM0188
N4.HOG0001906	OG0001375	n0				PA0308, PA3301			
N4.HOG0001907	OG0001376	n0				PA2408			STM2862
N4.HOG0001908	OG0001377	n0		b3429		PA2165			STM3535
N4.HOG0001909	OG0001378	n0		b3430					STM3536
N4.HOG0001910	OG0001379	n0		b1770, b2707		PA5550			STM2837
N4.HOG0001911	OG0001380	n0		b0594		PA4228			STM0596
N4.HOG0001912	OG0001381	n0				PA3736			
N4.HOG0001913	OG0001382	n0		b1868		PA2157, PA3683			STM1903
N4.HOG0001914	OG0001383	n0		b1970		PA1518			STM1097
N4.HOG0001915	OG0001384	n0				PA3507			
N4.HOG0001916	OG0001385	n0		b1605		PA5170, PA1194			STM1477
N4.HOG0001917	OG0001386	n0		b1624		PA5149			STM1462
N4.HOG0001918	OG0001387	n0		b2047		PA2231			STM2082, STM2103
N4.HOG0001919	OG0001388	n0				PA4311, PA0842			
N4.HOG0001920	OG0001389	n0		b0981, b2060					STM2116
N4.HOG0001921	OG0001390	n0		b0780					STM0801
N4.HOG0001922	OG0001391	n0		b1923		PA1092			STM1959, STM2771
N4.HOG0001923	OG0001392	n0		b3848		PA0168			STM3985
N4.HOG0001924	OG0001393	n0		b3998					STM4168
N4.HOG0001925	OG0001394	n0				PA0799			
N4.HOG0001926	OG0001395	n0		b0511		PA0443, PA0476			STM0522
N4.HOG0001927	OG0001396	n0		b1448		PA4866			STM1590
N4.HOG0001928	OG0001397	n0				PA4868			
N4.HOG0001929	OG0001398	n0		b3925					STM4085
N4.HOG0001930	OG0001399	n0				PA5399			
N4.HOG0001931	OG0001400	n0		b2536		PA1682, PA2068			STM2554
N4.HOG0001932	OG0001401	n0		b3626, b3627					STM3717, STM3718
N4.HOG0001933	OG0001402	n0				PA2939			
N4.HOG0001934	OG0001403	n0				PA4078			
N4.HOG0001935	OG0001404	n0		b0427		PA4233			STM0436
N4.HOG0001936	OG0001405	n0		b0887					STM0957
N4.HOG0001937	OG0001406	n0		b1822		PA1161			STM1835
N4.HOG0001938	OG0001407	n0		b1732		PA2147			STM1318
N4.HOG0001939	OG0001408	n0		b4382					STM4568
N4.HOG0001940	OG0001409	n0		b4381					STM4567
N4.HOG0001941	OG0001410	n0		b4295, b1512					STM4073
N4.HOG0001942	OG0001411	n0							STM4431, STM4432
N4.HOG0001943	OG0001412	n0		b1791		PA1626			STM1278
N4.HOG0001944	OG0001413	n0		b2169					STM3784, STM3256, STM2206
N4.HOG0001945	OG0001414	n0		b4412, b0018, b1562, b4455, b4415					
N4.HOG0001946	OG0001415	n1		b0052		PA0593			STM0091
N4.HOG0001947	OG0001415	n3				PA2212			STM0163
N4.HOG0001948	OG0001416	n0		b0110		PA4522			STM0146
N4.HOG0001949	OG0001417	n0		b0128		PA2811			STM0173
N4.HOG0001950	OG0001418	n0		b0167		PA3658			STM0214
N4.HOG0001951	OG0001419	n0		b0238					STM0317
N4.HOG0001952	OG0001420	n0		b0424					STM0433
N4.HOG0001953	OG0001421	n0		b0535		PA3948, PA0034, PA3045			STM0549
N4.HOG0001954	OG0001422	n0		b0555, b1554					STM1028, STM2612, STM2715
N4.HOG0001955	OG0001423	n0		b0583		PA1165			STM0584
N4.HOG0001956	OG0001424	n0		b0604		PA2476			STM0607
N4.HOG0001957	OG0001425	n0		b0630		PA3997			STM0635
N4.HOG0001958	OG0001426	n0		b0655		PA5082, PA3858, PA1342			STM0665
N4.HOG0001959	OG0001427	n0		b0658		PA3983			STM0667
N4.HOG0001960	OG0001428	n0		b0698		PA1633			STM0706
N4.HOG0001961	OG0001429	n0		b0708		PA4660			STM0709
N4.HOG0001962	OG0001430	n0		b0717, b3047, b2336					STM3027, STM0197
N4.HOG0001963	OG0001431	n0		b0720		PA1580			STM0730
N4.HOG0001964	OG0001432	n0		b0721		PA1581			STM0732
N4.HOG0001965	OG0001433	n0		b0737		PA0693, PA0198, PA0969			STM0745
N4.HOG0001966	OG0001434	n0		b3005, b0738		PA0970			STM3158, STM0746
N4.HOG0001967	OG0001435	n0		b0751		PA1958			STM3911, STM0757
N4.HOG0001968	OG0001436	n0		b0777		PA0503			STM0796
N4.HOG0001969	OG0001437	n0		b0789		PA4339, PA2155			STM0812
N4.HOG0001970	OG0001438	n0		b0818					STM0836
N4.HOG0001971	OG0001439	n0		b0838		PA1655, PA1890, PA2813			STM0862
N4.HOG0001972	OG0001440	n0		b0868		PA4361			STM0932
N4.HOG0001973	OG0001441	n0		b0881		PA2621			STM0944
N4.HOG0001974	OG0001442	n1		b0900		PA1128			
N4.HOG0001975	OG0001442	n2		b1328		PA1738, PA2220			
N4.HOG0001976	OG0001443	n0		b0916		PA2844			STM0986
N4.HOG0001977	OG0001444	n0		b0917		PA2980			STM0987
N4.HOG0001978	OG0001445	n0		b0945		PA3050			STM1058
N4.HOG0001979	OG0001446	n0		b0973, b2994					STM1787, STM1538, STM3147
N4.HOG0001980	OG0001447	n0		b1057		PA3575, PA2936, PA0422			STM1158
N4.HOG0001981	OG0001448	n0		b1102		PA4221, PA4168, PA2398			STM1204
N4.HOG0001982	OG0001449	n0		b1118		PA2986, PA2988			STM1219
N4.HOG0001983	OG0001450	n0		b1373, b1546, b1156, b0563, b0561					
N4.HOG0001984	OG0001451	n1		b1168		PA3825			
N4.HOG0001985	OG0001451	n2		b2176		PA2818			STM2215
N4.HOG0001986	OG0001452	n0		b3519, b1197		PA2416			STM3603, STM1796
N4.HOG0001987	OG0001453	n0		b1266		PA3200			STM1721
N4.HOG0001988	OG0001454	n0		b1270		PA1272			STM1718
N4.HOG0001989	OG0001455	n0		b1299					
N4.HOG0001990	OG0001456	n0		b1327		PA3829, PA2218			
N4.HOG0001991	OG0001457	n0		b1339					
N4.HOG0001992	OG0001458	n0		b1344		PA1192			STM1654
N4.HOG0001993	OG0001459	n0		b1388					
N4.HOG0001994	OG0001460	n2							PSLT035
N4.HOG0001995	OG0001460	n3							STM2599
N4.HOG0001996	OG0001461	n0		b1447		PA3320, PA4815			STM3549, STM1591
N4.HOG0001997	OG0001462	n0		b1474, b3894		PA4812			STM1570, STM4037
N4.HOG0001998	OG0001463	n0		b3893, b1475		PA4811			STM4036, STM1569
N4.HOG0001999	OG0001464	n0		b1609		PA1158, PA1798			STM1471
N4.HOG0002000	OG0001465	n0		b1638		PA1049			STM1448
N4.HOG0002001	OG0001466	n0		b1681					STM1372
N4.HOG0002002	OG0001467	n0		b1688		PA2651, PA1625			STM1364
N4.HOG0002003	OG0001468	n0		b1809		PA1568, PA5083, PA5303			STM1822
N4.HOG0002004	OG0001469	n0		b1813		PA3754			STM1825
N4.HOG0002005	OG0001470	n0		b1845		PA1304			STM1879
N4.HOG0002006	OG0001471	n0		b1863		PA0965			STM1898
N4.HOG0002007	OG0001472	n0		b1897					STM1929
N4.HOG0002008	OG0001473	n0		b1905, b1902					STM1935, STM1932
N4.HOG0002009	OG0001474	n0		b1916		PA3477, PA1898, PA1430			STM1950
N4.HOG0002010	OG0001475	n0		b1919		PA3089a			STM1953
N4.HOG0002011	OG0001476	n0		b1991		PA1279			STM2016
N4.HOG0002012	OG0001477	n0		b1992		PA1281			STM2017
N4.HOG0002013	OG0001478	n0		b1993		PA1278			STM2018
N4.HOG0002014	OG0001479	n0		b2048		PA5322			STM2104
N4.HOG0002015	OG0001480	n0		b2053		PA5453			STM2109
N4.HOG0002016	OG0001481	n0		b2067		PA4959, PA0861, PA1181			STM2123
N4.HOG0002017	OG0001482	n0		b2177		PA2058, PA1810, PA1811			STM2216
N4.HOG0002018	OG0001483	n0		b4075, b2194		PA1482			STM3812, STM2247
N4.HOG0002019	OG0001484	n0		b2217		PA2899, PA4080, PA3714			STM2270
N4.HOG0002020	OG0001485	n0		b2251					STM2295
N4.HOG0002021	OG0001486	n0		b2279		PA2646			STM2319
N4.HOG0002022	OG0001487	n0		b2280		PA2645			STM2320
N4.HOG0002023	OG0001488	n0		b2283		PA2642			STM2323
N4.HOG0002024	OG0001489	n0		b2284		PA2641			STM2324
N4.HOG0002025	OG0001490	n0		b2285		PA2640			STM2325
N4.HOG0002026	OG0001491	n0		b2307		PA5155, PA0890, PA2925			STM2352
N4.HOG0002027	OG0001492	n0		b2308		PA2924, PA5154, PA0889			STM2353
N4.HOG0002028	OG0001493	n0		b2327		PA1824			STM2382
N4.HOG0002029	OG0001494	n0		b2340		PA1616			STM2387
N4.HOG0002030	OG0001495	n0		b2342		PA4785			STM2389
N4.HOG0002031	OG0001496	n0		b2344		PA4589, PA1764, PA1288			STM2391
N4.HOG0002032	OG0001497	n0		b2431		PA2765			STM2446
N4.HOG0002033	OG0001498	n0		b2494		PA5047, PA1005			STM2494
N4.HOG0002034	OG0001499	n0		b2501		PA5242			STM2501
N4.HOG0002035	OG0001500	n0		b2578		PA2306, PA4145a, PA2916			STM2645
N4.HOG0002036	OG0001501	n0		b2587		PA5530, PA0229			STM2654
N4.HOG0002037	OG0001502	n0		b2622					STM2763, STM2740, STM4488, STM2636
N4.HOG0002038	OG0001503	n0		b2660		PA5145, PA1489			STM2790
N4.HOG0002039	OG0001504	n0		b3197, b2708		PA4457			STM3315, STM2838
N4.HOG0002040	OG0001505	n0		b2751		PA4442			STM2934
N4.HOG0002041	OG0001506	n0		b2752		PA4443			STM2935
N4.HOG0002042	OG0001507	n0		b2898		PA0759			STM3048
N4.HOG0002043	OG0001508	n0		b2916		PA4363			STM3064
N4.HOG0002044	OG0001509	n0		b2918					
N4.HOG0002045	OG0001510	n0		b2934, b4195					STM2344, STM4385
N4.HOG0002046	OG0001511	n0		b2948		PA0405			STM3096
N4.HOG0002047	OG0001512	n0		b2977		PA1503, PA1329, PA5352			
N4.HOG0002048	OG0001513	n0		b3010		PA1380, PA2047, PA2276			STM3163
N4.HOG0002049	OG0001514	n0		b4186, b3038					STM4376, STM3188
N4.HOG0002050	OG0001515	n0		b3039		PA2839			STM3189
N4.HOG0002051	OG0001516	n0		b3053		PA5014			STM3201
N4.HOG0002052	OG0001517	n0		b3056		PA0584			STM3204
N4.HOG0002053	OG0001518	n0		b3148		PA4424			STM3265
N4.HOG0002054	OG0001519	n0		b3195		PA4456			STM3313
N4.HOG0002055	OG0001520	n0		b3247		PA4477			STM3370
N4.HOG0002056	OG0001521	n0		b3336		PA3531			STM3443
N4.HOG0002057	OG0001522	n0		b3405		PA3192, PA4101, PA5200			STM3502
N4.HOG0002058	OG0001523	n0		b3416		PA2163			STM3513
N4.HOG0002059	OG0001524	n0		b3439		PA1210			STM3544
N4.HOG0002060	OG0001525	n0		b3455		PA4910, PA1071			STM3561
N4.HOG0002061	OG0001526	n0		b3456		PA4911, PA1072			STM3562
N4.HOG0002062	OG0001527	n0		b3457		PA4912, PA1073			STM3563
N4.HOG0002063	OG0001528	n0		b3547					STM2574
N4.HOG0002064	OG0001529	n0		b4197, b3582					STM4387, STM3676
N4.HOG0002065	OG0001530	n0		b3640		PA5321			STM3731
N4.HOG0002066	OG0001531	n0		b3656					STM3749, STM0041
N4.HOG0002067	OG0001532	n0		b3676					STM3805
N4.HOG0002068	OG0001533	n0		b3765		PA5290			STM3899
N4.HOG0002069	OG0001534	n0		b3844		PA4331, PA5236			STM3979
N4.HOG0002070	OG0001535	n0		b3860		PA5489			PSLT011, STM3193, STM3997
N4.HOG0002071	OG0001536	n0		b4040		PA5358			STM4234
N4.HOG0002072	OG0001537	n0		b4041		PA3673			STM4235
N4.HOG0002073	OG0001538	n0		b4068		PA3235			STM4274
N4.HOG0002074	OG0001539	n0		b4115, b4132		PA1819			STM4294, STM2558
N4.HOG0002075	OG0001540	n1		b4136		PA2478			STM4323
N4.HOG0002076	OG0001540	n3				PA4845			STM1114
N4.HOG0002077	OG0001541	n0		b4162		PA4951			STM4350
N4.HOG0002078	OG0001542	n0		b4248		PA4173			STM1549
N4.HOG0002079	OG0001543	n0		b4263		PA4308			
N4.HOG0002080	OG0001544	n0		b4291		PA3901, PA4897, PA1302, PA3268			
N4.HOG0002081	OG0001545	n1				PA0815			STM0764
N4.HOG0002082	OG0001545	n2		b4327		PA5428			STM4511
N4.HOG0002083	OG0001546	n0		b4349		PA2735			STM4525
N4.HOG0002084	OG0001547	n0		b4512, b4353		PA4605			STM0601, STM4531
N4.HOG0002085	OG0001548	n0		b4388		PA4960			STM4578
N4.HOG0002086	OG0001549	n0		b3088		PA2549			STM3224
N4.HOG0002087	OG0001550	n0		b3824		PA3665, PA5249			STM3960
N4.HOG0002088	OG0001551	n0		b3838		PA5069			STM3974
N4.HOG0002089	OG0001552	n0		b3996		PA1823			STM4166
N4.HOG0002090	OG0001553	n0				PA2086, PA2934			STM0332
N4.HOG0002091	OG0001564	n0				PA4338			
N4.HOG0002092	OG0001571	n0				PA5171			STM4467
N4.HOG0002093	OG0001575	n0				PA2715, PA3621			
N4.HOG0002094	OG0001578	n0				PA2243			STM0691
N4.HOG0002095	OG0001579	n0							STM0018
N4.HOG0002096	OG0001580	n0				PA2905			STM2033
N4.HOG0002097	OG0001581	n0				PA2948			STM2029
N4.HOG0002098	OG0001583	n0				PA1275			STM2034
N4.HOG0002099	OG0001584	n0				PA1047			
N4.HOG0002100	OG0001585	n0							STM3119
N4.HOG0002101	OG0001587	n0				PA1273			STM2035
N4.HOG0002102	OG0001588	n0				PA3973			
N4.HOG0002103	OG0001590	n0				PA5457, PA5459			
N4.HOG0002104	OG0001591	n0				PA2097, PA1538			
N4.HOG0002105	OG0001592	n1				PA0421			
N4.HOG0002106	OG0001592	n3				PA4657			
N4.HOG0002107	OG0001595	n0				PA1277			STM2019
N4.HOG0002108	OG0001596	n0				PA2164			STM1560
N4.HOG0002109	OG0001597	n0				PA2162			STM1559
N4.HOG0002110	OG0001598	n0				PA4624, PA0692, PA4540, PA0040, PA2463			
N4.HOG0002111	OG0001599	n0				PA0515, PA0513, PA0514, PA0512			
N4.HOG0002112	OG0001600	n0				PA3412, PA0874, PA1233, PA2118a, PA3229			
N4.HOG0002113	OG0001601	n0				PA4989, PA2758, PA1003, PA2879			STM3020
N4.HOG0002114	OG0001602	n0				PA1877, PA4142, PA3405, PA1247			STM2692
N4.HOG0002115	OG0001603	n0				PA1396, PA1976, PA1992, PA3271, PA4725			
N4.HOG0002116	OG0001604	n0				PA2266, PA2481, PA4571, PA1600, PA4619			
N4.HOG0002117	OG0001605	n0				PA2057, PA2590, PA2089, PA4035, PA2070			
N4.HOG0002118	OG0001606	n0				PA2269			
N4.HOG0002119	OG0001607	n0				PA4206, PA4374, PA3523, PA2493			STM0352
N4.HOG0002120	OG0001608	n0				PA2722, PA4177, PA2706, PA5465			STM1573
N4.HOG0002121	OG0001609	n0				PA5467, PA5212, PA5462, PA5463, PA5461			
N4.HOG0002122	OG0001618	n0							PSLT051, STM3766, STM4518, STM3508, STM0479
N4.HOG0002123	OG0001621	n0		b3155		PA3854			STM3271
N4.HOG0002124	OG0001623	n0				PA1782			
N4.HOG0002125	OG0001624	n0				PA4279			
N4.HOG0002126	OG0001625	n0		b3401		PA5193			STM3498
N4.HOG0002127	OG0001627	n0		b2428					STM2571
N4.HOG0002128	OG0001629	n0		b2240		PA5235			STM2283
N4.HOG0002129	OG0001630	n0		b4160		PA4957			STM4348
N4.HOG0002130	OG0001631	n0		b1055		PA0858			STM1156
N4.HOG0002131	OG0001632	n0		b0261					
N4.HOG0002132	OG0001633	n0				PA0475			
N4.HOG0002133	OG0001635	n0		b2427					STM2756
N4.HOG0002134	OG0001636	n0		b1841					STM1875
N4.HOG0002135	OG0001637	n0							STM4448
N4.HOG0002136	OG0001638	n0		b1763					STM1298
N4.HOG0002137	OG0001639	n0		b1134		PA2625			STM1235
N4.HOG0002138	OG0001641	n0				PA1848			
N4.HOG0002139	OG0001642	n0		b1696					STM4423, STM1355
N4.HOG0002140	OG0001644	n0				PA1241			
N4.HOG0002141	OG0001645	n0		b0383		PA3296			
N4.HOG0002142	OG0001646	n0		b1304					STM1690
N4.HOG0002143	OG0001649	n0		b4119					STM4298
N4.HOG0002144	OG0001650	n0							STM2087
N4.HOG0002145	OG0001651	n0				PA0754			STM2786
N4.HOG0002146	OG0001652	n0		b3293					STM3413
N4.HOG0002147	OG0001653	n0		b4213					STM4403
N4.HOG0002148	OG0001654	n0				PA4150			
N4.HOG0002149	OG0001655	n0				PA4151			
N4.HOG0002150	OG0001656	n0		b3683, b3682					
N4.HOG0002151	OG0001657	n0		b1765		PA3208			STM1296
N4.HOG0002152	OG0001658	n0				PA4236			
N4.HOG0002153	OG0001659	n0		b4166		PA4950			STM4355
N4.HOG0002154	OG0001660	n0		b1783		PA0588			STM1285
N4.HOG0002155	OG0001661	n0		b1784		PA0587			STM1284
N4.HOG0002156	OG0001662	n0		b1729					STM1368, STM1320
N4.HOG0002157	OG0001664	n0		b1188		PA0586			STM1804
N4.HOG0002158	OG0001665	n0		b1330					STM1663
N4.HOG0002159	OG0001667	n0		b0907		PA3167			STM0977
N4.HOG0002160	OG0001668	n0		b4077		PA5479			STM4283
N4.HOG0002161	OG0001669	n0		b3253		PA1833			STM3376
N4.HOG0002162	OG0001671	n0		b0715		PA0751			STM0729
N4.HOG0002163	OG0001672	n0		b1985					STM2013
N4.HOG0002164	OG0001674	n0				PA4402			
N4.HOG0002165	OG0001675	n0				PA0146			
N4.HOG0002166	OG0001676	n0		b2471		PA3664			STM2482
N4.HOG0002167	OG0001677	n0		b2963					STM3112
N4.HOG0002168	OG0001678	n0		b0962		PA1405			STM1075
N4.HOG0002169	OG0001679	n0		b0491					STM0503
N4.HOG0002170	OG0001683	n0				PA1195			
N4.HOG0002171	OG0001684	n0				PA2850			
N4.HOG0002172	OG0001685	n0				PA2658, PA2659			
N4.HOG0002173	OG0001686	n0				PA2150			
N4.HOG0002174	OG0001687	n0				PA3169			
N4.HOG0002175	OG0001688	n0		b2765		PA2666			STM2949
N4.HOG0002176	OG0001689	n0		b2794		PA2806			STM2968
N4.HOG0002177	OG0001690	n0				PA1139			
N4.HOG0002178	OG0001691	n0		b0684					STM0694
N4.HOG0002179	OG0001692	n0		b4222					STM4411
N4.HOG0002180	OG0001694	n0				PA3919			
N4.HOG0002181	OG0001695	n0				PA0112			
N4.HOG0002182	OG0001698	n0		b0094		PA4408			STM0132
N4.HOG0002183	OG0001700	n0		b2952		PA0392			STM3101
N4.HOG0002184	OG0001701	n0				PA0403			
N4.HOG0002185	OG0001702	n0		b1281		PA2876			STM1707
N4.HOG0002186	OG0001703	n0		b3644		PA5335			STM3735
N4.HOG0002187	OG0001704	n0		b1090		PA2969			STM1192
N4.HOG0002188	OG0001705	n0				PA1527			
N4.HOG0002189	OG0001706	n0		b3931		PA5054			STM4091
N4.HOG0002190	OG0001707	n0		b1073		PA1077			STM1174
N4.HOG0002191	OG0001708	n0		b1074		PA1078			STM1175
N4.HOG0002192	OG0001709	n0		b1937		PA1100			STM1968
N4.HOG0002193	OG0001710	n0		b1938		PA1101			STM1969
N4.HOG0002194	OG0001711	n0		b1939		PA1102			STM1970
N4.HOG0002195	OG0001712	n0		b1075		PA1079			STM1176
N4.HOG0002196	OG0001713	n0		b1078		PA1082			STM1179
N4.HOG0002197	OG0001714	n0		b1945		PA1443			STM1976
N4.HOG0002198	OG0001715	n0		b1948		PA1446			STM1979
N4.HOG0002199	OG0001716	n0		b1949		PA1447			STM1980
N4.HOG0002200	OG0001717	n0		b1950		PA1448			STM1981
N4.HOG0002201	OG0001718	n0		b2101		PA3757			STM2145
N4.HOG0002202	OG0001719	n0		b2733		PA3620			STM2909
N4.HOG0002203	OG0001720	n0		b4170		PA4946			STM4359
N4.HOG0002204	OG0001721	n0		b4172		PA4944			STM4361
N4.HOG0002205	OG0001722	n0		b3565					STM3661
N4.HOG0002206	OG0001723	n0				PA1129, PA2546, PA0817			
N4.HOG0002207	OG0001725	n0		b3059		PA0581			STM3207
N4.HOG0002208	OG0001726	n0				PA5403, PA2785			
N4.HOG0002209	OG0001727	n0		b3074		PA3221			
N4.HOG0002210	OG0001729	n0				PA3264			STM4195
N4.HOG0002211	OG0001730	n0		b4384					STM4570
N4.HOG0002212	OG0001731	n0		b3471		PA0013			STM3579
N4.HOG0002213	OG0001732	n0		b0214		PA1815			STM0263
N4.HOG0002214	OG0001734	n0		b3909					STM0651, STM0161
N4.HOG0002215	OG0001735	n0		b0948		PA3048			STM1061
N4.HOG0002216	OG0001736	n0		b2417					STM2433
N4.HOG0002217	OG0001737	n0		b0930					STM1000
N4.HOG0002218	OG0001738	n0		b0143		PA4727			STM0184
N4.HOG0002219	OG0001739	n0		b0364					
N4.HOG0002220	OG0001740	n0				PA3197			
N4.HOG0002221	OG0001741	n0				PA3198			
N4.HOG0002222	OG0001742	n0		b2366		PA3357			STM3802
N4.HOG0002223	OG0001745	n0		b0059		PA3308			STM0096
N4.HOG0002224	OG0001746	n0		b0387		PA5247			STM0387
N4.HOG0002225	OG0001747	n0		b1703		PA1769			STM1348
N4.HOG0002226	OG0001748	n0		b3559		PA0008			STM3655
N4.HOG0002227	OG0001749	n0		b3560		PA0009			STM3656
N4.HOG0002228	OG0001750	n0		b4042		PA3603			STM4236
N4.HOG0002229	OG0001751	n0				PA0578			
N4.HOG0002230	OG0001752	n0		b3065		PA0579			STM3209
N4.HOG0002231	OG0001753	n0				PA2024			
N4.HOG0002232	OG0001754	n0		b4030		PA3403			STM4226
N4.HOG0002233	OG0001755	n0		b2152					STM2192
N4.HOG0002234	OG0001756	n0				PA4202			
N4.HOG0002235	OG0001757	n0		b0769		PA0793			
N4.HOG0002236	OG0001759	n0							STM4534, STM0571, STM3773
N4.HOG0002237	OG0001760	n0		b2492, b0904					STM0974
N4.HOG0002238	OG0001761	n0		b0159					STM0207
N4.HOG0002239	OG0001762	n0				PA4194, PA2203			
N4.HOG0002240	OG0001763	n0		b2892		PA3725			STM3042
N4.HOG0002241	OG0001764	n0		b0407		PA3822			STM0406
N4.HOG0002242	OG0001765	n0		b1175		PA3244			STM1815
N4.HOG0002243	OG0001766	n0		b1176		PA3243			STM1814
N4.HOG0002244	OG0001767	n0		b3638		PA5319			STM3729
N4.HOG0002245	OG0001768	n0		b3865		PA5492			STM4001
N4.HOG0002246	OG0001770	n0		b2910		PA5227			STM3060
N4.HOG0002247	OG0001771	n0		b4467		PA5353			
N4.HOG0002248	OG0001773	n0		b0063					STM0103
N4.HOG0002249	OG0001774	n0		b0062					STM0102
N4.HOG0002250	OG0001775	n0				PA4773			
N4.HOG0002251	OG0001776	n0				PA2555			
N4.HOG0002252	OG0001777	n0		b1832		PA2822			STM1847
N4.HOG0002253	OG0001778	n0		b2183		PA0733			STM2222
N4.HOG0002254	OG0001779	n0		b3492		PA0559			STM3588
N4.HOG0002255	OG0001780	n0				PA3158			STM4425
N4.HOG0002256	OG0001781	n0				PA3190			
N4.HOG0002257	OG0001782	n0		b3211					STM3329
N4.HOG0002258	OG0001783	n0		b3403		PA5192			STM3500
N4.HOG0002259	OG0001784	n0		b2264					STM2309
N4.HOG0002260	OG0001787	n0		b1081		PA1085			STM1182
N4.HOG0002261	OG0001788	n0		b3087					STM3223
N4.HOG0002262	OG0001789	n0		b1250					
N4.HOG0002263	OG0001790	n0		b3011					STM3164
N4.HOG0002264	OG0001791	n0				PA0758, PA0356, PA5346			
N4.HOG0002265	OG0001793	n0				PA2689			STM2776
N4.HOG0002266	OG0001794	n0		b3414		PA1847			STM3511
N4.HOG0002267	OG0001796	n0		b3374					STM3600
N4.HOG0002268	OG0001797	n0		b3371					STM3601, STM0572
N4.HOG0002269	OG0001798	n0				PA1379, PA1330			
N4.HOG0002270	OG0001800	n0		b0484		PA3574a			
N4.HOG0002271	OG0001801	n0		b4179		PA4937			STM4368
N4.HOG0002272	OG0001802	n0		b3612		PA5131			STM3704
N4.HOG0002273	OG0001803	n0		b0307					
N4.HOG0002274	OG0001804	n0		b3202		PA4462			STM3320
N4.HOG0002275	OG0001805	n0		b1316					
N4.HOG0002276	OG0001806	n0				PA4600, PA4596			
N4.HOG0002277	OG0001807	n0		b1925		PA1095			STM1961
N4.HOG0002278	OG0001808	n0		b1924		PA1094			STM1960
N4.HOG0002279	OG0001809	n0		b2696		PA0905			STM2826
N4.HOG0002280	OG0001810	n0		b1083		PA1087			STM1184
N4.HOG0002281	OG0001811	n0		b1082		PA1086			STM1183
N4.HOG0002282	OG0001812	n0		b3786		PA3148			STM3920
N4.HOG0002283	OG0001813	n0		b3748					STM3881
N4.HOG0002284	OG0001814	n0		b1462		PA1644			
