HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N3.HOG0000658	OG0000286	n2			Rv0067c			XNR_RS21770, XNR_RS13920, XNR_RS10660, XNR_RS21740, XNR_RS06950, XNR_RS26015, XNR_RS19890	
N3.HOG0000659	OG0000286	n9			Rv0232			XNR_RS09700	
N3.HOG0000660	OG0000287	n0			Rv1702c, Rv1128c, Rv3466, Rv1588c, Rv0095c, Rv3126c, Rv1587c, Rv3467, Rv0094c, Rv1945, Rv1148c				
N3.HOG0000661	OG0000288	n0			Rv3362c			XNR_RS06310, XNR_RS06330, XNR_RS07455, XNR_RS01235, XNR_RS26985, XNR_RS00895, XNR_RS25785, XNR_RS11360, XNR_RS11625, XNR_RS03995	
N3.HOG0000662	OG0000289	n0			Rv3365c			XNR_RS29140, XNR_RS06315, XNR_RS06295, XNR_RS07470, XNR_RS26970, XNR_RS01250, XNR_RS11345, XNR_RS25770, XNR_RS04010, XNR_RS11640	
N3.HOG0000663	OG0000291	n1			Rv0828c			XNR_RS28480	
N3.HOG0000664	OG0000291	n4			Rv3752c			XNR_RS14295	
N3.HOG0000665	OG0000292	n0			Rv1008			XNR_RS10360	
N3.HOG0000666	OG0000293	n0						XNR_RS13395	
N3.HOG0000667	OG0000294	n0			Rv0120c, Rv0684			XNR_RS02985, XNR_RS18435	
N3.HOG0000668	OG0000295	n1						XNR_RS11840	
N3.HOG0000669	OG0000296	n3			Rv1316c			XNR_RS02330	
N3.HOG0000670	OG0000296	n6						XNR_RS03315	
N3.HOG0000671	OG0000298	n1			Rv2210c			XNR_RS06465	
N3.HOG0000672	OG0000298	n4						XNR_RS26320, XNR_RS21980	
N3.HOG0000673	OG0000299	n1						XNR_RS28460	
N3.HOG0000674	OG0000299	n4			Rv2059			XNR_RS21880	
N3.HOG0000675	OG0000301	n0			Rv2054, Rv2765			XNR_RS12305	
N3.HOG0000676	OG0000302	n0			Rv0924c			XNR_RS20245	
N3.HOG0000677	OG0000303	n7			Rv1337			XNR_RS23480	
N3.HOG0000678	OG0000303	n8			Rv0110			XNR_RS15025	
N3.HOG0000679	OG0000304	n0			Rv3423c			XNR_RS18750	
N3.HOG0000680	OG0000305	n4			Rv2659c			XNR_RS12655, XNR_RS13360, XNR_RS10810	
N3.HOG0000681	OG0000306	n3			Rv2017				
N3.HOG0000682	OG0000306	n7			Rv2515c				
N3.HOG0000683	OG0000307	n2			Rv3486				
N3.HOG0000684	OG0000307	n7			Rv3005c				
N3.HOG0000685	OG0000308	n0			Rv2958c, Rv2962c, Rv2739c			XNR_RS21760, XNR_RS02910, XNR_RS02960	
N3.HOG0000686	OG0000309	n2						XNR_RS19855	
N3.HOG0000687	OG0000309	n6						XNR_RS10495	
N3.HOG0000688	OG0000310	n0						XNR_RS03230, XNR_RS11495	
N3.HOG0000689	OG0000311	n0			Rv0777			XNR_RS27530	
N3.HOG0000690	OG0000312	n2			Rv0575c, Rv1260			XNR_RS27270	
N3.HOG0000691	OG0000312	n6						XNR_RS02950	
N3.HOG0000692	OG0000313	n7						XNR_RS01120	
N3.HOG0000693	OG0000313	n8						XNR_RS02090	
N3.HOG0000694	OG0000314	n0						XNR_RS09065, XNR_RS18140, XNR_RS13825, XNR_RS21165, XNR_RS18145	
N3.HOG0000695	OG0000315	n0						XNR_RS00810	
N3.HOG0000696	OG0000316	n0			Rv0791c			XNR_RS00815	
N3.HOG0000697	OG0000318	n0			Rv1151c			XNR_RS13070, XNR_RS02295	
N3.HOG0000698	OG0000320	n3						XNR_RS10145	
N3.HOG0000699	OG0000320	n5			Rv3390, Rv2419c			XNR_RS21595	
N3.HOG0000700	OG0000321	n1			Rv2201				
N3.HOG0000701	OG0000322	n0			Rv1656			XNR_RS04025	
N3.HOG0000702	OG0000323	n3			Rv0413			XNR_RS07970	
N3.HOG0000703	OG0000323	n5			Rv3908			XNR_RS11070	
N3.HOG0000704	OG0000323	n6						XNR_RS10855, XNR_RS18950, XNR_RS00265	
N3.HOG0000705	OG0000324	n0			Rv0438c, Rv0994			XNR_RS10565	
N3.HOG0000706	OG0000325	n0			Rv3323c, Rv3119, Rv0866			XNR_RS00585, XNR_RS07955	
N3.HOG0000707	OG0000326	n3			Rv2029c			XNR_RS00135	
N3.HOG0000708	OG0000326	n6						XNR_RS11965	
N3.HOG0000709	OG0000327	n0			Rv2243			XNR_RS22355	
N3.HOG0000710	OG0000328	n4			Rv0033, Rv1344				
N3.HOG0000711	OG0000328	n6			Rv2244				
N3.HOG0000712	OG0000329	n0			Rv3708c			XNR_RS13670, XNR_RS21310	
N3.HOG0000713	OG0000330	n0			Rv0032, Rv1569			XNR_RS27585	
N3.HOG0000714	OG0000331	n0			Rv0729			XNR_RS22150, XNR_RS00955	
N3.HOG0000715	OG0000332	n5			Rv3370c			XNR_RS25215	
N3.HOG0000716	OG0000332	n7			Rv1547			XNR_RS23845	
N3.HOG0000717	OG0000333	n0			Rv0009			XNR_RS13080, XNR_RS15020	
N3.HOG0000718	OG0000334	n6			Rv3796				
N3.HOG0000719	OG0000334	n7			Rv2407				
N3.HOG0000720	OG0000335	n3			Rv3394c			XNR_RS25220	
N3.HOG0000721	OG0000335	n4			Rv3056, Rv1537			XNR_RS27095	
N3.HOG0000722	OG0000336	n0			Rv0934, Rv0932c, Rv0928			XNR_RS16125	
N3.HOG0000723	OG0000338	n2						XNR_RS11470, XNR_RS02830	
N3.HOG0000724	OG0000338	n5						XNR_RS13955	
N3.HOG0000725	OG0000338	n6						XNR_RS11705	
N3.HOG0000726	OG0000339	n1						XNR_RS28665, XNR_RS15305	
N3.HOG0000727	OG0000339	n8						XNR_RS05430	
N3.HOG0000728	OG0000340	n0			Rv2583c			XNR_RS05305, XNR_RS26470	
N3.HOG0000729	OG0000341	n4			Rv1692			XNR_RS24945	
N3.HOG0000730	OG0000341	n5			Rv1225c			XNR_RS08675	
N3.HOG0000731	OG0000342	n3						XNR_RS06855, XNR_RS23030	
N3.HOG0000732	OG0000342	n7			Rv1564c			XNR_RS03605	
N3.HOG0000733	OG0000343	n0						XNR_RS22010, XNR_RS19585, XNR_RS13905, XNR_RS12540, XNR_RS16790	
N3.HOG0000734	OG0000344	n3						XNR_RS08380, XNR_RS13650	
N3.HOG0000735	OG0000344	n6						XNR_RS13245, XNR_RS04250	
N3.HOG0000736	OG0000345	n3			Rv1623c			XNR_RS14565	
N3.HOG0000737	OG0000346	n1			Rv0322			XNR_RS09680	
N3.HOG0000738	OG0000347	n3			Rv1858				
N3.HOG0000739	OG0000347	n5			Rv2399c				
N3.HOG0000740	OG0000348	n0			Rv3758c			XNR_RS08950, XNR_RS17050, XNR_RS28810	
N3.HOG0000741	OG0000349	n5			Rv0869c			XNR_RS24760	
N3.HOG0000742	OG0000349	n6			Rv3109			XNR_RS00595	
N3.HOG0000743	OG0000350	n0			Rv0070c, Rv1093			XNR_RS06735	
N3.HOG0000744	OG0000351	n0						XNR_RS05185, XNR_RS05420, XNR_RS17330, XNR_RS05425, XNR_RS28020, XNR_RS19095, XNR_RS14675	
N3.HOG0000745	OG0000352	n0			Rv2282c			XNR_RS25850	
N3.HOG0000746	OG0000353	n5						XNR_RS26475	
N3.HOG0000747	OG0000353	n6			Rv1049			XNR_RS15430	
N3.HOG0000748	OG0000353	n8						XNR_RS03580, XNR_RS07480	
N3.HOG0000749	OG0000354	n3						XNR_RS10485	
N3.HOG0000750	OG0000354	n4			Rv0427c			XNR_RS02490	
N3.HOG0000751	OG0000356	n0						XNR_RS05835	
N3.HOG0000752	OG0000357	n1						XNR_RS07505	
N3.HOG0000753	OG0000357	n2			Rv0158			XNR_RS22320	
N3.HOG0000754	OG0000358	n0			Rv1861			XNR_RS13975, XNR_RS24790, XNR_RS19025, XNR_RS18270	
N3.HOG0000755	OG0000360	n0			Rv3357, Rv2865, Rv1247c, Rv0268c, Rv3181c, Rv1228a			XNR_RS09920, XNR_RS27615	
N3.HOG0000756	OG0000361	n0			Rv0890c, Rv1358, Rv2488c, Rv0386, Rv1359, Rv0891c, Rv0894, Rv2490a, Rv1120c, Rv1900c				
N3.HOG0000757	OG0000362	n0			Rv1320c, Rv1319c, Rv1318c, Rv3645, Rv1647, Rv2212, Rv2435c, Rv1625c			XNR_RS29280	
N3.HOG0000758	OG0000363	n1			Rv3521				
N3.HOG0000759	OG0000363	n3			Rv1628c				
N3.HOG0000760	OG0000364	n0			Rv3363c			XNR_RS25780, XNR_RS11355, XNR_RS04000, XNR_RS11630, XNR_RS01240, XNR_RS26980, XNR_RS07460, XNR_RS06305, XNR_RS06325	
N3.HOG0000761	OG0000365	n0						XNR_RS10390, XNR_RS20600, XNR_RS13300, XNR_RS26665, XNR_RS13795, XNR_RS18125, XNR_RS31105, XNR_RS23225, XNR_RS13935, XNR_RS11205	
N3.HOG0000762	OG0000366	n0			Rv3247c			XNR_RS13380	
N3.HOG0000763	OG0000367	n1			Rv1096			XNR_RS07490	
N3.HOG0000764	OG0000367	n5						XNR_RS28040	
N3.HOG0000765	OG0000367	n6						XNR_RS03715	
N3.HOG0000766	OG0000368	n2						XNR_RS14190	
N3.HOG0000767	OG0000368	n6						XNR_RS17580	
N3.HOG0000768	OG0000369	n0						XNR_RS11830	
N3.HOG0000769	OG0000370	n0			Rv3436c			XNR_RS18660, XNR_RS20705	
N3.HOG0000770	OG0000371	n5			Rv1681			XNR_RS01300	
N3.HOG0000771	OG0000371	n7			Rv0693				
N3.HOG0000772	OG0000372	n3						XNR_RS05100	
N3.HOG0000773	OG0000372	n7						XNR_RS28255	
N3.HOG0000774	OG0000373	n1						XNR_RS17670	
N3.HOG0000775	OG0000374	n0						XNR_RS19315, XNR_RS13060	
N3.HOG0000776	OG0000375	n2			Rv2995c			XNR_RS06470	
N3.HOG0000777	OG0000377	n0			Rv2981c			XNR_RS06190	
N3.HOG0000778	OG0000378	n0			Rv3324c, Rv3111, Rv0864			XNR_RS10560	
N3.HOG0000779	OG0000379	n0			Rv0846c			XNR_RS22920	
N3.HOG0000780	OG0000380	n0			Rv2689c			XNR_RS04915	
N3.HOG0000781	OG0000382	n0			Rv3376			XNR_RS06275, XNR_RS00490	
N3.HOG0000782	OG0000383	n0			Rv1239c			XNR_RS25575, XNR_RS08165	
N3.HOG0000783	OG0000384	n2			Rv3670			XNR_RS13495	
N3.HOG0000784	OG0000384	n4			Rv1124			XNR_RS08135	
N3.HOG0000785	OG0000384	n6			Rv3617, Rv1938			XNR_RS13625	
N3.HOG0000786	OG0000385	n2			Rv3329			XNR_RS05895	
N3.HOG0000787	OG0000385	n7						XNR_RS13715	
N3.HOG0000788	OG0000386	n0			Rv2434c				
N3.HOG0000789	OG0000387	n1			Rv3070			XNR_RS12330	
N3.HOG0000790	OG0000387	n3			Rv3069			XNR_RS12335	
N3.HOG0000791	OG0000388	n2			Rv1277			XNR_RS27445	
N3.HOG0000792	OG0000389	n0			Rv1751			XNR_RS16655, XNR_RS02900, XNR_RS21975, XNR_RS05380	
N3.HOG0000793	OG0000390	n0			Rv2392			XNR_RS03510	
N3.HOG0000794	OG0000391	n0			Rv1655			XNR_RS26110	
N3.HOG0000795	OG0000392	n4						XNR_RS17420	
N3.HOG0000796	OG0000392	n7						XNR_RS19370	
N3.HOG0000797	OG0000393	n0			Rv0422c			XNR_RS06170	
N3.HOG0000798	OG0000394	n0			Rv2851c			XNR_RS23810	
N3.HOG0000799	OG0000395	n0			Rv0995			XNR_RS11860, XNR_RS02145, XNR_RS27140, XNR_RS10550	
N3.HOG0000800	OG0000396	n7			Rv1451			XNR_RS24420	
N3.HOG0000801	OG0000397	n0			Rv0392c, Rv1854c			XNR_RS13030	
N3.HOG0000802	OG0000398	n0						XNR_RS09580	
N3.HOG0000803	OG0000399	n0						XNR_RS25945	
N3.HOG0000804	OG0000400	n3			Rv2089c				
N3.HOG0000805	OG0000400	n5			Rv2535c			XNR_RS26565	
N3.HOG0000806	OG0000401	n1						XNR_RS00145, XNR_RS05065	
N3.HOG0000807	OG0000403	n1						XNR_RS21465, XNR_RS22280	
N3.HOG0000808	OG0000404	n0			Rv1604, Rv2701c			XNR_RS02375, XNR_RS05010	
N3.HOG0000809	OG0000405	n5			Rv2200c			XNR_RS23395	
N3.HOG0000810	OG0000406	n0			Rv2163c			XNR_RS23720	
N3.HOG0000811	OG0000407	n2			Rv2058c, Rv0105c			XNR_RS28270	
N3.HOG0000812	OG0000407	n7			Rv2975a			XNR_RS06165	
N3.HOG0000813	OG0000408	n0			Rv2110c			XNR_RS25690	
N3.HOG0000814	OG0000409	n6			Rv1086			XNR_RS20370	
N3.HOG0000815	OG0000409	n7			Rv2361c			XNR_RS21860	
N3.HOG0000816	OG0000410	n0			Rv2839c			XNR_RS29605	
N3.HOG0000817	OG0000411	n0			Rv1901			XNR_RS05500	
N3.HOG0000818	OG0000412	n6			Rv2222c			XNR_RS22940	
N3.HOG0000819	OG0000412	n7			Rv2220			XNR_RS23195	
N3.HOG0000820	OG0000413	n2			Rv2503c				
N3.HOG0000821	OG0000413	n6			Rv3552			XNR_RS01075	
N3.HOG0000822	OG0000414	n0			Rv0558			XNR_RS17960	
N3.HOG0000823	OG0000415	n3			Rv0694				
N3.HOG0000824	OG0000415	n6			Rv1872c				
N3.HOG0000825	OG0000416	n2			Rv2359			XNR_RS21865	
N3.HOG0000826	OG0000416	n7						XNR_RS16555	
N3.HOG0000827	OG0000417	n0			Rv3013			XNR_RS09145, XNR_RS07635	
N3.HOG0000828	OG0000418	n0			Rv1700			XNR_RS25010	
N3.HOG0000829	OG0000419	n6			Rv1447c			XNR_RS24405	
N3.HOG0000830	OG0000419	n7			Rv1121			XNR_RS00680	
N3.HOG0000831	OG0000420	n0			Rv2682c, Rv3379c			XNR_RS03805	
N3.HOG0000832	OG0000421	n0			Rv2534c			XNR_RS26570	
N3.HOG0000833	OG0000422	n2			Rv0650			XNR_RS11945, XNR_RS00390	
N3.HOG0000834	OG0000422	n6						XNR_RS02720, XNR_RS23545	
N3.HOG0000835	OG0000423	n6						XNR_RS12005	
N3.HOG0000836	OG0000423	n7			Rv1895				
N3.HOG0000837	OG0000425	n0			Rv1080c			XNR_RS20020	
N3.HOG0000838	OG0000426	n0			Rv2555c			XNR_RS26525, XNR_RS15980	
N3.HOG0000839	OG0000427	n0			Rv0411c			XNR_RS05365, XNR_RS02470, XNR_RS21200	
N3.HOG0000840	OG0000428	n0			Rv3025c			XNR_RS23390, XNR_RS06665	
N3.HOG0000841	OG0000429	n2			Rv2580c			XNR_RS26495	
N3.HOG0000842	OG0000430	n0			Rv3282			XNR_RS19910	
N3.HOG0000843	OG0000431	n0			Rv3198A			XNR_RS03060, XNR_RS08025	
N3.HOG0000844	OG0000432	n0			Rv0409			XNR_RS06980	
N3.HOG0000845	OG0000433	n3			Rv1689			XNR_RS24795	
N3.HOG0000846	OG0000434	n0			Rv1328			XNR_RS06895	
N3.HOG0000847	OG0000435	n2			Rv3157			XNR_RS18250, XNR_RS18040	
N3.HOG0000848	OG0000435	n7						XNR_RS03970	
N3.HOG0000849	OG0000436	n0			Rv0218			XNR_RS25805, XNR_RS04275, XNR_RS12115, XNR_RS20065, XNR_RS23605	
N3.HOG0000850	OG0000437	n2			Rv0376c			XNR_RS03225	
N3.HOG0000851	OG0000437	n6			Rv0372c				
N3.HOG0000852	OG0000438	n2			Rv1730c			XNR_RS14655, XNR_RS17115, XNR_RS04865	
N3.HOG0000853	OG0000438	n5			Rv0399c			XNR_RS21320, XNR_RS11020, XNR_RS05880	
N3.HOG0000854	OG0000439	n0			Rv3913			XNR_RS14860	
N3.HOG0000855	OG0000440	n5						XNR_RS08340	
N3.HOG0000856	OG0000440	n6						XNR_RS01935	
N3.HOG0000857	OG0000441	n0			Rv0054			XNR_RS21105, XNR_RS14775	
N3.HOG0000858	OG0000442	n0			Rv1300			XNR_RS22265, XNR_RS11075, XNR_RS06525, XNR_RS07300	
N3.HOG0000859	OG0000443	n0						XNR_RS11970	
N3.HOG0000860	OG0000444	n0			Rv1164, Rv1736c			XNR_RS02045	
N3.HOG0000861	OG0000445	n0			Rv3464			XNR_RS02925	
N3.HOG0000862	OG0000446	n0			Rv1622c			XNR_RS14560	
N3.HOG0000863	OG0000448	n0						XNR_RS16080, XNR_RS03285	
N3.HOG0000864	OG0000449	n0			Rv3393				
N3.HOG0000865	OG0000450	n0						XNR_RS28920	
N3.HOG0000866	OG0000451	n0			Rv3588c			XNR_RS12445	
N3.HOG0000867	OG0000454	n0						XNR_RS05000, XNR_RS23465	
N3.HOG0000868	OG0000455	n1						XNR_RS15920	
N3.HOG0000869	OG0000455	n7						XNR_RS07100	
N3.HOG0000870	OG0000456	n0						XNR_RS20515	
N3.HOG0000871	OG0000457	n0			Rv3161c			XNR_RS29320	
N3.HOG0000872	OG0000458	n1			Rv2637			XNR_RS27380	
N3.HOG0000873	OG0000458	n4			Rv0364			XNR_RS16980	
N3.HOG0000874	OG0000459	n1						XNR_RS03780	
N3.HOG0000875	OG0000459	n3			Rv0860			XNR_RS01465	
N3.HOG0000876	OG0000460	n0			Rv0845			XNR_RS15570, XNR_RS04840, XNR_RS04860, XNR_RS18200, XNR_RS18205	
N3.HOG0000877	OG0000461	n2			Rv0672			XNR_RS03470, XNR_RS02525	
N3.HOG0000878	OG0000461	n7			Rv3797				
N3.HOG0000879	OG0000462	n4			Rv2915c			XNR_RS01425, XNR_RS24585	
N3.HOG0000880	OG0000462	n6			Rv0074			XNR_RS02505	
N3.HOG0000881	OG0000462	n7						XNR_RS19040, XNR_RS24775	
N3.HOG0000882	OG0000463	n0			Rv0483, Rv2518c, Rv0192, Rv1433, Rv0116c			XNR_RS06850, XNR_RS06845, XNR_RS19955, XNR_RS23410	
N3.HOG0000883	OG0000464	n4			Rv0911			XNR_RS23265, XNR_RS22275	
N3.HOG0000884	OG0000464	n6			Rv0577			XNR_RS05045, XNR_RS01555	
N3.HOG0000885	OG0000465	n4						XNR_RS02510	
N3.HOG0000886	OG0000465	n6						XNR_RS26070, XNR_RS01775	
N3.HOG0000887	OG0000466	n2			Rv2363, Rv1263				
N3.HOG0000888	OG0000466	n4						XNR_RS08575	
N3.HOG0000889	OG0000466	n5						XNR_RS27210, XNR_RS04260	
N3.HOG0000890	OG0000467	n0			Rv2745c			XNR_RS16740, XNR_RS01130, XNR_RS05495	
N3.HOG0000891	OG0000468	n0			Rv2938, Rv2937			XNR_RS29040, XNR_RS16615, XNR_RS12200, XNR_RS11385, XNR_RS20015, XNR_RS15575	
N3.HOG0000892	OG0000469	n0						XNR_RS29225, XNR_RS00995, XNR_RS29050, XNR_RS29330, XNR_RS30550, XNR_RS31675, XNR_RS31485, XNR_RS00110, XNR_RS29200	
N3.HOG0000893	OG0000470	n0						XNR_RS20320, XNR_RS27205, XNR_RS22970, XNR_RS14305, XNR_RS26065, XNR_RS26085, XNR_RS11395, XNR_RS16625, XNR_RS14345	
N3.HOG0000894	OG0000471	n0						XNR_RS21030, XNR_RS10780, XNR_RS16220, XNR_RS10105, XNR_RS29250, XNR_RS11090, XNR_RS02970, XNR_RS20045, XNR_RS25015	
N3.HOG0000895	OG0000472	n0			Rv0005			XNR_RS05155, XNR_RS14930	
N3.HOG0000896	OG0000473	n2						XNR_RS05095	
N3.HOG0000897	OG0000473	n3						XNR_RS14935	
N3.HOG0000898	OG0000474	n3			Rv3411c			XNR_RS18860	
N3.HOG0000899	OG0000474	n4			Rv1843c			XNR_RS26735	
N3.HOG0000900	OG0000475	n0			Rv3721c			XNR_RS14175	
N3.HOG0000901	OG0000477	n0			Rv1988, Rv1010			XNR_RS10355	
N3.HOG0000902	OG0000478	n0			Rv2584c			XNR_RS26465	
N3.HOG0000903	OG0000479	n0			Rv3610c			XNR_RS06055, XNR_RS17015	
N3.HOG0000904	OG0000480	n0			Rv3585			XNR_RS17325	
N3.HOG0000905	OG0000481	n0			Rv1317c			XNR_RS02160, XNR_RS02335	
N3.HOG0000906	OG0000482	n0			Rv2093c			XNR_RS25750	
N3.HOG0000907	OG0000483	n4						XNR_RS01810	
N3.HOG0000908	OG0000483	n6						XNR_RS16825	
N3.HOG0000909	OG0000485	n0						XNR_RS04125, XNR_RS09495	
N3.HOG0000910	OG0000486	n0			Rv2539c			XNR_RS26550	
N3.HOG0000911	OG0000488	n0			Rv2589			XNR_RS05805	
N3.HOG0000912	OG0000489	n0						XNR_RS22250	
N3.HOG0000913	OG0000490	n3						XNR_RS02345	
N3.HOG0000914	OG0000490	n4						XNR_RS06955	
N3.HOG0000915	OG0000491	n0			Rv3419c			XNR_RS18785, XNR_RS15985	
N3.HOG0000916	OG0000492	n0			Rv1473			XNR_RS24665	
N3.HOG0000917	OG0000493	n5			Rv0440			XNR_RS11880	
N3.HOG0000918	OG0000493	n6			Rv3417c			XNR_RS18830	
N3.HOG0000919	OG0000494	n0						XNR_RS20145	
N3.HOG0000920	OG0000495	n0			Rv0522			XNR_RS21350, XNR_RS21355, XNR_RS21365	
N3.HOG0000921	OG0000496	n3			Rv3693			XNR_RS09420	
N3.HOG0000922	OG0000496	n5			Rv1480				
N3.HOG0000923	OG0000496	n6			Rv3163c			XNR_RS23695	
N3.HOG0000924	OG0000497	n0			Rv3396c			XNR_RS18930	
N3.HOG0000925	OG0000498	n0			Rv0808			XNR_RS14090	
N3.HOG0000926	OG0000500	n3						XNR_RS28010	
N3.HOG0000927	OG0000501	n0			Rv2234			XNR_RS07290	
N3.HOG0000928	OG0000502	n0			Rv0524			XNR_RS17625	
N3.HOG0000929	OG0000503	n0			Rv1540			XNR_RS23805	
N3.HOG0000930	OG0000504	n0			Rv1131			XNR_RS00720	
N3.HOG0000931	OG0000505	n2			Rv2388c			XNR_RS21680	
N3.HOG0000932	OG0000506	n1			Rv0625c				
N3.HOG0000933	OG0000506	n3			Rv1491c			XNR_RS27325	
N3.HOG0000934	OG0000507	n0			Rv1383			XNR_RS26605	
N3.HOG0000935	OG0000508	n0			Rv1384			XNR_RS26610	
N3.HOG0000936	OG0000509	n0			Rv2245, Rv2246			XNR_RS22340	
N3.HOG0000937	OG0000510	n0			Rv1695			XNR_RS24965	
N3.HOG0000938	OG0000511	n2						XNR_RS14580, XNR_RS06720	
N3.HOG0000939	OG0000511	n6						XNR_RS04050	
N3.HOG0000940	OG0000512	n2			Rv0938			XNR_RS22230, XNR_RS07405	
N3.HOG0000941	OG0000512	n5			Rv0269c, Rv3730c			XNR_RS01640	
N3.HOG0000942	OG0000514	n0			Rv1997			XNR_RS13015	
N3.HOG0000943	OG0000515	n0			Rv0429c			XNR_RS27755, XNR_RS28675, XNR_RS07850	
N3.HOG0000944	OG0000516	n0			Rv3646c			XNR_RS13385	
N3.HOG0000945	OG0000517	n0			Rv2881c			XNR_RS05940	
N3.HOG0000946	OG0000518	n0			Rv2748c			XNR_RS10840, XNR_RS05520	
N3.HOG0000947	OG0000519	n5			Rv2746c			XNR_RS05505	
N3.HOG0000948	OG0000519	n6			Rv1822			XNR_RS27050	
N3.HOG0000949	OG0000520	n0			Rv0907, Rv1367c			XNR_RS03205	
N3.HOG0000950	OG0000521	n0			Rv2733c			XNR_RS05340	
N3.HOG0000951	OG0000522	n0						XNR_RS10040, XNR_RS02120, XNR_RS10120, XNR_RS29390	
N3.HOG0000952	OG0000523	n3			Rv3048c				
N3.HOG0000953	OG0000523	n5			Rv1981c				
N3.HOG0000954	OG0000524	n0			Rv3226c			XNR_RS07875	
N3.HOG0000955	OG0000525	n0			Rv1127c			XNR_RS22035	
N3.HOG0000956	OG0000526	n0						XNR_RS15785, XNR_RS23260, XNR_RS16640, XNR_RS25115, XNR_RS13595	
N3.HOG0000957	OG0000527	n0						XNR_RS15095	
N3.HOG0000958	OG0000528	n0			Rv0189c			XNR_RS17375	
N3.HOG0000959	OG0000529	n0			Rv3674c			XNR_RS13515	
N3.HOG0000960	OG0000530	n0			Rv2225			XNR_RS22900	
N3.HOG0000961	OG0000531	n0			Rv1613			XNR_RS02340, XNR_RS23980	
N3.HOG0000962	OG0000532	n0			Rv3609c			XNR_RS17020	
N3.HOG0000963	OG0000533	n0						XNR_RS16160	
N3.HOG0000964	OG0000534	n3						XNR_RS09775	
N3.HOG0000965	OG0000534	n5			Rv1293			XNR_RS07340	
N3.HOG0000966	OG0000535	n0			Rv3921c			XNR_RS08695, XNR_RS14895	
N3.HOG0000967	OG0000536	n0			Rv2788, Rv2711			XNR_RS11245	
N3.HOG0000968	OG0000537	n0			Rv1832			XNR_RS27105	
N3.HOG0000969	OG0000538	n0			Rv2211c			XNR_RS06725	
N3.HOG0000970	OG0000539	n0						XNR_RS23080	
N3.HOG0000971	OG0000540	n5			Rv2373c			XNR_RS21705	
N3.HOG0000972	OG0000540	n6			Rv0352			XNR_RS15740	
N3.HOG0000973	OG0000541	n3			Rv1251c				
N3.HOG0000974	OG0000541	n4			Rv0629c				
N3.HOG0000975	OG0000542	n0			Rv2987c			XNR_RS06225	
N3.HOG0000976	OG0000543	n0			Rv2988c			XNR_RS06230	
N3.HOG0000977	OG0000544	n0			Rv1650			XNR_RS25955	
N3.HOG0000978	OG0000545	n0			Rv3063			XNR_RS07820	
N3.HOG0000979	OG0000546	n0						XNR_RS01355	
N3.HOG0000980	OG0000549	n0			Rv2614c			XNR_RS26380	
N3.HOG0000981	OG0000550	n3						XNR_RS25185	
N3.HOG0000982	OG0000550	n5						XNR_RS28760, XNR_RS25180	
N3.HOG0000983	OG0000551	n2			Rv2052c			XNR_RS26870	
N3.HOG0000984	OG0000551	n3			Rv0552			XNR_RS22980	
N3.HOG0000985	OG0000552	n0			Rv1570			XNR_RS27570	
N3.HOG0000986	OG0000554	n0			Rv1847			XNR_RS24155	
N3.HOG0000987	OG0000555	n0						XNR_RS26230, XNR_RS26225	
N3.HOG0000988	OG0000556	n0			Rv2391			XNR_RS03500	
N3.HOG0000989	OG0000557	n0						XNR_RS06680	
N3.HOG0000990	OG0000558	n0						XNR_RS08145	
N3.HOG0000991	OG0000559	n0			Rv1023			XNR_RS09945, XNR_RS11030	
N3.HOG0000992	OG0000560	n0			Rv2614A, Rv1438			XNR_RS24375	
N3.HOG0000993	OG0000561	n0			Rv1602			XNR_RS23910	
N3.HOG0000994	OG0000562	n0			Rv2919c			XNR_RS06070	
N3.HOG0000995	OG0000563	n2						XNR_RS26025, XNR_RS18330, XNR_RS26040, XNR_RS12015	
N3.HOG0000996	OG0000563	n6						XNR_RS15400	
N3.HOG0000997	OG0000564	n0			Rv2899c			XNR_RS00610, XNR_RS01965	
N3.HOG0000998	OG0000565	n0			Rv1163			XNR_RS02040	
N3.HOG0000999	OG0000566	n0			Rv1162			XNR_RS02035	
N3.HOG0001000	OG0000567	n0			Rv1161			XNR_RS02030	
N3.HOG0001001	OG0000568	n3						XNR_RS18420	
N3.HOG0001002	OG0000568	n6						XNR_RS13525	
N3.HOG0001003	OG0000570	n0			Rv2601			XNR_RS15840	
N3.HOG0001004	OG0000571	n0			Rv0408			XNR_RS06975	
N3.HOG0001005	OG0000572	n0						XNR_RS22005, XNR_RS19555, XNR_RS20580, XNR_RS12460, XNR_RS19560, XNR_RS04290, XNR_RS21955	
N3.HOG0001006	OG0000573	n0			Rv3266c				
N3.HOG0001007	OG0000574	n0			Rv0334			XNR_RS02920	
N3.HOG0001008	OG0000575	n0			Rv2140c			XNR_RS24900	
N3.HOG0001009	OG0000576	n2			Rv0753c			XNR_RS00745	
N3.HOG0001010	OG0000576	n5						XNR_RS20990	
N3.HOG0001011	OG0000577	n5			Rv0055			XNR_RS14770	
N3.HOG0001012	OG0000577	n6			Rv2055c			XNR_RS28250	
N3.HOG0001013	OG0000578	n0			Rv1112			XNR_RS20535	
N3.HOG0001014	OG0000579	n0			Rv2377c			XNR_RS15585, XNR_RS04875, XNR_RS17145	
