HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N1.HOG0002065	OG0001664	n0	BSU_09400	b1188		PA0586			STM1804
N1.HOG0002066	OG0001665	n0	BSU_09640	b1330					STM1663
N1.HOG0002067	OG0001666	n0	BSU_19950, BSU_13470, BSU_09750, BSU_29570						
N1.HOG0002068	OG0001667	n0	BSU_10020	b0907		PA3167			STM0977
N1.HOG0002069	OG0001668	n0	BSU_10220	b4077		PA5479			STM4283
N1.HOG0002070	OG0001669	n0	BSU_10320	b3253		PA1833			STM3376
N1.HOG0002071	OG0001670	n0	BSU_19580, BSU_10450						
N1.HOG0002072	OG0001671	n0	BSU_10570	b0715		PA0751			STM0729
N1.HOG0002073	OG0001672	n0	BSU_18370, BSU_10820	b1985					STM2013
N1.HOG0002074	OG0001673	n0	BSU_11170		Rv3719, Rv3790			XNR_RS19405	
N1.HOG0002075	OG0001674	n0	BSU_11200		Rv1653	PA4402		XNR_RS26100	
N1.HOG0002076	OG0001675	n0	BSU_11300, BSU_31540			PA0146		XNR_RS19680	
N1.HOG0002077	OG0001676	n0	BSU_11500	b2471		PA3664			STM2482
N1.HOG0002078	OG0001677	n0	BSU_11570, BSU_21350	b2963					STM3112
N1.HOG0002079	OG0001678	n0	BSU_11820	b0962		PA1405			STM1075
N1.HOG0002080	OG0001679	n0	BSU_12240	b0491	Rv3000				STM0503
N1.HOG0002081	OG0001680	n0	BSU_25900, BSU_25710, BSU_12810, BSU_12460						
N1.HOG0002082	OG0001681	n0	BSU_12480, BSU_17820, BSU_20460, BSU_17270						
N1.HOG0002083	OG0001682	n0	BSU_12680, BSU_26030		Rv3896c			XNR_RS24845	
N1.HOG0002084	OG0001683	n0	BSU_13020		Rv2323c	PA1195		XNR_RS22820	
N1.HOG0002085	OG0001684	n0	BSU_13140, BSU_13160			PA2850		XNR_RS22310	
N1.HOG0002086	OG0001685	n0	BSU_13280, BSU_13270			PA2658, PA2659			
N1.HOG0002087	OG0001686	n0	BSU_13410		Rv0937c	PA2150		XNR_RS07400	
N1.HOG0002088	OG0001687	n0	BSU_13550			PA3169		XNR_RS09395	
N1.HOG0002089	OG0001688	n0	BSU_13730	b2765		PA2666			STM2949
N1.HOG0002090	OG0001689	n0	BSU_13750	b2794		PA2806			STM2968
N1.HOG0002091	OG0001690	n0	BSU_14960, BSU_13970			PA1139		XNR_RS06115	
N1.HOG0002092	OG0001691	n0	BSU_14170, BSU_14150	b0684					STM0694
N1.HOG0002093	OG0001692	n0	BSU_14500	b4222					STM4411
N1.HOG0002094	OG0001693	n0	BSU_14530, BSU_16780		Rv2752c			XNR_RS05565	
N1.HOG0002095	OG0001694	n0	BSU_14810		Rv1095	PA3919		XNR_RS20375	
N1.HOG0002096	OG0001695	n0	BSU_14870		Rv1456c	PA0112		XNR_RS24435	
N1.HOG0002097	OG0001696	n0	BSU_15050		Rv3194c			XNR_RS07945, XNR_RS08985	
N1.HOG0002098	OG0001697	n0	BSU_15250		Rv1825			XNR_RS27060, XNR_RS27070	
N1.HOG0002099	OG0001698	n0	BSU_15280	b0094		PA4408			STM0132
N1.HOG0002100	OG0001699	n0	BSU_15340		Rv3041c			XNR_RS06935, XNR_RS24880	
N1.HOG0002101	OG0001700	n0	BSU_15400	b2952		PA0392			STM3101
N1.HOG0002102	OG0001701	n0	BSU_15470		Rv1379	PA0403		XNR_RS26585	
N1.HOG0002103	OG0001702	n0	BSU_15550	b1281		PA2876			STM1707
N1.HOG0002104	OG0001703	n0	BSU_15660	b3644		PA5335			STM3735
N1.HOG0002105	OG0001704	n0	BSU_15890	b1090		PA2969			STM1192
N1.HOG0002106	OG0001705	n0	BSU_15940		Rv2922c	PA1527		XNR_RS06100	
N1.HOG0002107	OG0001706	n0	BSU_16160	b3931		PA5054			STM4091
N1.HOG0002108	OG0001707	n0	BSU_16180	b1073		PA1077			STM1174
N1.HOG0002109	OG0001708	n0	BSU_16190	b1074		PA1078			STM1175
N1.HOG0002110	OG0001709	n0	BSU_16200	b1937		PA1100			STM1968
N1.HOG0002111	OG0001710	n0	BSU_16210	b1938		PA1101			STM1969
N1.HOG0002112	OG0001711	n0	BSU_16220	b1939		PA1102			STM1970
N1.HOG0002113	OG0001712	n0	BSU_16280	b1075		PA1079			STM1176
N1.HOG0002114	OG0001713	n0	BSU_16290	b1078		PA1082			STM1179
N1.HOG0002115	OG0001714	n0	BSU_16310	b1945		PA1443			STM1976
N1.HOG0002116	OG0001715	n0	BSU_16350	b1948		PA1446			STM1979
N1.HOG0002117	OG0001716	n0	BSU_16360	b1949		PA1447			STM1980
N1.HOG0002118	OG0001717	n0	BSU_16370	b1950		PA1448			STM1981
N1.HOG0002119	OG0001718	n0	BSU_16810	b2101		PA3757			STM2145
N1.HOG0002120	OG0001719	n0	BSU_17040	b2733		PA3620			STM2909
N1.HOG0002121	OG0001720	n0	BSU_17050	b4170		PA4946			STM4359
N1.HOG0002122	OG0001721	n0	BSU_17340	b4172		PA4944			STM4361
N1.HOG0002123	OG0001722	n0	BSU_17600	b3565				XNR_RS00950	STM3661
N1.HOG0002124	OG0001723	n0	BSU_17840			PA1129, PA2546, PA0817			
N1.HOG0002125	OG0001724	n0	BSU_17930		Rv0527			XNR_RS07390, XNR_RS17645	
N1.HOG0002126	OG0001725	n0	BSU_18070	b3059		PA0581			STM3207
N1.HOG0002127	OG0001726	n0	BSU_18740			PA5403, PA2785		XNR_RS28440	
N1.HOG0002128	OG0001727	n0	BSU_19040	b3074		PA3221			
N1.HOG0002129	OG0001728	n0	BSU_19070		Rv0681			XNR_RS05470, XNR_RS03015	
N1.HOG0002130	OG0001729	n0	BSU_19350			PA3264		XNR_RS26140	STM4195
N1.HOG0002131	OG0001730	n0	BSU_19630	b4384					STM4570
N1.HOG0002132	OG0001731	n0	BSU_21980	b3471		PA0013			STM3579
N1.HOG0002133	OG0001732	n0	BSU_21990	b0214		PA1815			STM0263
N1.HOG0002134	OG0001733	n0	BSU_22050		Rv1660, Rv1665			XNR_RS28785	
N1.HOG0002135	OG0001734	n0	BSU_22090	b3909					STM0651, STM0161
N1.HOG0002136	OG0001735	n0	BSU_22170	b0948		PA3048			STM1061
N1.HOG0002137	OG0001736	n0	BSU_22230	b2417				XNR_RS27030	STM2433
N1.HOG0002138	OG0001737	n0	BSU_22360	b0930					STM1000
N1.HOG0002139	OG0001738	n0	BSU_22450	b0143		PA4727			STM0184
N1.HOG0002140	OG0001739	n0	BSU_22470	b0364	Rv0323c			XNR_RS28820	
N1.HOG0002141	OG0001740	n0	BSU_23210		Rv1710	PA3197		XNR_RS25040	
N1.HOG0002142	OG0001741	n0	BSU_23220		Rv1709	PA3198		XNR_RS25035	
N1.HOG0002143	OG0001742	n0	BSU_23770	b2366		PA3357			STM3802
N1.HOG0002144	OG0001743	n0	BSU_23930		Rv1322A			XNR_RS07135	
N1.HOG0002145	OG0001744	n0	BSU_24330					XNR_RS24695, XNR_RS06800, XNR_RS24685	
N1.HOG0002146	OG0001745	n0	BSU_24580	b0059		PA3308			STM0096
N1.HOG0002147	OG0001746	n0	BSU_25230	b0387		PA5247			STM0387
N1.HOG0002148	OG0001747	n0	BSU_25240	b1703		PA1769			STM1348
N1.HOG0002149	OG0001748	n0	BSU_25260	b3559		PA0008			STM3655
N1.HOG0002150	OG0001749	n0	BSU_25270	b3560		PA0009			STM3656
N1.HOG0002151	OG0001750	n0	BSU_25310	b4042		PA3603			STM4236
N1.HOG0002152	OG0001751	n0	BSU_25400		Rv3688c	PA0578		XNR_RS13565	
N1.HOG0002153	OG0001752	n0	BSU_25410	b3065		PA0579			STM3209
N1.HOG0002154	OG0001753	n0	BSU_25800		Rv2641	PA2024		XNR_RS15965	
N1.HOG0002155	OG0001754	n0	BSU_26410	b4030		PA3403			STM4226
N1.HOG0002156	OG0001755	n0	BSU_26440, BSU_39970	b2152					STM2192
N1.HOG0002157	OG0001756	n0	BSU_26800		Rv2781c	PA4202		XNR_RS21710	
N1.HOG0002158	OG0001757	n0	BSU_26880	b0769		PA0793		XNR_RS16845	
N1.HOG0002159	OG0001758	n0	BSU_26960, BSU_08779, BSU_40530, BSU_26990						
N1.HOG0002160	OG0001759	n0	BSU_27080						STM4534, STM0571, STM3773
N1.HOG0002161	OG0001760	n0	BSU_27200	b2492, b0904					STM0974
N1.HOG0002162	OG0001761	n0	BSU_27270	b0159	Rv0091				STM0207
N1.HOG0002163	OG0001762	n0	BSU_27450			PA4194, PA2203		XNR_RS02465	
N1.HOG0002164	OG0001763	n0	BSU_27620	b2892		PA3725			STM3042
N1.HOG0002165	OG0001764	n0	BSU_27700	b0407		PA3822			STM0406
N1.HOG0002166	OG0001765	n0	BSU_27990	b1175		PA3244			STM1815
N1.HOG0002167	OG0001766	n0	BSU_28000	b1176		PA3243			STM1814
N1.HOG0002168	OG0001767	n0	BSU_28040	b3638		PA5319			STM3729
N1.HOG0002169	OG0001768	n0	BSU_28190	b3865		PA5492			STM4001
N1.HOG0002170	OG0001769	n0	BSU_28340					XNR_RS13040, XNR_RS04360, XNR_RS27100	
N1.HOG0002171	OG0001770	n0	BSU_28610	b2910		PA5227			STM3060
N1.HOG0002172	OG0001771	n0	BSU_28690	b4467		PA5353			
N1.HOG0002173	OG0001772	n0	BSU_28700		Rv0546c			XNR_RS03455, XNR_RS00455	
N1.HOG0002174	OG0001773	n0	BSU_28790	b0063				XNR_RS16435	STM0103
N1.HOG0002175	OG0001774	n0	BSU_28800	b0062				XNR_RS16430	STM0102
N1.HOG0002176	OG0001775	n0	BSU_29010			PA4773			
N1.HOG0002177	OG0001776	n0	BSU_29560			PA2555		XNR_RS03175	
N1.HOG0002178	OG0001777	n0	BSU_29640	b1832		PA2822			STM1847
N1.HOG0002179	OG0001778	n0	BSU_30035	b2183		PA0733			STM2222
N1.HOG0002180	OG0001779	n0	BSU_30060	b3492		PA0559			STM3588
N1.HOG0002181	OG0001780	n0	BSU_39700, BSU_30100			PA3158			STM4425
N1.HOG0002182	OG0001781	n0	BSU_30270			PA3190		XNR_RS09260, XNR_RS00785	
N1.HOG0002183	OG0001782	n0	BSU_30480	b3211					STM3329
N1.HOG0002184	OG0001783	n0	BSU_30560	b3403		PA5192			STM3500
N1.HOG0002185	OG0001784	n0	BSU_30820	b2264	Rv0555				STM2309
N1.HOG0002186	OG0001785	n0	BSU_31000, BSU_32150		Rv2669			XNR_RS09490	
N1.HOG0002187	OG0001786	n0	BSU_31070, BSU_33840, BSU_33740						
N1.HOG0002188	OG0001787	n0	BSU_31120	b1081		PA1085			STM1182
N1.HOG0002189	OG0001788	n0	BSU_31170	b3087				XNR_RS22800	STM3223
N1.HOG0002190	OG0001789	n0	BSU_31322	b1250	Rv3200c			XNR_RS15170	
N1.HOG0002191	OG0001790	n0	BSU_31370, BSU_31360	b3011					STM3164
N1.HOG0002192	OG0001791	n0	BSU_31740			PA0758, PA0356, PA5346			
N1.HOG0002193	OG0001792	n0	BSU_31750		Rv0573c, Rv1330c			XNR_RS08885	
N1.HOG0002194	OG0001793	n0	BSU_32010			PA2689		XNR_RS16405	STM2776
N1.HOG0002195	OG0001794	n0	BSU_32220	b3414		PA1847			STM3511
N1.HOG0002196	OG0001795	n0	BSU_32250		Rv1295			XNR_RS07330	
N1.HOG0002197	OG0001796	n0	BSU_32570	b3374					STM3600
N1.HOG0002198	OG0001797	n0	BSU_32610	b3371					STM3601, STM0572
N1.HOG0002199	OG0001798	n0	BSU_32980			PA1379, PA1330		XNR_RS28520	
N1.HOG0002200	OG0001799	n0	BSU_33370		Rv0500A			XNR_RS10815, XNR_RS17460	
N1.HOG0002201	OG0001800	n0	BSU_33510	b0484		PA3574a		XNR_RS20950	
N1.HOG0002202	OG0001801	n0	BSU_33610	b4179		PA4937			STM4368
N1.HOG0002203	OG0001802	n0	BSU_33910	b3612		PA5131			STM3704
N1.HOG0002204	OG0001803	n0	BSU_34040	b0307				XNR_RS04115	
N1.HOG0002205	OG0001804	n0	BSU_34200	b3202		PA4462			STM3320
N1.HOG0002206	OG0001805	n0	BSU_34570	b1316	Rv3401			XNR_RS08495	
N1.HOG0002207	OG0001806	n0	BSU_35200			PA4600, PA4596		XNR_RS26170	
N1.HOG0002208	OG0001807	n0	BSU_35330	b1925		PA1095			STM1961
N1.HOG0002209	OG0001808	n0	BSU_35340	b1924		PA1094			STM1960
N1.HOG0002210	OG0001809	n0	BSU_35370	b2696		PA0905			STM2826
N1.HOG0002211	OG0001810	n0	BSU_35400	b1083		PA1087			STM1184
N1.HOG0002212	OG0001811	n0	BSU_35410	b1082		PA1086			STM1183
N1.HOG0002213	OG0001812	n0	BSU_35660	b3786		PA3148			STM3920
N1.HOG0002214	OG0001813	n0	BSU_35930	b3748				XNR_RS01825	STM3881
N1.HOG0002215	OG0001814	n0	BSU_36080	b1462		PA1644			
N1.HOG0002216	OG0001815	n0	BSU_36370	b0180		PA3645			STM0227
N1.HOG0002217	OG0001816	n0	BSU_36600					XNR_RS16975, XNR_RS06390, XNR_RS10185	
N1.HOG0002218	OG0001817	n0	BSU_36650		Rv1849	PA4867		XNR_RS27625	
N1.HOG0002219	OG0001818	n0	BSU_36660		Rv1848	PA4865		XNR_RS27620	
N1.HOG0002220	OG0001819	n0	BSU_36850	b3736		PA5558			STM3869
N1.HOG0002221	OG0001820	n0	BSU_36920	b4090	Rv2465c			XNR_RS21370	
N1.HOG0002222	OG0001821	n0	BSU_36940	b1821		PA2910			STM1834
N1.HOG0002223	OG0001822	n0	BSU_37110	b0825, b3946					STM4109
N1.HOG0002224	OG0001823	n0	BSU_37530		Rv0359			XNR_RS22895	
N1.HOG0002225	OG0001824	n0	BSU_37670		Rv2676c			XNR_RS03735	
N1.HOG0002226	OG0001825	n0	BSU_37860	b0918		PA2979			STM0988
N1.HOG0002227	OG0001826	n0	BSU_37930	b2807		PA0379			STM2981
N1.HOG0002228	OG0001827	n0	BSU_38140	b0429		PA1320			STM0440
N1.HOG0002229	OG0001828	n0	BSU_38360	b0967		PA0354			STM1080
N1.HOG0002230	OG0001829	n0	BSU_38490	b3930	Rv0534c				STM4090
N1.HOG0002231	OG0001830	n0	BSU_38620		Rv1688	PA4010		XNR_RS24910	
N1.HOG0002232	OG0001831	n0	BSU_38730	b0886				XNR_RS28645	STM0956
N1.HOG0002233	OG0001832	n0	BSU_39020, BSU_39410	b2393					STM2409
N1.HOG0002234	OG0001833	n0	BSU_39350			PA5098		XNR_RS19945	STM0791
N1.HOG0002235	OG0001834	n0	BSU_39370			PA5092		XNR_RS09760	STM0787
N1.HOG0002236	OG0001835	n0	BSU_39450	b2452		PA1491			STM2460
N1.HOG0002237	OG0001836	n0	BSU_39680	b4474		PA0238			STM4427
N1.HOG0002238	OG0001837	n0	BSU_39740					XNR_RS20970	STM4429, STM4430
N1.HOG0002239	OG0001838	n0	BSU_40090	b0605		PA0139			STM0608
N1.HOG0002240	OG0001839	n0	BSU_40100	b0606		PA0140			STM0609
N1.HOG0002241	OG0001840	n0	BSU_40230	b0636		PA4004			STM0641
N1.HOG0002242	OG0001841	n0	BSU_40820		Rv1084			XNR_RS20085	
N1.HOG0002243	OG0001842	n0	BSU_41010	b3741		PA5565			STM3874
N1.HOG0002244	OG0001843	n0	BSU_41020	b3706		PA5567			STM3843
N1.HOG0002245	OG0001844	n0	BSU_08425		Rv1640c, Rv1619	PA0920			
N1.HOG0002246	OG0001845	n0	BSU_18040	b0736		PA0968			STM0744
N1.HOG0002247	OG0001846	n0		b0006		PA3539		XNR_RS22715	STM0005
N1.HOG0002248	OG0001847	n0		b0028		PA4558			STM0048
N1.HOG0002249	OG0001848	n0		b0055		PA0598, PA1191			STM0094
N1.HOG0002250	OG0001849	n0		b0108		PA4556, PA4525			STM0144
N1.HOG0002251	OG0001850	n0		b0124		PA2290, PA1982			STM0169
N1.HOG0002252	OG0001851	n0		b2305, b0132, b2244, b3411					
N1.HOG0002253	OG0001852	n0		b0146		PA4721			STM0187
N1.HOG0002254	OG0001853	n0		b0148		PA3961		XNR_RS24175	STM0189
N1.HOG0002255	OG0001854	n0		b0149, b0149		PA4700			STM0190
N1.HOG0002256	OG0001855	n0		b0191		PA0868		XNR_RS11990	STM0240
N1.HOG0002257	OG0001856	n0		b0195		PA3388			STM0243
N1.HOG0002258	OG0001857	n0		b0200	Rv0114	PA0006			STM0248
N1.HOG0002259	OG0001858	n0		b0208	Rv0377	PA1859			STM0256
N1.HOG0002260	OG0001859	n0		b0223	Rv1061	PA1307			STM0311
N1.HOG0002261	OG0001860	n0		b0224		PA3756			STM3277, STM0312
N1.HOG0002262	OG0001861	n0		b0266, b0246, b2645, b2004					
N1.HOG0002263	OG0001862	n0		b4284, b1404, b0256	Rv3191c				
N1.HOG0002264	OG0001863	n0		b0267	Rv2812	PA3868			PSLT044
N1.HOG0002265	OG0001864	n0		b0336		PA0438			STM3333
N1.HOG0002266	OG0001865	n0		b0350	Rv3536c	PA4127			STM1105
N1.HOG0002267	OG0001866	n0		b0355, b2154		PA3628			STM2194
N1.HOG0002268	OG0001867	n0		b0375					STM4596, STM0020, STM0374
N1.HOG0002269	OG0001868	n0		b0443	Rv2475c			XNR_RS21130	STM0454
N1.HOG0002270	OG0001869	n0		b0507		PA1502		XNR_RS03160	STM0517
N1.HOG0002271	OG0001870	n0		b0521		PA5173			STM4466, STM0532
N1.HOG0002272	OG0001871	n0		b0556					STM0908, STM1029, STM2611
N1.HOG0002273	OG0001872	n0		b0558, b1549, b1161					STM1856
N1.HOG0002274	OG0001873	n0		b0577		PA3468		XNR_RS03575	STM0569
N1.HOG0002275	OG0001874	n0		b0579		PA1995		XNR_RS21815	STM0579
N1.HOG0002276	OG0001875	n0		b0581	Rv0433	PA2181			STM0583
N1.HOG0002277	OG0001876	n0		b0633		PA4000, PA4485			STM0638
N1.HOG0002278	OG0001877	n0		b0634		PA4002		XNR_RS21485	STM0639
N1.HOG0002279	OG0001878	n0		b0645, b0648					STM0655, STM0657
N1.HOG0002280	OG0001879	n0		b0646, b0649					STM0656, STM0658
N1.HOG0002281	OG0001880	n0		b0680		PA1794			STM0686
N1.HOG0002282	OG0001881	n0		b0686				XNR_RS18755	STM0696
N1.HOG0002283	OG0001882	n0		b0688	Rv3068c			XNR_RS27690	STM0698
N1.HOG0002284	OG0001883	n0		b1460, b4514, b0706, b3484					
N1.HOG0002285	OG0001884	n0		b0709, b4130					STM0710, STM2560
N1.HOG0002286	OG0001885	n0		b0710		PA4445		XNR_RS30125	STM0711
N1.HOG0002287	OG0001886	n0		b3048, b0716		PA0497, PA0498			
N1.HOG0002288	OG0001887	n0		b0741		PA3526, PA0973			STM0749
N1.HOG0002289	OG0001888	n0		b0754, b1704					STM0760, STM1347
N1.HOG0002290	OG0001889	n0		b0755	Rv0489			XNR_RS16795	STM0772
N1.HOG0002291	OG0001890	n0		b0761		PA0487			STM0779
N1.HOG0002292	OG0001891	n0		b0790		PA2156		XNR_RS14355	STM0813
N1.HOG0002293	OG0001892	n0		b0796	Rv0328, Rv1219c				STM0819
N1.HOG0002294	OG0001893	n0		b0835		PA0916		XNR_RS05510	STM0852
N1.HOG0002295	OG0001894	n0		b0869		PA0333		XNR_RS03390	STM0933
N1.HOG0002296	OG0001895	n0		b0870		PA0902		XNR_RS17215	STM0934
N1.HOG0002297	OG0001896	n0		b0903, b3114					STM0973, STM3241
N1.HOG0002298	OG0001897	n0		b0931		PA4919, PA4376			STM1004
N1.HOG0002299	OG0001898	n0		b0937		PA2357, PA3446		XNR_RS17605	
N1.HOG0002300	OG0001899	n0		b0947		PA3022		XNR_RS00300	STM1060
N1.HOG0002301	OG0001900	n0		b0950		PA4690a, PA4690			STM1063
N1.HOG0002302	OG0001901	n0		b0960		PA0454		XNR_RS16930	STM1073
N1.HOG0002303	OG0001902	n0		b0961	Rv0870c			XNR_RS18265	STM1074
N1.HOG0002304	OG0001903	n0		b0983, b2062		PA2234			STM2118
N1.HOG0002305	OG0001904	n0		b0992, b2204		PA3391			STM2257
N1.HOG0002306	OG0001905	n0		b1056		PA0423		XNR_RS06350	STM1157
N1.HOG0002307	OG0001906	n0		b1061					STM1162, STM2621, STM1019
N1.HOG0002308	OG0001907	n0		b1129		PA2656, PA1180			STM1230
N1.HOG0002309	OG0001908	n0		b1159	Rv2469c			XNR_RS24895, XNR_RS21240	
N1.HOG0002310	OG0001909	n0		b1183					STM1998, STM2230, PSLT055
N1.HOG0002311	OG0001910	n0		b1191		PA5021		XNR_RS10585	STM1801
N1.HOG0002312	OG0001911	n0		b1214		PA3419		XNR_RS08310	STM1773
N1.HOG0002313	OG0001912	n0		b1241				XNR_RS17155	STM2052, STM1749
N1.HOG0002314	OG0001913	n0		b1987, b1275		PA1754			STM1713
N1.HOG0002315	OG0001914	n0		b1282		PA4840			STM1706
N1.HOG0002316	OG0001915	n0		b1298	Rv2859c	PA0297		XNR_RS25855	
N1.HOG0002317	OG0001916	n0		b1323		PA0873, PA2449			STM1683
N1.HOG0002318	OG0001917	n0		b1333		PA4328, PA1789			STM1661
N1.HOG0002319	OG0001918	n0		b1342		PA1873, PA1773			STM1656
N1.HOG0002320	OG0001919	n0		b1350					STM1870, STM2632, STM1009
N1.HOG0002321	OG0001920	n0		b1363, b3849		PA3210			STM3986
N1.HOG0002322	OG0001921	n0		b1380		PA0927		XNR_RS23580	STM1647
N1.HOG0002323	OG0001922	n0		b1384		PA4094, PA4070		XNR_RS22115	
N1.HOG0002324	OG0001923	n0		b1413		PA3297		XNR_RS14050	STM1641
N1.HOG0002325	OG0001924	n0		b1476		PA4883, PA4810			STM1568
N1.HOG0002326	OG0001925	n0		b1482		PA0059		XNR_RS02050	STM1563
N1.HOG0002327	OG0001926	n0		b1488	Rv0838			XNR_RS26995	STM1599
N1.HOG0002328	OG0001927	n0		b1519	Rv0294	PA2564		XNR_RS10285	
N1.HOG0002329	OG0001928	n0		b1586		PA0039, PA0060			STM1500
N1.HOG0002330	OG0001929	n0		b1591					STM4308, STM0610, STM1495
N1.HOG0002331	OG0001930	n0		b1602	Rv0157	PA0196			STM1480
N1.HOG0002332	OG0001931	n0		b1613	Rv3255c			XNR_RS09465	STM1467
N1.HOG0002333	OG0001932	n0		b1617				XNR_RS28360, XNR_RS08350, XNR_RS02555	
N1.HOG0002334	OG0001933	n0		b1627		PA2995, PA3489			STM1459
N1.HOG0002335	OG0001934	n0		b1629		PA3491			STM2053, STM1457
N1.HOG0002336	OG0001935	n0		b1630		PA2998, PA3492			STM1456
N1.HOG0002337	OG0001936	n0		b1632		PA2996, PA3494			STM1454
N1.HOG0002338	OG0001937	n0		b1649		PA0839, PA2196			STM1437
N1.HOG0002339	OG0001938	n0		b1725				XNR_RS03590, XNR_RS10175	STM1324
N1.HOG0002340	OG0001939	n0		b1747		PA0896, PA0897			STM1304
N1.HOG0002341	OG0001940	n0		b1764		PA1642		XNR_RS20565	STM1297
N1.HOG0002342	OG0001941	n0		b1780		PA5422, PA3185			STM1289
N1.HOG0002343	OG0001942	n0		b2734, b1838					STM2907, STM1853
N1.HOG0002344	OG0001943	n0		b1843		PA4802			STM1877
N1.HOG0002345	OG0001944	n0		b1896	Rv3490			XNR_RS11905	STM1928
N1.HOG0002346	OG0001945	n0		b1914		PA2586			STM1265, STM1947
N1.HOG0002347	OG0001946	n0		b1958	Rv3092c	PA1857			STM1989
N1.HOG0002348	OG0001947	n0		b2027		PA0938, PA3160			STM2079
N1.HOG0002349	OG0001948	n0		b2099				XNR_RS24015	STM4067, STM2143
N1.HOG0002350	OG0001949	n0		b2135		PA2178, PA1190			STM2169
N1.HOG0002351	OG0001950	n0		b2170, b0070, b3659					STM2207
N1.HOG0002352	OG0001951	n0		b2179		PA2060, PA1808			STM2218
N1.HOG0002353	OG0001952	n0		b2196		PA1480			STM2249, STM3814
N1.HOG0002354	OG0001953	n0		b2197		PA1479			STM3815, STM2250
N1.HOG0002355	OG0001954	n0		b2199		PA1477			STM2252, STM3817
N1.HOG0002356	OG0001955	n0		b2200		PA1476			STM3818, STM2253
N1.HOG0002357	OG0001956	n0		b2201		PA1475			STM3819, STM2254
N1.HOG0002358	OG0001957	n0		b2210	Rv2852c	PA4640, PA3452			
N1.HOG0002359	OG0001958	n0		b2239		PA0347		XNR_RS26185	STM2282
N1.HOG0002360	OG0001959	n0		b2245		PA4128			STM1106, STM2289
N1.HOG0002361	OG0001960	n0		b2249					STM2288, STM2293
N1.HOG0002362	OG0001961	n0		b2291		PA1878			STM2332
N1.HOG0002363	OG0001962	n0		b2299		PA4841		XNR_RS25465	STM2346
N1.HOG0002364	OG0001963	n0		b2346		PA2800, PA3239			STM2392
N1.HOG0002365	OG0001964	n0		b2373	Rv1820, Rv3470c, Rv0118c				
N1.HOG0002366	OG0001965	n0		b2406, b2964					STM2421, STM3113
N1.HOG0002367	OG0001966	n0		b2410		PA2026		XNR_RS01970	STM2425
N1.HOG0002368	OG0001967	n0		b2413		PA0846		XNR_RS22315	STM2429
N1.HOG0002369	OG0001968	n0		b2434		PA4534		XNR_RS27550	STM2449
N1.HOG0002370	OG0001969	n0		b2437		PA2511, PA2519			STM2454
N1.HOG0002371	OG0001970	n0		b4538, b2461					STM2056, STM2469
N1.HOG0002372	OG0001971	n0		b2472		PA1162			STM2483
N1.HOG0002373	OG0001972	n0		b2474					STM2485
N1.HOG0002374	OG0001973	n0		b2475	Rv2575	PA4717			STM2486
N1.HOG0002375	OG0001974	n0		b2483, b2722	Rv0084				STM2850
N1.HOG0002376	OG0001975	n0		b2487, b2721	Rv0087				STM2849
N1.HOG0002377	OG0001976	n0		b2489, b2719	Rv0082				STM2847
N1.HOG0002378	OG0001977	n0		b2558		PA2865, PA3764			STM2567
N1.HOG0002379	OG0001978	n0		b2571		PA2747a, PA0764			STM2638
N1.HOG0002380	OG0001979	n0		b2600				XNR_RS24065	STM2669
N1.HOG0002381	OG0001980	n0		b2601		PA2943, PA1750			STM2670
N1.HOG0002382	OG0001981	n0		b2604		PA0847, PA1120			STM2672
N1.HOG0002383	OG0001982	n0		b2778		PA1451, PA1450, PA0536			
N1.HOG0002384	OG0001983	n0		b2820	Rv0630c	PA4284			STM2994
N1.HOG0002385	OG0001984	n0		b2822	Rv0631c	PA4285			STM2996
N1.HOG0002386	OG0001985	n0		b2833					STM3007, STM1673, STM1585
N1.HOG0002387	OG0001986	n0		b2889	Rv1745c			XNR_RS01375	STM3039
N1.HOG0002388	OG0001987	n0		b2908		PA5224		XNR_RS14450	STM3058
N1.HOG0002389	OG0001988	n0		b2914		PA0330			STM3063
N1.HOG0002390	OG0001989	n0		b2920		PA5299, PA5445			STM3118
N1.HOG0002391	OG0001990	n0		b2925	Rv0363c			XNR_RS15860	STM3068
N1.HOG0002392	OG0001991	n0		b2959		PA3046, PA1842			STM3108
N1.HOG0002393	OG0001992	n0		b3024		PA0320			PSLT020, STM3176
N1.HOG0002394	OG0001993	n0		b3026		PA2480, PA4777			STM3178
N1.HOG0002395	OG0001994	n0		b3031		PA4968		XNR_RS23560	STM3182
N1.HOG0002396	OG0001995	n0		b3032	Rv0805	PA4969			STM3183
N1.HOG0002397	OG0001996	n0		b3040	Rv0318c	PA4467			STM3190
N1.HOG0002398	OG0001997	n0		b3071				XNR_RS27150	STM3215
N1.HOG0002399	OG0001998	n0		b3102		PA2610		XNR_RS27710	STM3233
N1.HOG0002400	OG0001999	n0		b3104, b3103		PA0563			STM3234
N1.HOG0002401	OG0002000	n0		b3188					STM3306, STM2374, STM2749
N1.HOG0002402	OG0002001	n0		b3198		PA4458		XNR_RS19620	STM3316
N1.HOG0002403	OG0002002	n0		b3900, b3204		PA4464			STM3322
N1.HOG0002404	OG0002003	n0		b3238					STM0082, STM3362, STM3361
