HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N5.HOG0000998	OG0000583	n1		b0584					STM0585
N5.HOG0000999	OG0000583	n3							STM2777
N5.HOG0001000	OG0000584	n2		b0589					STM0591
N5.HOG0001001	OG0000585	n1		b2906					STM3056
N5.HOG0001002	OG0000585	n5		b0662					STM0671
N5.HOG0001003	OG0000585	n6		b2907					STM3057
N5.HOG0001004	OG0000586	n0		b0805					
N5.HOG0001005	OG0000587	n0		b0814					STM0833, STM1043, STM0920, STM0346, STM3031, STM1246, PSLT009
N5.HOG0001006	OG0000588	n0		b0845					STM0868
N5.HOG0001007	OG0000589	n0		b0932					STM1057
N5.HOG0001008	OG0000590	n0		b1124					STM1223
N5.HOG0001009	OG0000591	n0		b1623					STM1463
N5.HOG0001010	OG0000592	n2							STM1107, STM2274
N5.HOG0001011	OG0000592	n4		b2246					STM2290
N5.HOG0001012	OG0000593	n2		b2281					STM2321
N5.HOG0001013	OG0000593	n6		b2488					
N5.HOG0001014	OG0000594	n0		b2289					STM2330
N5.HOG0001015	OG0000595	n5		b2502					STM2502
N5.HOG0001016	OG0000595	n6		b3779					STM3913
N5.HOG0001017	OG0000596	n0		b3193					STM3311
N5.HOG0001018	OG0000597	n0		b3194					STM3312
N5.HOG0001019	OG0000598	n0		b3290					STM3409
N5.HOG0001020	OG0000599	n2		b4012					STM4181
N5.HOG0001021	OG0000599	n4		b3550					STM3643
N5.HOG0001022	OG0000600	n0		b4015					STM4184
N5.HOG0001023	OG0000601	n1							STM3171, STM4052
N5.HOG0001024	OG0000601	n4		b3578					STM3672
N5.HOG0001025	OG0000603	n3							STM2093
N5.HOG0001026	OG0000608	n3							STM2027
N5.HOG0001027	OG0000608	n5							STM2024
N5.HOG0001028	OG0000620	n0		b3700					STM3836
N5.HOG0001029	OG0000621	n0		b0893					STM0963
N5.HOG0001030	OG0000622	n0		b2114					STM2155
N5.HOG0001031	OG0000623	n0		b1207					STM1780
N5.HOG0001032	OG0000624	n0		b3360					STM3469
N5.HOG0001033	OG0000625	n0		b4129, b2890					STM3040
N5.HOG0001034	OG0000626	n0		b0526					STM0537
N5.HOG0001035	OG0000627	n0		b4180					STM4369
N5.HOG0001036	OG0000628	n0		b3983					STM4149
N5.HOG0001037	OG0000629	n0		b3985					STM4151
N5.HOG0001038	OG0000630	n0		b3987					STM4153
N5.HOG0001039	OG0000631	n0		b3988					STM4154
N5.HOG0001040	OG0000632	n0		b3341					STM3447
N5.HOG0001041	OG0000633	n0		b3321					STM3441
N5.HOG0001042	OG0000634	n0		b3320					STM3440
N5.HOG0001043	OG0000635	n0		b3318					STM3438
N5.HOG0001044	OG0000636	n0		b3317					STM3437
N5.HOG0001045	OG0000637	n0		b3316					STM3436
N5.HOG0001046	OG0000638	n0		b3314					STM3434
N5.HOG0001047	OG0000639	n0		b3312					STM3432
N5.HOG0001048	OG0000640	n0		b3310					STM3430
N5.HOG0001049	OG0000641	n0		b3308					STM3428
N5.HOG0001050	OG0000642	n0		b3306					STM3426
N5.HOG0001051	OG0000643	n0		b3305					STM3425
N5.HOG0001052	OG0000644	n0		b3303					STM3423
N5.HOG0001053	OG0000645	n0		b3300					STM3420
N5.HOG0001054	OG0000646	n0		b0474					STM0488
N5.HOG0001055	OG0000647	n0		b3298					STM3418
N5.HOG0001056	OG0000648	n0		b3297					STM3417
N5.HOG0001057	OG0000649	n0		b3231					STM3345
N5.HOG0001058	OG0000650	n0		b3230					STM3344
N5.HOG0001059	OG0000651	n0		b2113					STM2154
N5.HOG0001060	OG0000652	n0		b1107					STM1209
N5.HOG0001061	OG0000653	n0		b3176					STM3294
N5.HOG0001062	OG0000654	n0		b3141, b3718, b0678					STM0684
N5.HOG0001063	OG0000655	n0		b1524, b0485					STM1525
N5.HOG0001064	OG0000656	n0		b2957					STM3598, STM3106
N5.HOG0001065	OG0000657	n3		b1233					STM1755
N5.HOG0001066	OG0000658	n2		b2678					STM2810
N5.HOG0001067	OG0000659	n0		b1740					STM1310
N5.HOG0001068	OG0000660	n1		b1015					STM1125
N5.HOG0001069	OG0000660	n4		b3258					STM3382
N5.HOG0001070	OG0000661	n4		b4196					STM4386
N5.HOG0001071	OG0000661	n5		b3581					STM3675
N5.HOG0001072	OG0000662	n0		b3184					STM4395
N5.HOG0001073	OG0000663	n0		b2311					STM2356, STM2921
N5.HOG0001074	OG0000664	n3		b3496					STM3592
N5.HOG0001075	OG0000664	n4		b1634					STM1452
N5.HOG0001076	OG0000665	n0		b2078					STM2130
N5.HOG0001077	OG0000666	n0		b1858					STM1892, STM0771
N5.HOG0001078	OG0000667	n0		b0713					STM0714
N5.HOG0001079	OG0000668	n0		b0711					STM0712
N5.HOG0001080	OG0000669	n0		b4125					STM4304
N5.HOG0001081	OG0000670	n0		b2782					
N5.HOG0001082	OG0000675	n0		b1008					
N5.HOG0001083	OG0000678	n0		b0417					STM0419
N5.HOG0001084	OG0000679	n0		b1961					STM1992
N5.HOG0001085	OG0000680	n0		b0523					STM0534
N5.HOG0001086	OG0000681	n0		b0522					STM0533
N5.HOG0001087	OG0000682	n0		b2476					STM2487
N5.HOG0001088	OG0000683	n0		b2557					STM2565
N5.HOG0001089	OG0000684	n0		b2499					STM2499
N5.HOG0001090	OG0000685	n0		b4005					STM4175
N5.HOG0001091	OG0000686	n0		b3508					STM3764
N5.HOG0001092	OG0000687	n0		b2086					STM2140
N5.HOG0001093	OG0000688	n0		b4391					STM4581
N5.HOG0001094	OG0000689	n0		b1449					STM1589
N5.HOG0001095	OG0000691	n0		b0968					STM1083
N5.HOG0001096	OG0000692	n0		b3910					STM4056
N5.HOG0001097	OG0000693	n0		b3886					STM4027
N5.HOG0001098	OG0000694	n0		b0808					STM0827
N5.HOG0001099	OG0000695	n0		b2304					STM2350
N5.HOG0001100	OG0000696	n0		b3994					STM4164
N5.HOG0001101	OG0000697	n0		b3927					STM2037, STM4087
N5.HOG0001102	OG0000698	n2		b0445					STM0456
N5.HOG0001103	OG0000698	n3		b0069					STM2759, STM3860, STM0109
N5.HOG0001104	OG0000699	n0		b2923					STM3066
N5.HOG0001105	OG0000700	n0		b3958					STM4121
N5.HOG0001106	OG0000701	n0		b3959					STM4122
N5.HOG0001107	OG0000702	n0		b3993					STM4163
N5.HOG0001108	OG0000703	n3		b4361					STM4543
N5.HOG0001109	OG0000703	n4		b1360					STM1015, STM2625
N5.HOG0001110	OG0000704	n0		b1232					STM1756
N5.HOG0001111	OG0000705	n0		b0242					STM0321
N5.HOG0001112	OG0000706	n0		b3829					STM3965
N5.HOG0001113	OG0000707	n1		b0164					
N5.HOG0001114	OG0000708	n0		b2379					STM2402
N5.HOG0001115	OG0000709	n0		b2167					STM3255, STM3858, STM2204
N5.HOG0001116	OG0000710	n3		b0844					STM0867
N5.HOG0001117	OG0000710	n4		b0822					STM0840, STM0842
N5.HOG0001118	OG0000711	n0		b0089					STM0127
N5.HOG0001119	OG0000712	n0		b0430					STM0441
N5.HOG0001120	OG0000713	n0		b0082					STM0120
N5.HOG0001121	OG0000714	n0		b1269					STM1719
N5.HOG0001122	OG0000715	n0		b0026					STM0046
N5.HOG0001123	OG0000716	n0		b0145					STM0186
N5.HOG0001124	OG0000717	n0		b4245					STM4460
N5.HOG0001125	OG0000718	n0		b3642					STM3733
N5.HOG0001126	OG0000719	n0		b3639					STM3730
N5.HOG0001127	OG0000720	n0		b3289					STM3408
N5.HOG0001128	OG0000721	n0		b4161					STM4349
N5.HOG0001129	OG0000722	n0		b3464					STM3571
N5.HOG0001130	OG0000723	n0		b2610					STM2677
N5.HOG0001131	OG0000724	n0		b0183					STM0230
N5.HOG0001132	OG0000725	n0		b0728					STM0738
N5.HOG0001133	OG0000726	n0		b0729					STM0739
N5.HOG0001134	OG0000727	n2		b1941					STM1972
N5.HOG0001135	OG0000727	n4							STM1415, STM2894
N5.HOG0001136	OG0000728	n2		b1879					STM1913
N5.HOG0001137	OG0000728	n4							STM2896, STM1414
N5.HOG0001138	OG0000729	n0		b1887					STM1920
N5.HOG0001139	OG0000730	n0		b0169					STM0216
N5.HOG0001140	OG0000731	n0		b0171					STM0218
N5.HOG0001141	OG0000732	n0		b0194					STM0242
N5.HOG0001142	OG0000733	n0		b0215					STM0264
N5.HOG0001143	OG0000734	n0		b3169					STM3287
N5.HOG0001144	OG0000735	n0		b3166					STM3284
N5.HOG0001145	OG0000736	n0		b4173					STM4362
N5.HOG0001146	OG0000737	n0		b1276					STM1712
N5.HOG0001147	OG0000738	n0		b3212					STM3330
N5.HOG0001148	OG0000739	n0		b0386					STM0386
N5.HOG0001149	OG0000740	n1		b3943					
N5.HOG0001150	OG0000740	n2		b1533					STM1517
N5.HOG0001151	OG0000741	n0		b1830					STM1845
N5.HOG0001152	OG0000742	n0		b4219					STM4408
N5.HOG0001153	OG0000743	n0		b2899					STM3049
N5.HOG0001154	OG0000744	n0		b3973					STM4138
N5.HOG0001155	OG0000746	n0		b1261					STM1726
N5.HOG0001156	OG0000747	n0		b1263					STM1724
N5.HOG0001157	OG0000748	n0		b3389					STM3486
N5.HOG0001158	OG0000749	n0		b2329					STM2384
N5.HOG0001159	OG0000750	n0		b2518					STM2526
N5.HOG0001160	OG0000751	n0		b3608					STM3700
N5.HOG0001161	OG0000752	n0		b0415					STM0417
N5.HOG0001162	OG0000753	n0		b0414					STM0416
N5.HOG0001163	OG0000754	n0		b2584					STM2651
N5.HOG0001164	OG0000755	n0							STM1545
N5.HOG0001165	OG0000756	n0		b0334					STM0370
N5.HOG0001166	OG0000757	n2		b3327					
N5.HOG0001167	OG0000757	n4		b0106					STM0142
N5.HOG0001168	OG0000758	n0		b2912					STM3061
N5.HOG0001169	OG0000759	n0		b3725					STM3854
N5.HOG0001170	OG0000760	n0		b3726					STM3855
N5.HOG0001171	OG0000761	n0		b3727					STM3856
N5.HOG0001172	OG0000762	n0		b0029					STM0049
N5.HOG0001173	OG0000763	n0		b2566					STM2580
N5.HOG0001174	OG0000764	n0		b3441					STM3546
N5.HOG0001175	OG0000765	n0		b0752					STM0758
N5.HOG0001176	OG0000766	n0		b3967					STM4131
N5.HOG0001177	OG0000767	n0		b0325, b4269					STM4486
N5.HOG0001178	OG0000768	n2		b1818					STM1831
N5.HOG0001179	OG0000768	n3		b3139					STM0575, STM4537, STM3770
N5.HOG0001180	OG0000769	n0		b1097					STM1199
N5.HOG0001181	OG0000770	n0		b0892					STM0962
N5.HOG0001182	OG0000771	n0		b0750					STM0756
N5.HOG0001183	OG0000772	n0		b0109					STM0145
N5.HOG0001184	OG0000773	n0		b2599					STM2667
N5.HOG0001185	OG0000774	n0		b4258					STM4475
N5.HOG0001186	OG0000775	n0		b0369					STM0372
N5.HOG0001187	OG0000776	n0		b3805					STM3938
N5.HOG0001188	OG0000777	n0		b1210					STM1777
N5.HOG0001189	OG0000778	n0		b0439					STM0450
N5.HOG0001190	OG0000779	n0		b3774					STM3909
N5.HOG0001191	OG0000780	n0		b2954					STM3103
N5.HOG0001192	OG0000781	n0		b3643					STM3734
N5.HOG0001193	OG0000782	n0		b1714					STM1337
N5.HOG0001194	OG0000783	n0		b3898, b2384, b4305					STM1612
N5.HOG0001195	OG0000784	n0		b3960					STM4123
N5.HOG0001196	OG0000785	n0		b3172					STM3290
N5.HOG0001197	OG0000786	n0		b3296					STM3416
N5.HOG0001198	OG0000788	n0		b0812					STM0831
N5.HOG0001199	OG0000789	n1		b0593					STM0595
N5.HOG0001200	OG0000790	n0		b4056					STM4250
N5.HOG0001201	OG0000791	n0		b1603					STM1479
N5.HOG0001202	OG0000792	n0		b0628					STM0633
N5.HOG0001203	OG0000793	n0		b1683					STM1370
N5.HOG0001204	OG0000794	n2		b0198					STM0246
N5.HOG0001205	OG0000794	n5							STM0512
N5.HOG0001206	OG0000795	n2							STM0511
N5.HOG0001207	OG0000795	n3		b0199					STM0247
N5.HOG0001208	OG0000796	n0							STM2050
N5.HOG0001209	OG0000797	n0		b4065					STM4269
N5.HOG0001210	OG0000798	n0		b2131					STM2165, STM1493
N5.HOG0001211	OG0000799	n0		b2926					STM3069
N5.HOG0001212	OG0000801	n0		b1463					STM1582
N5.HOG0001213	OG0000802	n0		b2025					STM2077
N5.HOG0001214	OG0000803	n0		b2022					STM2074
N5.HOG0001215	OG0000804	n0		b2020					STM2072
N5.HOG0001216	OG0000805	n0		b2019					STM2071
N5.HOG0001217	OG0000806	n0		b4058					STM4254
N5.HOG0001218	OG0000807	n0		b3784					STM3918
N5.HOG0001219	OG0000808	n0		b0451					STM0463
N5.HOG0001220	OG0000809	n0		b3189					STM3307
N5.HOG0001221	OG0000810	n0		b3732					STM3865
N5.HOG0001222	OG0000811	n0		b2498					STM2498
N5.HOG0001223	OG0000812	n0		b3282					STM3402
N5.HOG0001224	OG0000813	n0		b2780					STM2953
N5.HOG0001225	OG0000814	n0		b1876					STM1909
N5.HOG0001226	OG0000815	n3		b0813					STM0832
N5.HOG0001227	OG0000816	n0		b2580					STM2647
N5.HOG0001228	OG0000817	n0		b4067					STM4273
N5.HOG0001229	OG0000818	n0		b4167					STM4356
N5.HOG0001230	OG0000819	n0		b4177					STM4366
N5.HOG0001231	OG0000821	n0		b2038					STM2094
N5.HOG0001232	OG0000822	n4		b2464					STM2473
N5.HOG0001233	OG0000822	n5		b0008					STM0007
N5.HOG0001234	OG0000823	n0		b0021, b1893, b3445, b0264, b0274, b0988, b4710					
N5.HOG0001235	OG0000824	n2							STM0429
N5.HOG0001236	OG0000824	n3		b0068					STM0108
N5.HOG0001237	OG0000825	n0		b0114					STM0152
N5.HOG0001238	OG0000826	n1		b2808					STM2982
N5.HOG0001239	OG0000826	n3		b0254					
N5.HOG0001240	OG0000827	n0		b0311					
N5.HOG0001241	OG0000828	n0		b0353					STM2179
N5.HOG0001242	OG0000830	n0		b0489					STM0501
N5.HOG0001243	OG0000831	n2		b2739					STM2915
N5.HOG0001244	OG0000831	n4		b0508					STM0518
N5.HOG0001245	OG0000832	n1		b3145					STM0174, STM3637
N5.HOG0001246	OG0000832	n4		b0533					STM0547
N5.HOG0001247	OG0000832	n5		b0941					STM0024
N5.HOG0001248	OG0000833	n0		b0695					STM0703
N5.HOG0001249	OG0000834	n1		b1590					STM1496
N5.HOG0001250	OG0000834	n2		b0896					STM4307, STM0613, STM2528, STM0966
N5.HOG0001251	OG0000835	n0		b1033					STM1135
N5.HOG0001252	OG0000836	n0		b1069					STM1170
N5.HOG0001253	OG0000837	n0		b1493, b3517					
N5.HOG0001254	OG0000838	n3		b1497					STM1287
N5.HOG0001255	OG0000838	n4		b3800					STM3966, STM0036
N5.HOG0001256	OG0000839	n0		b1501					
N5.HOG0001257	OG0000840	n1		b1525					STM1524
N5.HOG0001258	OG0000840	n4							STM4519
N5.HOG0001259	OG0000841	n3		b4323					STM3136
N5.HOG0001260	OG0000841	n4		b2172, b1542					STM1508
N5.HOG0001261	OG0000842	n0		b1644					STM1442
N5.HOG0001262	OG0000843	n0		b1653					
N5.HOG0001263	OG0000844	n0		b1792					STM1277
N5.HOG0001264	OG0000845	n0		b1803					
N5.HOG0001265	OG0000846	n0		b2051					
N5.HOG0001266	OG0000847	n0		b2065					STM2121
N5.HOG0001267	OG0000848	n4		b2077					STM2129
N5.HOG0001268	OG0000848	n5		b3754					STM3887
N5.HOG0001269	OG0000849	n0		b2184					STM0900, STM2223
N5.HOG0001270	OG0000850	n4		b2266					STM2311
N5.HOG0001271	OG0000850	n5		b3098					STM3229
N5.HOG0001272	OG0000851	n0		b2276					STM2316
N5.HOG0001273	OG0000852	n0		b2282					STM2322
N5.HOG0001274	OG0000853	n0		b2286					STM2326
N5.HOG0001275	OG0000854	n0		b2287					STM2327
N5.HOG0001276	OG0000855	n0		b2292					STM2333, STM0765, STM3356
N5.HOG0001277	OG0000856	n2		b2425					STM2444
N5.HOG0001278	OG0000856	n4		b3917					STM4063
N5.HOG0001279	OG0000857	n4		b4403					STM4600
N5.HOG0001280	OG0000857	n5		b2532					STM2545
N5.HOG0001281	OG0000858	n1		b2710					STM2840
N5.HOG0001282	OG0000858	n5							STM1533
N5.HOG0001283	OG0000859	n5		b2879					
N5.HOG0001284	OG0000860	n3		b3070					STM3214
N5.HOG0001285	OG0000861	n0		b3081					STM3219
N5.HOG0001286	OG0000862	n0		b3232					STM3346
N5.HOG0001287	OG0000863	n0		b3418					STM3515
N5.HOG0001288	OG0000864	n0		b3421					STM3519
N5.HOG0001289	OG0000865	n3		b3460					STM3567
N5.HOG0001290	OG0000865	n4		b3458					STM3564
N5.HOG0001291	OG0000866	n0		b4135					STM4322
N5.HOG0001292	OG0000867	n0		b4207					STM4397
N5.HOG0001293	OG0000868	n0		b4333					PSLT007, PSLT010, STM4310
N5.HOG0001294	OG0000869	n0		b3823					STM3959
N5.HOG0001295	OG0000878	n0							STM2030, STM2031
N5.HOG0001296	OG0000886	n0							STM4098, STM3981, STM3192, STM3191, STM0038, STM0032, STM3980
N5.HOG0001297	OG0000887	n0		b3702					STM3838
N5.HOG0001298	OG0000888	n0		b3701					STM3837
N5.HOG0001299	OG0000889	n0		b0471					STM0485
N5.HOG0001300	OG0000890	n0		b0472					STM0486
N5.HOG0001301	OG0000891	n0		b1099					STM1201
N5.HOG0001302	OG0000892	n0		b3146					STM3263
N5.HOG0001303	OG0000894	n0		b1208					STM1779
N5.HOG0001304	OG0000895	n0		b3730					STM3862
N5.HOG0001305	OG0000896	n0		b2185					STM2224
N5.HOG0001306	OG0000897	n0		b1204					STM1783
N5.HOG0001307	OG0000898	n0		b1114					STM1216
N5.HOG0001308	OG0000899	n0		b2781					STM2954
N5.HOG0001309	OG0000900	n0		b0188					STM0236
N5.HOG0001310	OG0000901	n0		b0125					STM0170
N5.HOG0001311	OG0000902	n0		b0441					STM0452
N5.HOG0001312	OG0000903	n0		b1096					STM1198
N5.HOG0001313	OG0000904	n0		b3177					STM3295
N5.HOG0001314	OG0000905	n0		b3260					STM3384
N5.HOG0001315	OG0000906	n0		b2747					STM2930
N5.HOG0001316	OG0000907	n0		b2746					STM2929
N5.HOG0001317	OG0000908	n0		b2400					STM2415
N5.HOG0001318	OG0000909	n0		b3607					STM3699
N5.HOG0001319	OG0000910	n0		b3982					STM4148
N5.HOG0001320	OG0000911	n0		b3984					STM4150
N5.HOG0001321	OG0000912	n0		b3986					STM4152
N5.HOG0001322	OG0000913	n0		b3342					STM3448
N5.HOG0001323	OG0000914	n0		b3319					STM3439
N5.HOG0001324	OG0000915	n0		b3315					STM3435
N5.HOG0001325	OG0000916	n0		b3313					STM3433
N5.HOG0001326	OG0000917	n0		b3311					STM3431
N5.HOG0001327	OG0000918	n0		b3309					STM3429
N5.HOG0001328	OG0000919	n0		b3304					STM3424
N5.HOG0001329	OG0000920	n0		b3302					STM3422
N5.HOG0001330	OG0000921	n0		b3301					STM3421
N5.HOG0001331	OG0000922	n0		b0884					STM0953
N5.HOG0001332	OG0000923	n0		b3299					STM3419
N5.HOG0001333	OG0000924	n0		b3295					STM3415
N5.HOG0001334	OG0000925	n0		b3294					STM3414
N5.HOG0001335	OG0000926	n0		b2318					STM2368
N5.HOG0001336	OG0000927	n0		b1849					STM1883
N5.HOG0001337	OG0000930	n0		b2677					STM2809
N5.HOG0001338	OG0000931	n0		b3365					STM3474
N5.HOG0001339	OG0000935	n0		b0635					STM1910, STM0640
N5.HOG0001340	OG0000936	n0		b0363, b1022					
N5.HOG0001341	OG0000937	n0		b0871					STM0935
N5.HOG0001342	OG0000938	n0		b0086					STM0124
N5.HOG0001343	OG0000940	n0		b3502					
N5.HOG0001344	OG0000941	n0		b1753					STM2804
N5.HOG0001345	OG0000942	n0		b2182					STM2221
N5.HOG0001346	OG0000944	n0		b4168					STM4357
N5.HOG0001347	OG0000945	n0		b1807					STM1820
N5.HOG0001348	OG0000946	n0		b4142					STM4329
N5.HOG0001349	OG0000948	n0		b2500					STM2500
N5.HOG0001350	OG0000949	n0		b4006					STM4176
N5.HOG0001351	OG0000950	n0		b3813					STM3951
N5.HOG0001352	OG0000951	n0		b2411					STM2427
N5.HOG0001353	OG0000952	n0		b2764					STM2948
N5.HOG0001354	OG0000953	n2		b3063, b0612					STM0618
N5.HOG0001355	OG0000953	n4		b0770					STM3166
N5.HOG0001356	OG0000954	n0		b0898					STM0968
N5.HOG0001357	OG0000955	n2		b1734					STM1316
N5.HOG0001358	OG0000956	n0		b2698					STM2828
N5.HOG0001359	OG0000957	n0		b2961					STM3110
N5.HOG0001360	OG0000959	n0		b0934					
N5.HOG0001361	OG0000960	n0		b3307					STM3427
N5.HOG0001362	OG0000961	n0							STM4104, STM0033
N5.HOG0001363	OG0000962	n0		b3713					STM3850
N5.HOG0001364	OG0000963	n0		b4178					STM4367
N5.HOG0001365	OG0000964	n0		b1422					STM1625
N5.HOG0001366	OG0000965	n0		b4093					STM4287
N5.HOG0001367	OG0000967	n0		b3775					STM3910
N5.HOG0001368	OG0000968	n0		b3997					STM4167
N5.HOG0001369	OG0000969	n0		b1065					STM1166
N5.HOG0001370	OG0000971	n0		b2750					STM2933
N5.HOG0001371	OG0000972	n0		b4019					STM4188
N5.HOG0001372	OG0000973	n0		b0426					STM0435
N5.HOG0001373	OG0000974	n0		b1053					STM0382, STM1154
N5.HOG0001374	OG0000975	n0		b4407					STM4161
N5.HOG0001375	OG0000976	n0		b3991					STM4160
N5.HOG0001376	OG0000977	n0		b1288					STM1700
N5.HOG0001377	OG0000978	n2		b0517					STM0528
N5.HOG0001378	OG0000978	n3		b0801					STM3081
N5.HOG0001379	OG0000979	n0		b1192					STM1800
N5.HOG0001380	OG0000980	n0		b1325					STM1681
N5.HOG0001381	OG0000981	n0		b0243					STM0322
N5.HOG0001382	OG0000982	n0		b1922					STM1956
N5.HOG0001383	OG0000983	n1		b1890					STM1923
N5.HOG0001384	OG0000984	n0							STM0402
N5.HOG0001385	OG0000987	n0		b3871					STM4009
N5.HOG0001386	OG0000988	n0		b3465					STM3572
N5.HOG0001387	OG0000989	n0		b3634					STM3725
N5.HOG0001388	OG0000990	n0		b1234					STM1754
N5.HOG0001389	OG0000991	n0		b0085					STM0123
N5.HOG0001390	OG0000992	n0		b0087					STM0125
N5.HOG0001391	OG0000993	n0		b0088					STM0126
N5.HOG0001392	OG0000994	n0		b0090					STM0128
N5.HOG0001393	OG0000995	n0		b3972					STM4137
N5.HOG0001394	OG0000996	n0		b0095					STM0133
N5.HOG0001395	OG0000997	n0		b2593					STM2661
N5.HOG0001396	OG0000998	n0		b2951					STM3100
N5.HOG0001397	OG0000999	n0		b0027					STM0047
N5.HOG0001398	OG0001000	n0		b2497, b1006					STM2497
N5.HOG0001399	OG0001002	n0		b3648					STM3740
N5.HOG0001400	OG0001003	n0		b3649					STM3741
N5.HOG0001401	OG0001004	n0		b3935					STM4095
N5.HOG0001402	OG0001005	n0		b3288					STM3407
N5.HOG0001403	OG0001006	n0		b3386					STM3483
N5.HOG0001404	OG0001007	n0		b3652					STM3744
N5.HOG0001405	OG0001008	n0		b2567					STM2581
N5.HOG0001406	OG0001009	n0		b2609					STM2676
N5.HOG0001407	OG0001010	n0		b2608					STM2675
N5.HOG0001408	OG0001011	n0		b2607					STM2674
N5.HOG0001409	OG0001012	n0		b2606					STM2673
N5.HOG0001410	OG0001013	n0		b4473					STM3405
N5.HOG0001411	OG0001014	n1							STM2891
N5.HOG0001412	OG0001014	n2		b1946					STM1977
N5.HOG0001413	OG0001015	n2		b1880					STM1914
N5.HOG0001414	OG0001015	n4							STM1422
N5.HOG0001415	OG0001016	n0		b0170					STM0217
N5.HOG0001416	OG0001017	n0		b0172					STM0219
N5.HOG0001417	OG0001018	n0		b0173					STM0220
N5.HOG0001418	OG0001019	n0		b0176					STM0223
N5.HOG0001419	OG0001020	n0		b3170					STM3288
N5.HOG0001420	OG0001021	n0		b3167					STM3285
N5.HOG0001421	OG0001022	n0		b0025					STM0045
N5.HOG0001422	OG0001023	n0		b3165					STM3283
N5.HOG0001423	OG0001024	n0		b3164					STM3282
N5.HOG0001424	OG0001025	n0		b2699					STM2829
N5.HOG0001425	OG0001026	n0		b4171					STM4360
N5.HOG0001426	OG0001028	n0		b4043					STM4237
N5.HOG0001427	OG0001029	n0		b3182					STM3300
N5.HOG0001428	OG0001030	n0		b3879, b2544					STM4020
N5.HOG0001429	OG0001031	n0		b0726					STM0736
N5.HOG0001430	OG0001033	n0		b1646					STM0924, STM1044, STM1440
N5.HOG0001431	OG0001034	n0		b1185					STM3194, STM1807
N5.HOG0001432	OG0001035	n0		b1778					STM1291
N5.HOG0001433	OG0001036	n0		b4044					STM4238
N5.HOG0001434	OG0001037	n0		b1710					STM1341
N5.HOG0001435	OG0001038	n0		b2798					STM2972
N5.HOG0001436	OG0001039	n0		b1850					STM1884
N5.HOG0001437	OG0001041	n0		b0131					STM0180
N5.HOG0001438	OG0001042	n0		b0133					STM0181
N5.HOG0001439	OG0001043	n0		b0031					STM0064
N5.HOG0001440	OG0001044	n0		b0908					STM0978
N5.HOG0001441	OG0001045	n0		b1884					STM1918
N5.HOG0001442	OG0001046	n0		b2511					STM2519
N5.HOG0001443	OG0001047	n0		b0910					STM0980
N5.HOG0001444	OG0001049	n0		b1662					STM1426
N5.HOG0001445	OG0001050	n0		b2029					STM2081
N5.HOG0001446	OG0001051	n0		b2616					STM2684
N5.HOG0001447	OG0001052	n0		b3237					STM4463, STM3360
N5.HOG0001448	OG0001053	n0		b0422					STM0424
N5.HOG0001449	OG0001054	n0		b2509					STM2512
N5.HOG0001450	OG0001055	n0		b0529					STM0542
N5.HOG0001451	OG0001056	n0		b0416					STM0418
N5.HOG0001452	OG0001057	n0		b3328					
N5.HOG0001453	OG0001058	n0		b2515					STM2523
N5.HOG0001454	OG0001059	n0		b3066					STM3210
N5.HOG0001455	OG0001060	n0		b0659					STM0668
N5.HOG0001456	OG0001061	n0		b0660					STM0669
N5.HOG0001457	OG0001062	n0		b2946					STM3094
N5.HOG0001458	OG0001063	n0		b3259					STM3383
N5.HOG0001459	OG0001064	n0		b0014					STM0012
N5.HOG0001460	OG0001065	n0		b2614					STM2681
N5.HOG0001461	OG0001066	n0		b2569					STM2583
N5.HOG0001462	OG0001067	n0		b0023					STM0043
N5.HOG0001463	OG0001068	n0		b0442					STM0453
N5.HOG0001464	OG0001069	n0		b0637					STM0642
N5.HOG0001465	OG0001070	n0		b0639					STM0645
N5.HOG0001466	OG0001071	n0		b0401					STM0399
N5.HOG0001467	OG0001072	n4		b0187					
N5.HOG0001468	OG0001073	n0							STM2232
N5.HOG0001469	OG0001076	n0		b2949					STM3097
N5.HOG0001470	OG0001077	n0		b1133					STM1234
N5.HOG0001471	OG0001078	n0		b2531					STM2544
N5.HOG0001472	OG0001079	n0		b1866					STM1901
N5.HOG0001473	OG0001080	n0		b3887					STM4028
N5.HOG0001474	OG0001081	n0		b0409					STM0408
N5.HOG0001475	OG0001082	n0		b0405					STM0404, STM1548
N5.HOG0001476	OG0001083	n0		b1861					STM1895
N5.HOG0001477	OG0001084	n0		b1864					STM1899
N5.HOG0001478	OG0001085	n0		b3183					STM3301
N5.HOG0001479	OG0001086	n0		b3185					STM3303
N5.HOG0001480	OG0001087	n0		b3186					STM3304
N5.HOG0001481	OG0001088	n0		b2315					STM2365
N5.HOG0001482	OG0001089	n0		b0438					STM0449
N5.HOG0001483	OG0001090	n0		b0436					STM0447
N5.HOG0001484	OG0001091	n0		b0078					STM0117
N5.HOG0001485	OG0001092	n0		b1913					STM1946
N5.HOG0001486	OG0001093	n0		b1716					STM1336
N5.HOG0001487	OG0001094	n0		b1717					STM1335
N5.HOG0001488	OG0001095	n0		b1718					STM1334
N5.HOG0001489	OG0001096	n0		b0413					STM0415
