Orthogroup	Eco	Mtu	Pae	Sal	Sen	sac
OG0006908			NP_250530.1			
OG0006909			NP_250531.1			
OG0006910			NP_250535.1			
OG0006911			NP_250536.1			
OG0006912			NP_250537.1			
OG0006913			NP_250540.1			
OG0006914			NP_250543.1			
OG0006915			NP_250556.1			
OG0006916			NP_250558.1			
OG0006917			NP_250561.1			
OG0006918			NP_250563.1			
OG0006919			NP_250570.1			
OG0006920			NP_250578.1			
OG0006921			NP_250579.1			
OG0006922			NP_250580.1			
OG0006923			NP_250582.1			
OG0006924			NP_250583.1			
OG0006925			NP_250585.1			
OG0006926			NP_250586.1			
OG0006927			NP_250587.1			
OG0006928			NP_250588.1			
OG0006929			NP_250596.1			
OG0006930			NP_250597.1			
OG0006931			NP_250603.1			
OG0006932			NP_250604.1			
OG0006933			NP_250613.1			
OG0006934			NP_250614.1			
OG0006935			NP_250615.1			
OG0006936			NP_250619.1			
OG0006937			NP_250624.1			
OG0006938			NP_250629.1			
OG0006939			NP_250630.1			
OG0006940			NP_250632.1			
OG0006941			NP_250642.1			
OG0006942			NP_250644.1			
OG0006943			NP_250645.1			
OG0006944			NP_250646.1			
OG0006945			NP_250647.1			
OG0006946			NP_250655.1			
OG0006947			NP_250657.1			
OG0006948			NP_250658.1			
OG0006949			NP_250659.1			
OG0006950			NP_250660.1			
OG0006951			NP_250664.1			
OG0006952			NP_250665.1			
OG0006953			NP_250671.1			
OG0006954			NP_250673.1			
OG0006955			NP_250675.1			
OG0006956			NP_250676.1			
OG0006957			NP_250677.1			
OG0006958			NP_250678.1			
OG0006959			NP_250711.1			
OG0006960			NP_250717.1			
OG0006961			NP_250719.1			
OG0006962			NP_250721.1			
OG0006963			NP_250724.1			
OG0006964			NP_250726.1			
OG0006965			NP_250727.1			
OG0006966			NP_250728.1			
OG0006967			NP_250734.1			
OG0006968			NP_250754.1			
OG0006969			NP_250765.1			
OG0006970			NP_250766.1			
OG0006971			NP_250771.1			
OG0006972			NP_250777.1			
OG0006973			NP_250778.1			
OG0006974			NP_250785.1			
OG0006975			NP_250792.1			
OG0006976			NP_250797.1			
OG0006977			NP_250799.1			
OG0006978			NP_250805.1			
OG0006979			NP_250806.1			
OG0006980			NP_250807.1			
OG0006981			NP_250812.1			
OG0006982			NP_250824.1			
OG0006983			NP_250825.1			
OG0006984			NP_250826.1			
OG0006985			NP_250827.1			
OG0006986			NP_250830.1			
OG0006987			NP_250833.1			
OG0006988			NP_250835.1			
OG0006989			NP_250839.1			
OG0006990			NP_250851.1			
OG0006991			NP_250857.1			
OG0006992			NP_250859.1			
OG0006993			NP_250863.1			
OG0006994			NP_250864.1			
OG0006995			NP_250865.1			
OG0006996			NP_250870.1			
OG0006997			NP_250872.1			
OG0006998			NP_250877.1			
OG0006999			NP_250879.1			
OG0007000			NP_250880.1			
OG0007001			NP_250881.1			
OG0007002			NP_250883.1			
OG0007003			NP_250891.1			
OG0007004			NP_250895.1			
OG0007005			NP_250897.1			
OG0007006			NP_250898.1			
OG0007007			NP_250899.1			
OG0007008			NP_250901.1			
OG0007009			NP_250906.1			
OG0007010			NP_250911.1			
OG0007011			NP_250912.1			
OG0007012			NP_250913.1			
OG0007013			NP_250914.1			
OG0007014			NP_250915.1			
OG0007015			NP_250916.1			
OG0007016			NP_250920.1			
OG0007017			NP_250925.1			
OG0007018			NP_250926.1			
OG0007019			NP_250927.1			
OG0007020			NP_250930.1			
OG0007021			NP_250932.1			
OG0007022			NP_250934.1			
OG0007023			NP_250937.1			
OG0007024			NP_250941.1			
OG0007025			NP_250944.1			
OG0007026			NP_250950.1			
OG0007027			NP_250954.1			
OG0007028			NP_250955.1			
OG0007029			NP_250958.1			
OG0007030			NP_250964.1			
OG0007031			NP_250969.1			
OG0007032			NP_250972.1			
OG0007033			NP_250977.1			
OG0007034			NP_250978.1			
OG0007035			NP_250983.1			
OG0007036			NP_250986.1			
OG0007037			NP_250987.1			
OG0007038			NP_250988.1			
OG0007039			NP_250992.1			
OG0007040			NP_250997.1			
OG0007041			NP_250999.1			
OG0007042			NP_251001.1			
OG0007043			NP_251013.1			
OG0007044			NP_251018.1			
OG0007045			NP_251020.1			
OG0007046			NP_251021.1			
OG0007047			NP_251039.1			
OG0007048			NP_251048.1			
OG0007049			NP_251052.1			
OG0007050			NP_251054.1			
OG0007051			NP_251058.1			
OG0007052			NP_251064.1			
OG0007053			NP_251065.1			
OG0007054			NP_251067.1			
OG0007055			NP_251070.1			
OG0007056			NP_251071.1			
OG0007057			NP_251074.1			
OG0007058			NP_251082.1			
OG0007059			NP_251086.1			
OG0007060			NP_251094.1			
OG0007061			NP_251095.1			
OG0007062			NP_251096.1			
OG0007063			NP_251100.1			
OG0007064			NP_251104.1			
OG0007065			NP_251105.1			
OG0007066			NP_251117.1			
OG0007067			NP_251119.1			
OG0007068			NP_251123.1			
OG0007069			NP_251126.1			
OG0007070			NP_251127.1			
OG0007071			NP_251128.1			
OG0007072			NP_251129.1			
OG0007073			NP_251130.1			
OG0007074			NP_251131.1			
OG0007075			NP_251140.1			
OG0007076			NP_251145.1			
OG0007077			NP_251147.1			
OG0007078			NP_251149.1			
OG0007079			NP_251151.1			
OG0007080			NP_251154.1			
OG0007081			NP_251155.1			
OG0007082			NP_251167.1			
OG0007083			NP_251175.1			
OG0007084			NP_251176.1			
OG0007085			NP_251177.1			
OG0007086			NP_251186.1			
OG0007087			NP_251191.1			
OG0007088			NP_251192.1			
OG0007089			NP_251193.1			
OG0007090			NP_251194.1			
OG0007091			NP_251196.1			
OG0007092			NP_251198.1			
OG0007093			NP_251228.1			
OG0007094			NP_251250.1			
OG0007095			NP_251255.1			
OG0007096			NP_251258.1			
OG0007097			NP_251259.1			
OG0007098			NP_251260.1			
OG0007099			NP_251265.1			
OG0007100			NP_251272.1			
OG0007101			NP_251283.1			
OG0007102			NP_251292.1			
OG0007103			NP_251308.1			
OG0007104			NP_251322.1			
OG0007105			NP_251323.1			
OG0007106			NP_251340.1			
OG0007107			NP_251343.1			
OG0007108			NP_251345.1			
OG0007109			NP_251347.1			
OG0007110			NP_251350.1			
OG0007111			NP_251351.1			
OG0007112			NP_251352.1			
OG0007113			NP_251353.1			
OG0007114			NP_251359.1			
OG0007115			NP_251360.1			
OG0007116			NP_251361.1			
OG0007117			NP_251362.1			
OG0007118			NP_251363.1			
OG0007119			NP_251364.1			
OG0007120			NP_251384.1			
OG0007121			NP_251387.1			
OG0007122			NP_251392.1			
OG0007123			NP_251393.1			
OG0007124			NP_251395.1			
OG0007125			NP_251398.1			
OG0007126			NP_251410.1			
OG0007127			NP_251413.1			
OG0007128			NP_251414.1			
OG0007129			NP_251415.1			
OG0007130			NP_251419.1			
OG0007131			NP_251420.1			
OG0007132			NP_251422.1			
OG0007133			NP_251426.1			
OG0007134			NP_251427.2			
OG0007135			NP_251436.1			
OG0007136			NP_251440.1			
OG0007137			NP_251449.1			
OG0007138			NP_251453.1			
OG0007139			NP_251457.1			
OG0007140			NP_251458.1			
OG0007141			NP_251462.1			
OG0007142			NP_251463.1			
OG0007143			NP_251464.1			
OG0007144			NP_251465.1			
OG0007145			NP_251468.1			
OG0007146			NP_251469.1			
OG0007147			NP_251471.1			
OG0007148			NP_251472.1			
OG0007149			NP_251473.1			
OG0007150			NP_251474.1			
OG0007151			NP_251477.1			
OG0007152			NP_251479.1			
OG0007153			NP_251480.1			
OG0007154			NP_251481.1			
OG0007155			NP_251482.1			
OG0007156			NP_251487.1			
OG0007157			NP_251489.1			
OG0007158			NP_251493.1			
OG0007159			NP_251494.1			
OG0007160			NP_251495.1			
OG0007161			NP_251497.1			
OG0007162			NP_251498.1			
OG0007163			NP_251504.1			
OG0007164			NP_251506.1			
OG0007165			NP_251507.1			
OG0007166			NP_251510.1			
OG0007167			NP_251513.1			
OG0007168			NP_251519.1			
OG0007169			NP_251521.1			
OG0007170			NP_251522.1			
OG0007171			NP_251535.1			
OG0007172			NP_251537.1			
OG0007173			NP_251542.1			
OG0007174			NP_251543.1			
OG0007175			NP_251545.1			
OG0007176			NP_251550.1			
OG0007177			NP_251553.1			
OG0007178			NP_251558.1			
OG0007179			NP_251559.1			
OG0007180			NP_251561.1			
OG0007181			NP_251562.1			
OG0007182			NP_251564.1			
OG0007183			NP_251573.1			
OG0007184			NP_251577.1			
OG0007185			NP_251584.1			
OG0007186			NP_251585.1			
OG0007187			NP_251588.1			
OG0007188			NP_251592.1			
OG0007189			NP_251609.1			
OG0007190			NP_251617.1			
OG0007191			NP_251618.1			
OG0007192			NP_251625.1			
OG0007193			NP_251627.1			
OG0007194			NP_251631.1			
OG0007195			NP_251636.2			
OG0007196			NP_251640.1			
OG0007197			NP_251644.1			
OG0007198			NP_251645.1			
OG0007199			NP_251650.1			
OG0007200			NP_251672.1			
OG0007201			NP_251673.1			
OG0007202			NP_251675.1			
OG0007203			NP_251679.2			
OG0007204			NP_251682.1			
OG0007205			NP_251687.1			
OG0007206			NP_251689.1			
OG0007207			NP_251693.1			
OG0007208			NP_251698.1			
OG0007209			NP_251699.1			
OG0007210			NP_251700.1			
OG0007211			NP_251702.1			
OG0007212			NP_251705.1			
OG0007213			NP_251706.1			
OG0007214			NP_251708.1			
OG0007215			NP_251711.1			
OG0007216			NP_251722.1			
OG0007217			NP_251729.1			
OG0007218			NP_251731.1			
OG0007219			NP_251732.1			
OG0007220			NP_251741.1			
OG0007221			NP_251742.1			
OG0007222			NP_251744.1			
OG0007223			NP_251747.1			
OG0007224			NP_251748.1			
OG0007225			NP_251750.1			
OG0007226			NP_251751.1			
OG0007227			NP_251752.1			
OG0007228			NP_251753.1			
OG0007229			NP_251754.1			
OG0007230			NP_251755.1			
OG0007231			NP_251759.2			
OG0007232			NP_251762.1			
OG0007233			NP_251764.1			
OG0007234			NP_251765.1			
OG0007235			NP_251766.1			
OG0007236			NP_251770.1			
OG0007237			NP_251774.1			
OG0007238			NP_251779.1			
OG0007239			NP_251781.1			
OG0007240			NP_251783.1			
OG0007241			NP_251785.1			
OG0007242			NP_251794.1			
OG0007243			NP_251820.1			
OG0007244			NP_251822.1			
OG0007245			NP_251831.1			
OG0007246			NP_251836.1			
OG0007247			NP_251839.1			
OG0007248			NP_251840.1			
OG0007249			NP_251841.1			
OG0007250			NP_251843.1			
OG0007251			NP_251844.1			
OG0007252			NP_251846.1			
OG0007253			NP_251848.1			
OG0007254			NP_251864.1			
OG0007255			NP_251868.1			
OG0007256			NP_251886.1			
OG0007257			NP_251893.1			
OG0007258			NP_251895.1			
OG0007259			NP_251897.1			
OG0007260			NP_251901.1			
OG0007261			NP_251902.1			
OG0007262			NP_251904.1			
OG0007263			NP_251909.1			
OG0007264			NP_251914.1			
OG0007265			NP_251920.1			
OG0007266			NP_251921.1			
OG0007267			NP_251922.1			
OG0007268			NP_251928.1			
OG0007269			NP_251931.1			
OG0007270			NP_251941.1			
OG0007271			NP_251942.1			
OG0007272			NP_251949.1			
OG0007273			NP_251963.2			
OG0007274			NP_251964.1			
OG0007275			NP_251966.1			
OG0007276			NP_251968.1			
OG0007277			NP_251974.1			
OG0007278			NP_251975.1			
OG0007279			NP_251978.1			
OG0007280			NP_251983.1			
OG0007281			NP_251988.1			
OG0007282			NP_251997.1			
OG0007283			NP_252008.1			
OG0007284			NP_252013.1			
OG0007285			NP_252016.1			
OG0007286			NP_252022.1			
OG0007287			NP_252025.1			
OG0007288			NP_252029.1			
OG0007289			NP_252032.1			
OG0007290			NP_252035.1			
OG0007291			NP_252036.1			
OG0007292			NP_252037.1			
OG0007293			NP_252041.1			
OG0007294			NP_252042.1			
OG0007295			NP_252043.1			
OG0007296			NP_252044.1			
OG0007297			NP_252049.1			
OG0007298			NP_252051.1			
OG0007299			NP_252052.1			
OG0007300			NP_252053.1			
OG0007301			NP_252054.1			
OG0007302			NP_252055.1			
OG0007303			NP_252059.1			
OG0007304			NP_252060.1			
OG0007305			NP_252061.1			
OG0007306			NP_252075.1			
OG0007307			NP_252082.1			
OG0007308			NP_252083.1			
OG0007309			NP_252086.1			
OG0007310			NP_252089.1			
OG0007311			NP_252097.1			
OG0007312			NP_252101.1			
OG0007313			NP_252104.1			
OG0007314			NP_252126.1			
OG0007315			NP_252130.1			
OG0007316			NP_252131.1			
OG0007317			NP_252140.1			
OG0007318			NP_252141.1			
OG0007319			NP_252144.1			
OG0007320			NP_252145.1			
OG0007321			NP_252150.1			
OG0007322			NP_252154.1			
OG0007323			NP_252160.1			
OG0007324			NP_252163.1			
OG0007325			NP_252173.1			
OG0007326			NP_252174.1			
OG0007327			NP_252175.1			
OG0007328			NP_252178.2			
OG0007329			NP_252186.1			
OG0007330			NP_252187.1			
OG0007331			NP_252191.1			
OG0007332			NP_252202.1			
OG0007333			NP_252203.1			
OG0007334			NP_252224.1			
OG0007335			NP_252226.1			
OG0007336			NP_252231.1			
OG0007337			NP_252232.1			
OG0007338			NP_252233.1			
OG0007339			NP_252234.1			
OG0007340			NP_252235.1			
OG0007341			NP_252237.1			
OG0007342			NP_252238.1			
OG0007343			NP_252240.1			
OG0007344			NP_252261.1			
OG0007345			NP_252262.1			
OG0007346			NP_252266.1			
OG0007347			NP_252267.1			
OG0007348			NP_252269.1			
OG0007349			NP_252286.1			
OG0007350			NP_252301.1			
OG0007351			NP_252303.1			
OG0007352			NP_252309.1			
OG0007353			NP_252337.1			
OG0007354			NP_252349.1			
OG0007355			NP_252351.1			
OG0007356			NP_252352.1			
OG0007357			NP_252353.1			
OG0007358			NP_252365.1			
OG0007359			NP_252374.1			
OG0007360			NP_252378.1			
OG0007361			NP_252384.1			
OG0007362			NP_252387.1			
OG0007363			NP_252388.1			
OG0007364			NP_252394.1			
OG0007365			NP_252398.1			
OG0007366			NP_252402.1			
OG0007367			NP_252404.1			
OG0007368			NP_252405.1			
OG0007369			NP_252407.1			
OG0007370			NP_252408.1			
OG0007371			NP_252409.2			
OG0007372			NP_252411.1			
OG0007373			NP_252423.1			
OG0007374			NP_252428.1			
OG0007375			NP_252429.1			
OG0007376			NP_252441.1			
OG0007377			NP_252448.1			
OG0007378			NP_252454.1			
OG0007379			NP_252460.1			
OG0007380			NP_252461.1			
OG0007381			NP_252464.1			
OG0007382			NP_252465.1			
OG0007383			NP_252473.1			
OG0007384			NP_252474.1			
OG0007385			NP_252475.1			
OG0007386			NP_252476.1			
OG0007387			NP_252477.1			
OG0007388			NP_252480.1			
OG0007389			NP_252482.1			
OG0007390			NP_252483.1			
OG0007391			NP_252485.1			
OG0007392			NP_252490.1			
OG0007393			NP_252494.1			
OG0007394			NP_252522.1			
OG0007395			NP_252524.1			
OG0007396			NP_252525.1			
OG0007397			NP_252526.1			
OG0007398			NP_252527.1			
OG0007399			NP_252531.1			
OG0007400			NP_252537.1			
OG0007401			NP_252539.1			
OG0007402			NP_252541.1			
OG0007403			NP_252544.1			
OG0007404			NP_252545.1			
OG0007405			NP_252549.1			
OG0007406			NP_252552.1			
OG0007407			NP_252569.1			
OG0007408			NP_252570.1			
OG0007409			NP_252573.1			
OG0007410			NP_252574.1			
OG0007411			NP_252576.1			
OG0007412			NP_252594.1			
OG0007413			NP_252595.1			
OG0007414			NP_252596.1			
OG0007415			NP_252597.1			
OG0007416			NP_252617.1			
OG0007417			NP_252638.1			
OG0007418			NP_252640.1			
OG0007419			NP_252641.2			
OG0007420			NP_252644.1			
OG0007421			NP_252645.1			
OG0007422			NP_252647.1			
OG0007423			NP_252648.1			
OG0007424			NP_252649.1			
OG0007425			NP_252651.1			
OG0007426			NP_252655.1			
OG0007427			NP_252667.1			
OG0007428			NP_252668.1			
OG0007429			NP_252675.1			
OG0007430			NP_252677.1			
OG0007431			NP_252697.1			
OG0007432			NP_252705.1			
OG0007433			NP_252707.1			
OG0007434			NP_252721.1			
OG0007435			NP_252722.1			
OG0007436			NP_252725.1			
OG0007437			NP_252730.1			
OG0007438			NP_252735.1			
OG0007439			NP_252749.1			
OG0007440			NP_252751.1			
OG0007441			NP_252752.1			
OG0007442			NP_252760.1			
OG0007443			NP_252765.1			
OG0007444			NP_252768.1			
OG0007445			NP_252770.1			
OG0007446			NP_252776.1			
OG0007447			NP_252779.1			
OG0007448			NP_252784.1			
OG0007449			NP_252788.1			
OG0007450			NP_252792.1			
OG0007451			NP_252796.1			
OG0007452			NP_252800.1			
OG0007453			NP_252803.1			
OG0007454			NP_252805.1			
OG0007455			NP_252807.1			
OG0007456			NP_252829.1			
OG0007457			NP_252830.1			
OG0007458			NP_252844.1			
OG0007459			NP_252852.1			
OG0007460			NP_252853.1			
OG0007461			NP_252858.1			
OG0007462			NP_252864.1			
OG0007463			NP_252871.1			
OG0007464			NP_252874.1			
OG0007465			NP_252894.1			
OG0007466			NP_252908.1			
OG0007467			NP_252910.1			
OG0007468			NP_252914.1			
OG0007469			NP_252917.1			
OG0007470			NP_252920.1			
OG0007471			NP_252925.1			
OG0007472			NP_252968.1			
OG0007473			NP_252976.1			
OG0007474			NP_252979.1			
OG0007475			NP_252981.1			
OG0007476			NP_252984.1			
OG0007477			NP_252985.1			
OG0007478			NP_252986.1			
OG0007479			NP_252987.1			
OG0007480			NP_252988.1			
OG0007481			NP_252989.1			
OG0007482			NP_252990.1			
OG0007483			NP_252991.1			
OG0007484			NP_252993.1			
OG0007485			NP_252995.1			
OG0007486			NP_252996.1			
OG0007487			NP_253002.1			
OG0007488			NP_253003.1			
OG0007489			NP_253007.1			
OG0007490			NP_253010.1			
OG0007491			NP_253011.1			
OG0007492			NP_253014.1			
OG0007493			NP_253016.1			
OG0007494			NP_253017.1			
OG0007495			NP_253025.1			
OG0007496			NP_253027.1			
OG0007497			NP_253036.1			
OG0007498			NP_253039.1			
OG0007499			NP_253043.1			
OG0007500			NP_253054.1			
OG0007501			NP_253058.1			
OG0007502			NP_253060.1			
OG0007503			NP_253061.1			
OG0007504			NP_253062.1			
OG0007505			NP_253063.1			
OG0007506			NP_253067.1			
OG0007507			NP_253069.1			
OG0007508			NP_253072.1			
OG0007509			NP_253078.1			
OG0007510			NP_253086.1			
OG0007511			NP_253095.1			
OG0007512			NP_253119.1			
OG0007513			NP_253121.1			
OG0007514			NP_253127.1			
OG0007515			NP_253130.1			
OG0007516			NP_253131.1			
OG0007517			NP_253142.1			
OG0007518			NP_253149.1			
OG0007519			NP_253159.1			
OG0007520			NP_253161.1			
OG0007521			NP_253183.1			
OG0007522			NP_253185.1			
OG0007523			NP_253206.1			
OG0007524			NP_253209.1			
OG0007525			NP_253213.1			
OG0007526			NP_253221.1			
OG0007527			NP_253222.1			
OG0007528			NP_253223.1			
OG0007529			NP_253225.1			
OG0007530			NP_253226.1			
OG0007531			NP_253227.1			
OG0007532			NP_253241.1			
OG0007533			NP_253242.1			
OG0007534			NP_253243.1			
OG0007535			NP_253244.1			
OG0007536			NP_253245.1			
OG0007537			NP_253260.1			
OG0007538			NP_253263.1			
OG0007539			NP_253265.1			
OG0007540			NP_253267.1			
OG0007541			NP_253269.1			
OG0007542			NP_253272.1			
OG0007543			NP_253276.1			
OG0007544			NP_253280.1			
OG0007545			NP_253282.1			
OG0007546			NP_253293.1			
OG0007547			NP_253298.1			
OG0007548			NP_253300.1			
OG0007549			NP_253301.1			
OG0007550			NP_253302.1			
OG0007551			NP_253303.1			
OG0007552			NP_253310.1			
OG0007553			NP_253311.1			
OG0007554			NP_253320.1			
OG0007555			NP_253321.1			
OG0007556			NP_253326.1			
OG0007557			NP_253327.1			
OG0007558			NP_253329.1			
OG0007559			NP_253331.1			
OG0007560			NP_253332.1			
OG0007561			NP_253333.1			
OG0007562			NP_253340.1			
OG0007563			NP_253341.1			
OG0007564			NP_253342.1			
OG0007565			NP_253343.1			
OG0007566			NP_253350.1			
OG0007567			NP_253357.1			
OG0007568			NP_253366.1			
OG0007569			NP_253368.1			
OG0007570			NP_253369.1			
OG0007571			NP_253370.1			
OG0007572			NP_253372.1			
OG0007573			NP_253373.1			
OG0007574			NP_253374.1			
OG0007575			NP_253375.1			
OG0007576			NP_253387.1			
OG0007577			NP_253390.1			
OG0007578			NP_253391.1			
OG0007579			NP_253393.1			
OG0007580			NP_253397.1			
OG0007581			NP_253400.1			
OG0007582			NP_253401.1			
OG0007583			NP_253402.1			
OG0007584			NP_253406.1			
OG0007585			NP_253422.1			
OG0007586			NP_253423.1			
OG0007587			NP_253442.1			
OG0007588			NP_253463.1			
OG0007589			NP_253470.1			
OG0007590			NP_253487.1			
OG0007591			NP_253488.1			
OG0007592			NP_253489.1			
OG0007593			NP_253493.1			
OG0007594			NP_253503.1			
OG0007595			NP_253504.1			
OG0007596			NP_253505.1			
OG0007597			NP_253507.1			
OG0007598			NP_253510.1			
OG0007599			NP_253511.1			
OG0007600			NP_253513.1			
OG0007601			NP_253515.1			
OG0007602			NP_253522.1			
OG0007603			NP_253523.1			
OG0007604			NP_253525.1			
OG0007605			NP_253529.1			
OG0007606			NP_253536.1			
OG0007607			NP_253538.1			
OG0007608			NP_253551.1			
OG0007609			NP_253556.1			
OG0007610			NP_253558.1			
OG0007611			NP_253567.1			
OG0007612			NP_253571.1			
OG0007613			NP_253578.1			
OG0007614			NP_253579.1			
OG0007615			NP_253581.1			
OG0007616			NP_253604.1			
OG0007617			NP_253608.1			
OG0007618			NP_253609.1			
OG0007619			NP_253620.1			
OG0007620			NP_253626.1			
OG0007621			NP_253642.1			
OG0007622			NP_253645.2			
OG0007623			NP_253648.1			
OG0007624			NP_253650.1			
OG0007625			NP_253653.1			
OG0007626			NP_253659.1			
OG0007627			NP_253670.1			
OG0007628			NP_253678.1			
OG0007629			NP_253680.1			
OG0007630			NP_253686.1			
OG0007631			NP_253688.1			
OG0007632			NP_253689.1			
OG0007633			NP_253695.1			
OG0007634			NP_253711.2			
OG0007635			NP_253720.1			
OG0007636			NP_253728.1			
OG0007637			NP_253729.1			
OG0007638			NP_253730.1			
OG0007639			NP_253735.1			
OG0007640			NP_253739.1			
OG0007641			NP_253749.1			
OG0007642			NP_253751.1			
OG0007643			NP_253758.1			
OG0007644			NP_253760.1			
OG0007645			NP_253768.1			
OG0007646			NP_253778.1			
OG0007647			NP_253780.1			
OG0007648			NP_253788.1			
OG0007649			NP_253789.1			
OG0007650			NP_253795.1			
OG0007651			NP_253799.1			
OG0007652			NP_253800.1			
OG0007653			NP_253801.1			
OG0007654			NP_253807.1			
OG0007655			NP_253813.1			
OG0007656			NP_253823.1			
OG0007657			NP_253838.1			
OG0007658			NP_253843.2			
OG0007659			NP_253861.1			
OG0007660			NP_253869.2			
OG0007661			NP_253870.1			
OG0007662			NP_253878.1			
OG0007663			NP_253895.1			
OG0007664			NP_253907.1			
OG0007665			NP_253909.1			
OG0007666			NP_253912.1			
OG0007667			NP_253913.1			
OG0007668			NP_253916.1			
OG0007669			NP_253938.1			
OG0007670			NP_253940.1			
OG0007671			NP_253943.1			
OG0007672			NP_253951.1			
OG0007673			NP_253952.1			
OG0007674			NP_253956.1			
OG0007675			NP_253958.1			
OG0007676			NP_253960.1			
OG0007677			NP_253963.1			
OG0007678			NP_253966.1			
OG0007679			NP_253970.1			
OG0007680			NP_253972.1			
OG0007681			NP_253979.1			
OG0007682			NP_253985.1			
OG0007683			NP_253994.1			
OG0007684			NP_254005.1			
OG0007685			NP_254017.1			
OG0007686			NP_254020.1			
OG0007687			NP_254027.1			
OG0007688			NP_254030.1			
OG0007689			NP_254034.1			
OG0007690			NP_254044.1			
OG0007691			NP_254046.1			
OG0007692			NP_254068.1			
OG0007693			NP_254082.1			
OG0007694			NP_254084.1			
OG0007695			NP_254087.2			
OG0007696			NP_254089.1			
OG0007697			NP_254092.1			
OG0007698			NP_254093.1			
OG0007699			NP_254094.1			
OG0007700			NP_254095.1			
OG0007701			NP_254099.1			
OG0007702			NP_254101.1			
OG0007703			NP_254103.1			
OG0007704			NP_254104.1			
OG0007705			NP_254106.1			
OG0007706			NP_254128.1			
OG0007707			NP_254131.1			
OG0007708			NP_254151.1			
OG0007709			NP_254153.1			
OG0007710			NP_254164.1			
OG0007711			NP_254165.1			
OG0007712			NP_254172.1			
OG0007713			NP_254175.1			
OG0007714			NP_254181.1			
OG0007715			NP_254183.1			
OG0007716			NP_254189.1			
OG0007717			NP_254193.1			
OG0007718			NP_254196.1			
OG0007719			NP_254200.1			
OG0007720			NP_254202.1			
OG0007721			NP_254204.1			
OG0007722			NP_254207.1			
OG0007723			NP_254214.1			
OG0007724			NP_254215.1			
OG0007725			NP_254220.1			
OG0007726			NP_254221.1			
OG0007727			NP_254224.1			
OG0007728			NP_254226.1			
OG0007729			NP_254227.1			
OG0007730			NP_254230.1			
OG0007731			NP_254248.1			
OG0007732			NP_254253.1			
OG0007733			YP_003933608.1			
OG0007734			YP_003933613.1			
OG0007735			YP_008719728.1			
OG0007736			YP_008719729.1			
OG0007737			YP_008719730.1			
OG0007738			YP_008719731.1			
OG0007739			YP_008719735.1			
OG0007740			YP_008719736.1			
OG0007741			YP_008719737.1			
OG0007742			YP_008719739.1			
OG0007743			YP_008719740.1			
OG0007744			YP_008719741.1			
OG0007745			YP_008719742.1			
OG0007746			YP_008719743.1			
OG0007747			YP_008719744.1			
OG0007748			YP_008719746.1			
OG0007749			YP_008719747.1			
OG0007750			YP_008719749.1			
OG0007751			YP_008719750.1			
OG0007752			YP_008719752.1			
OG0007753			YP_008719753.1			
OG0007754			YP_008719754.1			
OG0007755			YP_008719755.1			
OG0007756			YP_008719756.1			
OG0007757			YP_008719758.1			
OG0007758			YP_008719759.1			
OG0007759			YP_008719760.1			
OG0007760			YP_008719761.1			
OG0007761			YP_008719762.1			
OG0007762			YP_008719765.1			
OG0007763			YP_008719766.1			
OG0007764			YP_008719767.1			
OG0007765			YP_008719770.1			
OG0007766			YP_008719771.1			
OG0007767			YP_008719772.1			
OG0007768			YP_008719773.1			
OG0007769			YP_008719774.1			
OG0007770			YP_008719775.1			
OG0007771			YP_008719777.1			
OG0007772			YP_008719778.1			
OG0007773			YP_008719779.1			
OG0007774			YP_008719780.1			
OG0007775			YP_008719781.1			
OG0007776			YP_008719784.1			
OG0007777			YP_008719785.1			
OG0007778			YP_008719786.1			
OG0007779				WP_003946441.1		
OG0007780				WP_003946445.1		
OG0007781				WP_003946458.1		
OG0007782				WP_003946459.1		
OG0007783				WP_003946460.1		
OG0007784				WP_003946472.1		
OG0007785				WP_003946473.1		
OG0007786				WP_003946476.1		
OG0007787				WP_003946487.1		
OG0007788				WP_003946492.1		
OG0007789				WP_003946493.1		
OG0007790				WP_003946500.1		
OG0007791				WP_003946502.1		
OG0007792				WP_003946521.1		
OG0007793				WP_003946525.1		
OG0007794				WP_003946542.1		
OG0007795				WP_003946545.1		
OG0007796				WP_003946578.1		
OG0007797				WP_003946585.1		
OG0007798				WP_003946596.1		
OG0007799				WP_003946601.1		
OG0007800				WP_003946632.1		
OG0007801				WP_003946644.1		
OG0007802				WP_003946653.1		
OG0007803				WP_003946654.1		
OG0007804				WP_003946655.1		
OG0007805				WP_003946661.1		
OG0007806				WP_003946674.1		
OG0007807				WP_003946675.1		
OG0007808				WP_003946677.1		
OG0007809				WP_003946678.1		
OG0007810				WP_003946679.1		
OG0007811				WP_003946698.1		
OG0007812				WP_003946700.1		
OG0007813				WP_003946711.1		
OG0007814				WP_003946722.1		
OG0007815				WP_003946724.1		
OG0007816				WP_003946725.1		
OG0007817				WP_003946734.1		
OG0007818				WP_003946746.1		
OG0007819				WP_003946751.1		
OG0007820				WP_003946757.1		
OG0007821				WP_003946770.1		
OG0007822				WP_003946773.1		
OG0007823				WP_003946774.1		
OG0007824				WP_003946809.1		
OG0007825				WP_003946829.1		
OG0007826				WP_003946843.1		
OG0007827				WP_003946848.1		
OG0007828				WP_003946849.1		
OG0007829				WP_003946858.1		
OG0007830				WP_003946859.1		
OG0007831				WP_003946868.1		
