Gene	Orthogroup
BSU_19440	OG0001339
PA0485	OG0001340
XNR_RS18170	OG0001340
BSU_19480	OG0001340
b3819	OG0001340
STM3955	OG0001340
b2221	OG0001341
BSU_19730	OG0001341
BSU_38990	OG0001341
Rv2504c	OG0001341
PA1999	OG0001341
BSU_20500	OG0001342
Rv3731	OG0001342
Rv3062	OG0001342
XNR_RS01645	OG0001342
SACI_RS03770	OG0001342
BSU_25770	OG0001343
BSU_21660	OG0001343
b1545	OG0001343
Rv1586c	OG0001343
b1374	OG0001343
b0048	OG0001344
BSU_21810	OG0001344
Rv2763c	OG0001344
PA0350	OG0001344
STM0087	OG0001344
STM3001	OG0001345
PA0342	OG0001345
BSU_21820	OG0001345
b2827	OG0001345
Rv2764c	OG0001345
BSU_23490	OG0001346
STM2422	OG0001346
b2407	OG0001346
Rv3307	OG0001346
XNR_RS19870	OG0001346
SACI_RS06450	OG0001347
b1767	OG0001347
PA2253	OG0001347
BSU_23580	OG0001347
STM1294	OG0001347
BSU_23760	OG0001348
STM4139	OG0001348
XNR_RS18645	OG0001348
Rv1092c	OG0001348
b3974	OG0001348
PA4847	OG0001349
b3255	OG0001349
STM3379	OG0001349
PA0493	OG0001349
BSU_24350	OG0001349
PA4846	OG0001350
Rv2537c	OG0001350
PA0245	OG0001350
XNR_RS24315	OG0001350
BSU_24470	OG0001350
PA2603	OG0001351
STM1686	OG0001351
BSU_24540	OG0001351
Rv0324	OG0001351
b1308	OG0001351
BSU_25130	OG0001352
XNR_RS23610	OG0001352
b2159	OG0001352
STM2203	OG0001352
Rv0670	OG0001352
b4020	OG0001353
PA4822	OG0001353
BSU_25420	OG0001353
PA5473	OG0001353
STM4189	OG0001353
PA2984	OG0001354
STM0983	OG0001354
b0913	OG0001354
BSU_25570	OG0001354
Rv2414c	OG0001354
b3180	OG0001355
SACI_RS00145	OG0001355
STM3298	OG0001355
PA4753	OG0001355
BSU_25650	OG0001355
b2682	OG0001356
PA2039	OG0001356
STM4042	OG0001356
BSU_26710	OG0001356
XNR_RS05445	OG0001356
BSU_27100	OG0001357
PA4757	OG0001357
STM1270	OG0001357
b1798	OG0001357
XNR_RS19600	OG0001357
Rv0089	OG0001358
STM2276	OG0001358
b2232	OG0001358
BSU_27280	OG0001358
PA3171	OG0001358
BSU_27350	OG0001359
b2081	OG0001359
PA5440	OG0001359
STM2136	OG0001359
BSU_27340	OG0001359
STM2987	OG0001360
BSU_27540	OG0001360
PA1164	OG0001360
b2812	OG0001360
Rv2338c	OG0001360
STM0405	OG0001361
PA3823	OG0001361
BSU_27710	OG0001361
SACI_RS03140	OG0001361
b0406	OG0001361
b3250	OG0001362
STM3373	OG0001362
BSU_28020	OG0001362
PA4480	OG0001362
XNR_RS21470	OG0001362
b2972	OG0001363
PA4528	OG0001363
BSU_28070	OG0001363
b3335	OG0001363
STM3442	OG0001363
Rv0163	OG0001364
BSU_28420	OG0001364
PA5185	OG0001364
PA5329	OG0001364
PA2801	OG0001364
PA5281	OG0001365
BSU_28940	OG0001365
b3812	OG0001365
SACI_RS02860	OG0001365
STM3950	OG0001365
BSU_29130	OG0001366
STM1238	OG0001366
b1136	OG0001366
SACI_RS11485	OG0001366
PA2623	OG0001366
XNR_RS13130	OG0001367
STM0232	OG0001367
PA3639	OG0001367
b0185	OG0001367
BSU_29200	OG0001367
STM2366	OG0001368
Rv0904c	OG0001368
b2316	OG0001368
PA3112	OG0001368
BSU_29210	OG0001368
PA2532	OG0001369
b1324	OG0001369
STM1682	OG0001369
BSU_29490	OG0001369
Rv1932	OG0001369
b1766	OG0001370
Rv0724	OG0001370
PA2973	OG0001370
STM1295	OG0001370
BSU_29530	OG0001370
SACI_RS01030	OG0001371
XNR_RS29355	OG0001371
BSU_29710	OG0001371
XNR_RS17450	OG0001371
PA3774	OG0001371
b1215	OG0001372
SACI_RS00880	OG0001372
STM1772	OG0001372
BSU_29750	OG0001372
PA3636	OG0001372
BSU_29920	OG0001373
PA1829	OG0001373
XNR_RS25445	OG0001373
Rv3761c	OG0001373
Rv3168	OG0001373
BSU_29960	OG0001374
PA2861	OG0001374
b0147	OG0001374
STM0188	OG0001374
SACI_RS06150	OG0001374
PA0308	OG0001375
XNR_RS01220	OG0001375
Rv0183	OG0001375
PA3301	OG0001375
BSU_30510	OG0001375
BSU_30760	OG0001376
STM2862	OG0001376
PA2408	OG0001376
XNR_RS21875	OG0001376
XNR_RS28475	OG0001376
b3429	OG0001377
STM3535	OG0001377
PA2165	OG0001377
SACI_RS05725	OG0001377
BSU_30950	OG0001377
BSU_30960	OG0001378
STM3536	OG0001378
b3430	OG0001378
BSU_30970	OG0001378
Rv1213	OG0001378
BSU_31210	OG0001379
b2707	OG0001379
PA5550	OG0001379
STM2837	OG0001379
b1770	OG0001379
STM0596	OG0001380
b0594	OG0001380
PA4228	OG0001380
Rv2384	OG0001380
BSU_31980	OG0001380
BSU_32260	OG0001381
SACI_RS07805	OG0001381
Rv1294	OG0001381
PA3736	OG0001381
XNR_RS07335	OG0001381
PA2157	OG0001382
b1868	OG0001382
STM1903	OG0001382
BSU_32390	OG0001382
PA3683	OG0001382
BSU_32460	OG0001383
STM1097	OG0001383
b1970	OG0001383
PA1518	OG0001383
XNR_RS03125	OG0001383
SACI_RS00755	OG0001384
XNR_RS24710	OG0001384
PA3507	OG0001384
BSU_33190	OG0001384
XNR_RS01760	OG0001384
STM1477	OG0001385
BSU_33330	OG0001385
PA1194	OG0001385
b1605	OG0001385
PA5170	OG0001385
XNR_RS08685	OG0001386
BSU_33530	OG0001386
STM1462	OG0001386
b1624	OG0001386
PA5149	OG0001386
BSU_34250	OG0001387
PA2231	OG0001387
STM2082	OG0001387
STM2103	OG0001387
b2047	OG0001387
PA0842	OG0001388
BSU_34320	OG0001388
BSU_35590	OG0001388
Rv0557	OG0001388
PA4311	OG0001388
b2060	OG0001389
STM2116	OG0001389
b0981	OG0001389
BSU_36250	OG0001389
BSU_34360	OG0001389
b0780	OG0001390
Rv1422	OG0001390
STM0801	OG0001390
BSU_34760	OG0001390
XNR_RS24355	OG0001390
STM1959	OG0001391
PA1092	OG0001391
BSU_35360	OG0001391
STM2771	OG0001391
b1923	OG0001391
XNR_RS27405	OG0001392
PA0168	OG0001392
b3848	OG0001392
BSU_35510	OG0001392
STM3985	OG0001392
XNR_RS01490	OG0001393
SACI_RS02595	OG0001393
STM4168	OG0001393
b3998	OG0001393
BSU_36170	OG0001393
BSU_36280	OG0001394
XNR_RS00930	OG0001394
PA0799	OG0001394
XNR_RS02710	OG0001394
Rv2101	OG0001394
BSU_36470	OG0001395
b0511	OG0001395
STM0522	OG0001395
PA0476	OG0001395
PA0443	OG0001395
BSU_36560	OG0001396
STM1590	OG0001396
PA4866	OG0001396
XNR_RS10640	OG0001396
b1448	OG0001396
PA4868	OG0001397
BSU_36640	OG0001397
Rv1850	OG0001397
XNR_RS22075	OG0001397
XNR_RS27630	OG0001397
STM4085	OG0001398
b3925	OG0001398
BSU_37090	OG0001398
XNR_RS20490	OG0001398
Rv1099c	OG0001398
PA5399	OG0001399
Rv0338c	OG0001399
XNR_RS15475	OG0001399
BSU_37180	OG0001399
SACI_RS07950	OG0001399
PA1682	OG0001400
PA2068	OG0001400
STM2554	OG0001400
b2536	OG0001400
BSU_38340	OG0001400
b3626	OG0001401
STM3717	OG0001401
b3627	OG0001401
BSU_38430	OG0001401
STM3718	OG0001401
XNR_RS04735	OG0001402
PA2939	OG0001402
Rv0418	OG0001402
XNR_RS14265	OG0001402
BSU_38470	OG0001402
BSU_38500	OG0001403
XNR_RS27945	OG0001403
PA4078	OG0001403
XNR_RS12515	OG0001403
XNR_RS12525	OG0001403
STM0436	OG0001404
Rv2456c	OG0001404
BSU_38640	OG0001404
PA4233	OG0001404
b0427	OG0001404
BSU_38740	OG0001405
XNR_RS14555	OG0001405
Rv1621c	OG0001405
b0887	OG0001405
STM0957	OG0001405
b1822	OG0001406
PA1161	OG0001406
BSU_39010	OG0001406
STM1835	OG0001406
Rv0224c	OG0001406
BSU_39050	OG0001407
b1732	OG0001407
XNR_RS22235	OG0001407
STM1318	OG0001407
PA2147	OG0001407
BSU_39400	OG0001408
b4382	OG0001408
STM4568	OG0001408
Rv3314c	OG0001408
XNR_RS19705	OG0001408
b4381	OG0001409
XNR_RS19850	OG0001409
BSU_39420	OG0001409
STM4567	OG0001409
Rv0478	OG0001409
b4295	OG0001410
STM4073	OG0001410
BSU_39430	OG0001410
XNR_RS26705	OG0001410
b1512	OG0001410
BSU_39730	OG0001411
STM4431	OG0001411
STM4432	OG0001411
SACI_RS10905	OG0001411
XNR_RS20985	OG0001411
STM1278	OG0001412
PA1626	OG0001412
BSU_40480	OG0001412
XNR_RS24820	OG0001412
b1791	OG0001412
BSU_03982	OG0001413
STM3256	OG0001413
b2169	OG0001413
STM3784	OG0001413
STM2206	OG0001413
b0018	OG0001414
b4415	OG0001414
b4412	OG0001414
b4455	OG0001414
b1562	OG0001414
PA0593	OG0001415
PA2212	OG0001415
STM0163	OG0001415
b0052	OG0001415
STM0091	OG0001415
STM0146	OG0001416
b0110	OG0001416
XNR_RS06660	OG0001416
PA4522	OG0001416
XNR_RS00970	OG0001416
XNR_RS09880	OG0001417
STM0173	OG0001417
b0128	OG0001417
XNR_RS10065	OG0001417
PA2811	OG0001417
b0167	OG0001418
Rv2918c	OG0001418
XNR_RS06065	OG0001418
PA3658	OG0001418
STM0214	OG0001418
XNR_RS15515	OG0001419
SACI_RS04765	OG0001419
SACI_RS04420	OG0001419
b0238	OG0001419
STM0317	OG0001419
Rv0052	OG0001420
b0424	OG0001420
XNR_RS20120	OG0001420
XNR_RS19750	OG0001420
STM0433	OG0001420
b0535	OG0001421
PA0034	OG0001421
STM0549	OG0001421
PA3045	OG0001421
PA3948	OG0001421
STM1028	OG0001422
b1554	OG0001422
b0555	OG0001422
STM2612	OG0001422
STM2715	OG0001422
XNR_RS28340	OG0001423
b0583	OG0001423
PA1165	OG0001423
STM0584	OG0001423
Rv2794c	OG0001423
XNR_RS26330	OG0001424
STM0607	OG0001424
XNR_RS07385	OG0001424
PA2476	OG0001424
b0604	OG0001424
Rv2217	OG0001425
XNR_RS23220	OG0001425
b0630	OG0001425
STM0635	OG0001425
PA3997	OG0001425
PA1342	OG0001426
STM0665	OG0001426
PA5082	OG0001426
b0655	OG0001426
PA3858	OG0001426
STM0667	OG0001427
b0658	OG0001427
Rv2366c	OG0001427
PA3983	OG0001427
XNR_RS21810	OG0001427
STM0706	OG0001428
b0698	OG0001428
XNR_RS06755	OG0001428
PA1633	OG0001428
Rv1029	OG0001428
b0708	OG0001429
STM0709	OG0001429
PA4660	OG0001429
SACI_RS05850	OG0001429
XNR_RS03385	OG0001429
b2336	OG0001430
b0717	OG0001430
STM3027	OG0001430
STM0197	OG0001430
b3047	OG0001430
b0720	OG0001431
Rv0896	OG0001431
STM0730	OG0001431
PA1580	OG0001431
XNR_RS20940	OG0001431
XNR_RS19495	OG0001432
STM0732	OG0001432
b0721	OG0001432
Rv3316	OG0001432
PA1581	OG0001432
PA0693	OG0001433
PA0198	OG0001433
STM0745	OG0001433
b0737	OG0001433
PA0969	OG0001433
PA0970	OG0001434
STM0746	OG0001434
STM3158	OG0001434
b0738	OG0001434
b3005	OG0001434
STM3911	OG0001435
STM0757	OG0001435
b0751	OG0001435
PA1958	OG0001435
XNR_RS26805	OG0001435
b0777	OG0001436
XNR_RS16270	OG0001436
XNR_RS00900	OG0001436
STM0796	OG0001436
PA0503	OG0001436
b0789	OG0001437
STM0812	OG0001437
XNR_RS23150	OG0001437
PA4339	OG0001437
PA2155	OG0001437
Rv2684	OG0001438
STM0836	OG0001438
Rv2685	OG0001438
XNR_RS10770	OG0001438
b0818	OG0001438
PA1655	OG0001439
STM0862	OG0001439
b0838	OG0001439
PA1890	OG0001439
PA2813	OG0001439
Rv1106c	OG0001440
b0868	OG0001440
STM0932	OG0001440
PA4361	OG0001440
XNR_RS22245	OG0001440
Rv1331	OG0001441
XNR_RS08880	OG0001441
STM0944	OG0001441
b0881	OG0001441
PA2621	OG0001441
PA2220	OG0001442
PA1738	OG0001442
PA1128	OG0001442
b1328	OG0001442
b0900	OG0001442
b0916	OG0001443
STM0986	OG0001443
XNR_RS09360	OG0001443
Rv2762c	OG0001443
PA2844	OG0001443
b0917	OG0001444
PA2980	OG0001444
XNR_RS09475	OG0001444
Rv1684	OG0001444
STM0987	OG0001444
STM1058	OG0001445
XNR_RS26615	OG0001445
Rv2139	OG0001445
PA3050	OG0001445
b0945	OG0001445
b2994	OG0001446
b0973	OG0001446
STM3147	OG0001446
STM1787	OG0001446
STM1538	OG0001446
PA2936	OG0001447
PA0422	OG0001447
PA3575	OG0001447
b1057	OG0001447
STM1158	OG0001447
b1102	OG0001448
STM1204	OG0001448
PA4221	OG0001448
PA2398	OG0001448
PA4168	OG0001448
b1118	OG0001449
STM1219	OG0001449
PA2988	OG0001449
Rv0987	OG0001449
PA2986	OG0001449
b1373	OG0001450
b0561	OG0001450
b1156	OG0001450
b0563	OG0001450
b1546	OG0001450
PA2818	OG0001451
b1168	OG0001451
b2176	OG0001451
STM2215	OG0001451
PA3825	OG0001451
STM1796	OG0001452
b1197	OG0001452
PA2416	OG0001452
STM3603	OG0001452
b3519	OG0001452
b1266	OG0001453
PA3200	OG0001453
XNR_RS08150	OG0001453
SACI_RS06745	OG0001453
STM1721	OG0001453
STM1718	OG0001454
PA1272	OG0001454
b1270	OG0001454
Rv2849c	OG0001454
XNR_RS24615	OG0001454
XNR_RS14615	OG0001455
b1299	OG0001455
XNR_RS17380	OG0001455
XNR_RS13195	OG0001455
SACI_RS05885	OG0001455
b1327	OG0001456
PA3829	OG0001456
XNR_RS13265	OG0001456
PA2218	OG0001456
XNR_RS02455	OG0001456
XNR_RS21270	OG0001457
b1339	OG0001457
XNR_RS18840	OG0001457
XNR_RS27185	OG0001457
XNR_RS26760	OG0001457
PA1192	OG0001458
SACI_RS01850	OG0001458
b1344	OG0001458
SACI_RS07485	OG0001458
STM1654	OG0001458
b1388	OG0001459
XNR_RS10730	OG0001459
SACI_RS08465	OG0001459
SACI_RS08470	OG0001459
XNR_RS29180	OG0001459
XNR_RS20660	OG0001460
XNR_RS25345	OG0001460
b1432	OG0001460
STM2599	OG0001460
PSLT035	OG0001460
STM3549	OG0001461
b1447	OG0001461
PA4815	OG0001461
PA3320	OG0001461
STM1591	OG0001461
PA4812	OG0001462
b1474	OG0001462
STM4037	OG0001462
b3894	OG0001462
STM1570	OG0001462
STM4036	OG0001463
STM1569	OG0001463
PA4811	OG0001463
b1475	OG0001463
b3893	OG0001463
b1609	OG0001464
STM1471	OG0001464
PA1158	OG0001464
PA1798	OG0001464
XNR_RS07105	OG0001464
PA1049	OG0001465
Rv2607	OG0001465
b1638	OG0001465
XNR_RS11260	OG0001465
STM1448	OG0001465
SACI_RS06650	OG0001466
Rv1462	OG0001466
XNR_RS24460	OG0001466
STM1372	OG0001466
b1681	OG0001466
STM1364	OG0001467
Rv1101c	OG0001467
b1688	OG0001467
PA2651	OG0001467
PA1625	OG0001467
STM1822	OG0001468
b1809	OG0001468
PA5083	OG0001468
PA5303	OG0001468
PA1568	OG0001468
XNR_RS13510	OG0001469
Rv3672c	OG0001469
STM1825	OG0001469
PA3754	OG0001469
b1813	OG0001469
Rv0457c	OG0001470
STM1879	OG0001470
b1845	OG0001470
PA1304	OG0001470
SACI_RS12305	OG0001470
Rv2594c	OG0001471
STM1898	OG0001471
XNR_RS26435	OG0001471
PA0965	OG0001471
b1863	OG0001471
XNR_RS11910	OG0001472
Rv2006	OG0001472
STM1929	OG0001472
b1897	OG0001472
Rv3372	OG0001472
STM1932	OG0001473
b1902	OG0001473
STM1935	OG0001473
b1905	OG0001473
Rv3841	OG0001473
PA3477	OG0001474
STM1950	OG0001474
PA1430	OG0001474
PA1898	OG0001474
b1916	OG0001474
b1919	OG0001475
PA3089a	OG0001475
STM1953	OG0001475
XNR_RS21750	OG0001475
XNR_RS07740	OG0001475
b1991	OG0001476
PA1279	OG0001476
XNR_RS23305	OG0001476
STM2016	OG0001476
Rv2207	OG0001476
b1992	OG0001477
Rv2208	OG0001477
XNR_RS23295	OG0001477
PA1281	OG0001477
STM2017	OG0001477
b1993	OG0001478
XNR_RS23315	OG0001478
STM2018	OG0001478
Rv0254c	OG0001478
PA1278	OG0001478
PA5322	OG0001479
b2048	OG0001479
XNR_RS09485	OG0001479
STM2104	OG0001479
Rv3257c	OG0001479
STM2109	OG0001480
PA5453	OG0001480
Rv1511	OG0001480
b2053	OG0001480
XNR_RS29010	OG0001480
STM2123	OG0001481
PA4959	OG0001481
PA0861	OG0001481
b2067	OG0001481
PA1181	OG0001481
b2177	OG0001482
PA1811	OG0001482
PA2058	OG0001482
STM2216	OG0001482
PA1810	OG0001482
b4075	OG0001483
b2194	OG0001483
PA1482	OG0001483
STM3812	OG0001483
STM2247	OG0001483
b2217	OG0001484
PA3714	OG0001484
PA2899	OG0001484
PA4080	OG0001484
STM2270	OG0001484
XNR_RS05995	OG0001485
b2251	OG0001485
Rv2609c	OG0001485
STM2295	OG0001485
XNR_RS26415	OG0001485
PA2646	OG0001486
XNR_RS18030	OG0001486
b2279	OG0001486
Rv3155	OG0001486
STM2319	OG0001486
Rv3154	OG0001487
STM2320	OG0001487
PA2645	OG0001487
b2280	OG0001487
XNR_RS18025	OG0001487
STM2323	OG0001488
XNR_RS18010	OG0001488
Rv3151	OG0001488
b2283	OG0001488
PA2642	OG0001488
PA2641	OG0001489
Rv3150	OG0001489
b2284	OG0001489
STM2324	OG0001489
XNR_RS18005	OG0001489
Rv3149	OG0001490
XNR_RS18000	OG0001490
PA2640	OG0001490
STM2325	OG0001490
b2285	OG0001490
b2307	OG0001491
STM2352	OG0001491
PA5155	OG0001491
PA2925	OG0001491
PA0890	OG0001491
b2308	OG0001492
STM2353	OG0001492
PA5154	OG0001492
PA2924	OG0001492
PA0889	OG0001492
STM2382	OG0001493
XNR_RS14245	OG0001493
b2327	OG0001493
XNR_RS22040	OG0001493
PA1824	OG0001493
STM2387	OG0001494
XNR_RS24830	OG0001494
b2340	OG0001494
PA1616	OG0001494
Rv1276c	OG0001494
STM2389	OG0001495
Rv0243	OG0001495
PA4785	OG0001495
b2342	OG0001495
XNR_RS17755	OG0001495
STM2391	OG0001496
PA1764	OG0001496
PA4589	OG0001496
b2344	OG0001496
PA1288	OG0001496
XNR_RS14200	OG0001497
STM2446	OG0001497
PA2765	OG0001497
b2431	OG0001497
Rv0799c	OG0001497
XNR_RS18395	OG0001498
PA5047	OG0001498
PA1005	OG0001498
STM2494	OG0001498
b2494	OG0001498
STM2501	OG0001499
b2501	OG0001499
XNR_RS16345	OG0001499
PA5242	OG0001499
Rv2984	OG0001499
PA2306	OG0001500
STM2645	OG0001500
PA2916	OG0001500
PA4145a	OG0001500
b2578	OG0001500
PA5530	OG0001501
PA0229	OG0001501
b2587	OG0001501
XNR_RS06445	OG0001501
STM2654	OG0001501
STM2763	OG0001502
STM2740	OG0001502
STM4488	OG0001502
b2622	OG0001502
STM2636	OG0001502
XNR_RS13940	OG0001503
STM2790	OG0001503
b2660	OG0001503
PA1489	OG0001503
PA5145	OG0001503
PA4457	OG0001504
b2708	OG0001504
STM3315	OG0001504
STM2838	OG0001504
b3197	OG0001504
STM2934	OG0001505
b2751	OG0001505
PA4442	OG0001505
XNR_RS03525	OG0001505
Rv1286	OG0001505
XNR_RS03520	OG0001506
STM2935	OG0001506
b2752	OG0001506
Rv1285	OG0001506
PA4443	OG0001506
STM3048	OG0001507
PA0759	OG0001507
b2898	OG0001507
Rv0811c	OG0001507
XNR_RS16560	OG0001507
Rv1985c	OG0001508
PA4363	OG0001508
STM3064	OG0001508
XNR_RS27350	OG0001508
b2916	OG0001508
Rv1496	OG0001509
XNR_RS07125	OG0001509
XNR_RS23095	OG0001509
b2918	OG0001509
SACI_RS00275	OG0001509
STM2344	OG0001510
XNR_RS01520	OG0001510
STM4385	OG0001510
b4195	OG0001510
b2934	OG0001510
PA0405	OG0001511
Rv0038	OG0001511
STM3096	OG0001511
XNR_RS09130	OG0001511
b2948	OG0001511
PA5352	OG0001512
PA1503	OG0001512
PA1329	OG0001512
b2977	OG0001512
XNR_RS13770	OG0001512
PA1380	OG0001513
PA2276	OG0001513
PA2047	OG0001513
STM3163	OG0001513
b3010	OG0001513
STM4376	OG0001514
b4186	OG0001514
b3038	OG0001514
STM3188	OG0001514
XNR_RS19325	OG0001514
b3039	OG0001515
STM3189	OG0001515
PA2839	OG0001515
SACI_RS10835	OG0001515
XNR_RS10645	OG0001515
Rv2221c	OG0001516
PA5014	OG0001516
XNR_RS22960	OG0001516
b3053	OG0001516
STM3201	OG0001516
XNR_RS14830	OG0001517
STM3204	OG0001517
Rv3907c	OG0001517
PA0584	OG0001517
b3056	OG0001517
b3148	OG0001518
Rv2898c	OG0001518
STM3265	OG0001518
XNR_RS05985	OG0001518
PA4424	OG0001518
PA4456	OG0001519
b3195	OG0001519
Rv0655	OG0001519
STM3313	OG0001519
XNR_RS04630	OG0001519
XNR_RS21510	OG0001520
b3247	OG0001520
STM3370	OG0001520
Rv2444c	OG0001520
PA4477	OG0001520
b3336	OG0001521
XNR_RS23600	OG0001521
PA3531	OG0001521
STM3443	OG0001521
Rv1876	OG0001521
STM3502	OG0001522
PA3192	OG0001522
PA4101	OG0001522
PA5200	OG0001522
b3405	OG0001522
Rv1781c	OG0001523
PA2163	OG0001523
STM3513	OG0001523
XNR_RS21260	OG0001523
b3416	OG0001523
Rv0181c	OG0001524
XNR_RS22365	OG0001524
PA1210	OG0001524
b3439	OG0001524
STM3544	OG0001524
PA1071	OG0001525
XNR_RS24130	OG0001525
STM3561	OG0001525
PA4910	OG0001525
b3455	OG0001525
STM3562	OG0001526
PA4911	OG0001526
XNR_RS24135	OG0001526
b3456	OG0001526
PA1072	OG0001526
STM3563	OG0001527
PA4912	OG0001527
PA1073	OG0001527
XNR_RS24140	OG0001527
b3457	OG0001527
STM2574	OG0001528
SACI_RS08105	OG0001528
XNR_RS01960	OG0001528
SACI_RS01815	OG0001528
b3547	OG0001528
STM3676	OG0001529
XNR_RS01905	OG0001529
b4197	OG0001529
b3582	OG0001529
STM4387	OG0001529
PA5321	OG0001530
Rv2697c	OG0001530
STM3731	OG0001530
b3640	OG0001530
XNR_RS04975	OG0001530
STM3749	OG0001531
STM0041	OG0001531
b3656	OG0001531
SACI_RS05525	OG0001531
XNR_RS27010	OG0001531
Rv2272	OG0001532
SACI_RS05200	OG0001532
b3676	OG0001532
XNR_RS25460	OG0001532
STM3805	OG0001532
XNR_RS05980	OG0001533
Rv2897c	OG0001533
STM3899	OG0001533
b3765	OG0001533
PA5290	OG0001533
STM3979	OG0001534
PA4331	OG0001534
PA5236	OG0001534
XNR_RS28995	OG0001534
b3844	OG0001534
STM3997	OG0001535
PSLT011	OG0001535
STM3193	OG0001535
PA5489	OG0001535
b3860	OG0001535
b4040	OG0001536
SACI_RS11260	OG0001536
XNR_RS17675	OG0001536
STM4234	OG0001536
PA5358	OG0001536
Rv1551	OG0001537
STM4235	OG0001537
Rv2482c	OG0001537
b4041	OG0001537
PA3673	OG0001537
XNR_RS05140	OG0001538
PA3235	OG0001538
XNR_RS24750	OG0001538
b4068	OG0001538
STM4274	OG0001538
b4115	OG0001539
STM2558	OG0001539
b4132	OG0001539
PA1819	OG0001539
STM4294	OG0001539
PA2478	OG0001540
STM4323	OG0001540
b4136	OG0001540
STM1114	OG0001540
PA4845	OG0001540
XNR_RS20685	OG0001541
PA4951	OG0001541
b4162	OG0001541
Rv2511	OG0001541
STM4350	OG0001541
XNR_RS13760	OG0001542
b4248	OG0001542
XNR_RS22055	OG0001542
PA4173	OG0001542
STM1549	OG0001542
b4263	OG0001543
SACI_RS00240	OG0001543
SACI_RS03180	OG0001543
Rv2510c	OG0001543
PA4308	OG0001543
b4291	OG0001544
PA3268	OG0001544
PA1302	OG0001544
PA3901	OG0001544
PA4897	OG0001544
STM4511	OG0001545
PA0815	OG0001545
PA5428	OG0001545
b4327	OG0001545
STM0764	OG0001545
STM4525	OG0001546
b4349	OG0001546
Rv2756c	OG0001546
PA2735	OG0001546
XNR_RS13275	OG0001546
STM4531	OG0001547
b4353	OG0001547
b4512	OG0001547
PA4605	OG0001547
STM0601	OG0001547
PA4960	OG0001548
b4388	OG0001548
XNR_RS24835	OG0001548
Rv3042c	OG0001548
STM4578	OG0001548
STM3224	OG0001549
Rv2723	OG0001549
b3088	OG0001549
PA2549	OG0001549
XNR_RS24310	OG0001549
b3824	OG0001550
PA3665	OG0001550
STM3960	OG0001550
XNR_RS28205	OG0001550
PA5249	OG0001550
STM3974	OG0001551
XNR_RS08205	OG0001551
Rv1224	OG0001551
PA5069	OG0001551
b3838	OG0001551
b3996	OG0001552
XNR_RS08030	OG0001552
Rv3199c	OG0001552
PA1823	OG0001552
STM4166	OG0001552
XNR_RS16215	OG0001553
PA2086	OG0001553
Rv0134	OG0001553
PA2934	OG0001553
STM0332	OG0001553
XNR_RS04620	OG0001554
Rv0588	OG0001554
Rv0168	OG0001554
Rv1965	OG0001554
Rv3500c	OG0001554
XNR_RS04605	OG0001555
Rv1968	OG0001555
Rv0171	OG0001555
Rv0591	OG0001555
Rv3497c	OG0001555
Rv3496c	OG0001556
Rv0592	OG0001556
Rv0172	OG0001556
XNR_RS04600	OG0001556
Rv1969	OG0001556
Rv1970	OG0001557
Rv0173	OG0001557
Rv3495c	OG0001557
Rv0593	OG0001557
XNR_RS04595	OG0001557
XNR_RS04590	OG0001558
Rv3494c	OG0001558
Rv1971	OG0001558
Rv0594	OG0001558
Rv0174	OG0001558
Rv3450c	OG0001559
Rv0283	OG0001559
Rv3895c	OG0001559
Rv1782	OG0001559
Rv3869	OG0001559
Rv0290	OG0001560
Rv3877	OG0001560
Rv1795	OG0001560
Rv3887c	OG0001560
Rv3448	OG0001560
Rv0291	OG0001561
Rv1796	OG0001561
Rv3883c	OG0001561
Rv3449	OG0001561
Rv3886c	OG0001561
Rv0403c	OG0001562
Rv2507	OG0001562
Rv0677c	OG0001562
Rv0506	OG0001562
Rv0451c	OG0001562
XNR_RS03370	OG0001563
XNR_RS25815	OG0001563
XNR_RS11175	OG0001563
Rv0445c	OG0001563
XNR_RS07515	OG0001563
Rv0517	OG0001564
XNR_RS03005	OG0001564
XNR_RS02915	OG0001564
PA4338	OG0001564
XNR_RS09305	OG0001564
XNR_RS25290	OG0001565
Rv0539	OG0001565
Rv3631	OG0001565
XNR_RS12135	OG0001565
SACI_RS09195	OG0001565
Rv1962A	OG0001566
Rv3407	OG0001566
Rv0626	OG0001566
Rv0596c	OG0001566
Rv3385c	OG0001566
Rv0624	OG0001567
Rv2759c	OG0001567
Rv1982c	OG0001567
Rv0609	OG0001567
Rv1741	OG0001567
Rv0801	OG0001568
XNR_RS11715	OG0001568
XNR_RS16240	OG0001568
XNR_RS28490	OG0001568
XNR_RS18155	OG0001568
Rv2885c	OG0001569
Rv3827c	OG0001569
Rv0922	OG0001569
Rv2978c	OG0001569
Rv2791c	OG0001569
Rv0966c	OG0001570
XNR_RS20480	OG0001570
XNR_RS08760	OG0001570
XNR_RS03620	OG0001570
XNR_RS13610	OG0001570
PA5171	OG0001571
XNR_RS03950	OG0001571
STM4467	OG0001571
Rv1001	OG0001571
XNR_RS04030	OG0001571
Rv1793	OG0001572
Rv1037c	OG0001572
Rv3619c	OG0001572
Rv2346c	OG0001572
Rv1198	OG0001572
XNR_RS29680	OG0001573
XNR_RS30185	OG0001573
XNR_RS30735	OG0001573
Rv1149	OG0001573
Rv1042c	OG0001573
Rv2010	OG0001574
Rv1561	OG0001574
Rv2548	OG0001574
Rv1114	OG0001574
