Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed		
589-MSGpH9	18589835	6395899	7987773	976155	0	0	0	0	16075	0	0	0	0	2802784	399047	12102	34.40535648	18589835	17613680	94.75	976155	5.25	589-MSGpH9_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18589835	0	20-150	64	13.94721633	141.314267	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18643306	8335082	18643306	2796495900	3960234	2635244000	5.766212638	0.0209	0.2107	0.7684		
590-ISP2pH9	18352236	7162450	8826823	881065	0	0	0	0	21919	0	0	0	0	1126283	317038	16658	39.02766943	18352236	17471171	95.2	881065	4.8	590-ISP2pH9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18352236	0	20-150	64	12.81615099	140.9578537	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18410460	8623698	18410460	2761569000	2805443	2599063672	5.884528976	0.0165	0.2434	0.7401		
591-ISP2pH9	17569869	7257851	8099483	756844	0	0	0	0	20645	0	0	0	0	1105256	314310	15480	41.30850947	17569869	16813025	95.69	756844	4.31	591-ISP2pH9_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17569869	0	20-150	65	13.40063592	140.3339047	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6												
594-ISP25NaCl	19194907	5631553	8485502	3139420	0	0	0	0	20384	0	0	0	0	1562323	341418	14307	29.33878763	19194907	16055487	83.64	3139420	16.36	594-ISP25NaCl_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19194907	0	20-150	60	23.6691473	138.2469303	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	19290381	10146162	19290381	2893557150	8250075	2672320546	7.645834954	0.0284	0.2103	0.7613		
595-ISP25NaCl	18337573	5681000	8162557	2521594	0	0	0	0	18037	0	0	0	0	1599619	341733	13033	30.98010844	18337573	15815979	86.25	2521594	13.75	595-ISP25NaCl_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18337573	0	20-150	61	22.08469053	137.8387985	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18431558	9764285	18431558	2764733700	7058757	2545712071	7.921979213	0.0291	0.2069	0.764		
596-MSG5NaCl	17175981	7346884	7499436	819120	0	0	0	0	20845	0	0	0	0	1045868	423062	20766	42.774174	17175981	16356861	95.23	819120	4.77	596-MSG5NaCl_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17175981	0	20-150	65	15.0764475	141.1004623	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	17239334	8123795	17239334	2585900100	2934363	2437044710	5.75642462	0.0199	0.2794	0.7007		
598-MSG5NaCl	19359161	8344866	7833804	958260	0	0	0	0	30719	0	0	0	0	1659422	506076	26014	43.10551475	19359161	18400901	95.05	958260	4.95	598-MSG5NaCl_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19359161	0	20-150	65	14.78120543	140.7986857	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	19426662	9083078	19426662	2913999300	3016686	2740477882	5.954751533	0.0331	0.2839	0.683		
599-ISP27NaCl	17198624	5098810	10198753	755332	0	0	0	0	7564	0	0	0	0	924028	205588	8549	29.64661592	17198624	16443292	95.61	755332	4.39	599-ISP27NaCl_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17198624	0	20-150	63	11.29800489	142.04375	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	17264412	8047249	17264412	2589661800	2673467	2457484006	5.104056213	0.0148	0.1797	0.8055		
601-ISP27NaCl	18334823	6098606	9791838	905390	0	0	0	0	16938	0	0	0	0	1207263	299762	15026	33.26242091	18334823	17429433	95.06	905390	4.94	601-ISP27NaCl_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18334823	0	20-150	63	13.79143368	140.9905327	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18414920	8886848	18414920	2762238000	3458617	2601680801	5.812576577	0.0157	0.215	0.7693		
602-Ribose	21805374	7719211	10825427	950113	0	0	0	0	29737	0	0	0	0	1866607	395880	18399	35.40049806	21805374	20855261	95.64	950113	4.36	602-Ribose_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21805374	0	20-150	63	12.22970969	139.1872826	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	21922114	10827409	21922114	3288317100	3480285	3057269773	7.026309202	0.0208	0.2102	0.7691		
604-Ribose	16263481	5894549	7860805	682489	0	0	0	0	22681	0	0	0	0	1488757	299932	14268	36.2440796	16263481	15580992	95.8	682489	4.2	604-Ribose_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16263481	0	20-150	64	13.23205134	140.4302736	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	16352789	7875277	16352789	2452918350	2362822	2301242007	6.183505578	0.0236	0.2143	0.7621		
644-Proline	16254792	5413589	8115043	749460	0	0	0	0	18503	0	0	0	0	1611508	333521	13168	33.30457258	16254792	15505332	95.39	749460	4.61	644-Proline_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16254792	0	20-150	64	15.01827454	140.2049734	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	16317039	8126277	16317039	2447555850	2463584	2292378706	6.340085927	0.0268	0.203	0.7702		
646-Proline	18743757	6349532	9044013	806356	0	0	0	0	26719	0	0	0	0	2103078	398267	15792	33.87544984	18743757	17937401	95.7	806356	4.3	646-Proline_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18743757	0	20-150	63	12.9902083	139.5508395	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18818954	9436542	18818954	2822843100	2923061	2630704046	6.806579296	0.03	0.2103	0.7597		
650-Glycerol	17719729	5693010	9802767	722710	0	0	0	0	10764	0	0	0	0	1205749	275561	9168	32.12808729	17719729	16997019	95.92	722710	4.08	650-Glycerol_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17719729	0	20-150	63	11.67596069	137.8181459	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	17814188	9398362	17814188	2672128200	2972876	2459923145	7.941424929	0.0124	0.1884	0.7991		
651-Glycerol	18370943	6110247	9199295	839207	0	0	0	0	23773	0	0	0	0	1861660	319687	17074	33.26038843	18370943	17531736	95.43	839207	4.57	651-Glycerol_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18370943	0	20-150	63	13.41563423	140.4088762	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	18470336	8853764	18470336	2770550400	3527591	2598480122	6.210689327	0.0339	0.1957	0.7704		
SRR25592590	9106065	2282593	1424676	1613861	0	0	0	0	2270	0	0	0	0	3519607	222704	40354	25.066733	9106065	7492204	82.28	1613861	17.72	SRR25592590_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9106065	0	20-38	63	24.97433607	37.17296	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	2.6	9210653	1053819	9210653	346618733	5651482	339760325	1.978660513	0.0548	0.345	0.6001		
SRR25592591	9517616	2667309	1515235	1450267	0	0	0	0	2208	0	0	0	0	3568350	265165	49082	28.0249697	9517616	8067349	84.76	1450267	15.24	SRR25592591_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9517616	0	20-38	63	23.19467228	37.22871946	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9601541	1047024	9601541	361239515	4699115	355348172	1.630868926	0.0575	0.3472	0.5953		
SRR25592592	8615727	2353536	1484545	1380776	0	0	0	0	1587	0	0	0	0	3125599	226551	43133	27.31674297	8615727	7234951	83.97	1380776	16.03	SRR25592592_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8615727	0	20-38	63	23.91138062	37.18795059	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	8703943	979503	8703943	327417163	4837531	321467356	1.817194598	0.0543	0.3295	0.6162		
SRR25592593	8255011	1453138	1169653	1760630	0	0	0	0	1368	0	0	0	0	3684252	168478	17492	17.60310192	8255011	6494381	78.67	1760630	21.33	SRR25592593_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8255011	0	20-38	62	22.70179429	37.18066844	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	8338673	996570	8338673	313728158	4657272	307941957	1.844335885					
SRR25592594	9497582	1772443	1466554	1583537	0	0	0	0	1809	0	0	0	0	4459705	192405	21129	18.66204472	9497582	7914045	83.33	1583537	16.67	SRR25592594_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9497582	0	20-38	62	19.57058438	37.19598578	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9583138	1099854	9583138	360384828	4826394	354318558	1.683275634	0.0466	0.2824	0.671		
SRR25592595	9048566	1555976	1904786	1428581	0	0	0	0	1983	0	0	0	0	3967478	169247	20515	17.1958297	9048566	7619985	84.21	1428581	15.79	SRR25592595_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9048566	0	20-38	63	18.753328	37.18501782	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9129431	1014375	9129431	343195640	4602657	337440610	1.676894846	0.042	0.2763	0.6817		
SRR25592596	8172206	3360657	162680	2097434	0	0	0	0	3081	0	0	0	0	2101599	385756	60999	41.12300889	8172206	6074772	74.33	2097434	25.67	SRR25592596_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8172206	0	20-38	66	28.09882447	37.21109527	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	8262443	873399	8262443	311083154	4880969	305170733	1.900591827	0.0863	0.4383	0.4754		
SRR25592597	9021147	3898142	74858	1759803	0	0	0	0	2327	0	0	0	0	2765323	454003	66691	43.21115707	9021147	7261344	80.49	1759803	19.51	SRR25592597_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9021147	0	20-38	65	22.4828817	37.34276972	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	9072111	288979	9072111	342387148	617212	341387359	0.292005411	0.0831	0.4229	0.494		
SRR25592598	8841231	4115128	41805	2195941	0	0	0	0	3221	0	0	0	0	2001106	400981	83049	46.54474021	8841231	6645290	75.16	2195941	24.84	SRR25592598_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8841231	0	20-38	66	26.92564815	37.29309029	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	2.6	8915434	834928	8915434	335753765	4154109	330596730	1.53595746	0.0784	0.4649	0.4566		
SRR25592599	9969785	2729802	1486485	1452394	0	0	0	0	2592	0	0	0	0	3981049	266741	50722	27.38075094	9969785	8517391	85.43	1452394	14.57	SRR25592599_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9969785	0	20-38	63	21.72552344	37.24993809	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	10050339	1075603	10050339	378134432	4557322	372356624	1.527977225	0.0565	0.3538	0.5897		
SRR25592600	8777186	2247332	1662799	1144352	0	0	0	0	2619	0	0	0	0	3457211	222307	40566	25.60424264	8777186	7632834	86.96	1144352	13.04	SRR25592600_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8777186	0	20-38	63	21.19203108	37.24466213	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	8846124	953579	8846124	332756406	3932266	327743155	1.506582867	0.053	0.3452	0.6017		
SRR25592601	8149503	2085032	1439170	1264238	0	0	0	0	1683	0	0	0	0	3115608	207248	36524	25.58477492	8149503	6885265	84.49	1264238	15.51	SRR25592601_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8149503	0	20-38	65	17.73867369	37.65254838	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	8233707	938589	8233707	309717235	4606138	304049764	1.829885573	0.0545	0.33	0.6155		
SRR25592602	7667349	1746919	1049737	1175341	0	0	0	0	2466	0	0	0	0	3498338	172657	21891	22.78387224	7667349	6492008	84.67	1175341	15.33	SRR25592602_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7667349	0	20-38	64	20.69989299	37.28675609	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	7717531	192476	7717531	291420114	537095	290634240	0.269670473	0.0554	0.3336	0.6109		
SRR25592603	9417269	1417345	2152132	1296567	0	0	0	0	1932	0	0	0	0	4375229	157956	16108	15.05048863	9417269	8120702	86.23	1296567	13.77	SRR25592603_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9417269	0	20-38	62	16.52166602	37.22373291	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9485009	1044384	9485009	356487425	3932861	351381480	1.432293159	0.0402	0.2646	0.6953		
SRR25592604	13800795	2891765	2088726	2819277	0	0	0	0	3402	0	0	0	0	5580857	393780	22988	20.95361173	13800795	10981518	79.57	2819277	20.43	SRR25592604_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13800795	0	20-38	63	20.82744308	36.71426762	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	13963370	7182115	13963370	527243034	1000452	516475974	2.042143624	0.0485	0.3158	0.6357		
SRR25592605	10394306	4632031	205398	1876219	0	0	0	0	2870	0	0	0	0	3082033	516004	79751	44.56315794	10394306	8518087	81.95	1876219	18.05	SRR25592605_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10394306	0	20-38	65	22.01049221	37.33701365	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	10453313	962664	10453313	393565368	3613391	388785120	1.214600772	0.0787	0.4319	0.4894		
SRR25592606	10499152	4622549	139993	2070227	0	0	0	0	2512	0	0	0	0	3003394	616522	43955	44.02783196	10499152	8428925	80.28	2070227	19.72	SRR25592606_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10499152	0	20-38	65	23.236875	36.80609634	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	10573608	5145253	10573608	398128619	4366900	387306547	2.718235134	0.0811	0.4381	0.4808		
SRR25592607	11113385	4703561	214571	2054420	0	0	0	0	2197	0	0	0	0	3538844	525715	74077	42.32338752	11113385	9058965	81.51	2054420	18.49	SRR25592607_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11113385	0	20-38	66	21.00113397	37.62953879	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	11167371	351377	11167371	421450795	768333	420218609	0.292367701	0.0823	0.4231	0.4946		
SRR25592608	12169836	3720028	2113171	1516971	0	0	0	0	2255	0	0	0	0	4399084	351332	66995	30.57	12169836	10652865	87.53	1516971	12.47	SRR25592608_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12169836	0	20-38	63	20.18418448	37.29716547	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	12245791	1216494	12245791	460726658	4517740	454808350	1.284559488	0.055	0.3279	0.6171		
SRR25592609	9830973	2221863	2350922	1495717	0	0	0	0	2207	0	0	0	0	3493714	229273	37277	22.60064187	9830973	8335256	84.79	1495717	15.21	SRR25592609_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9830973	0	20-38	63	21.14520706	37.21905339	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9911340	1097966	9911340	372695740	4577101	366874545	1.561916162					
SRR25592610	24189964	5640103	5489983	3681885	0	0	0	0	5506	0	0	0	0	8693518	584916	94053	23.31588009	24189964	20508079	84.78	3681885	15.22	SRR25592610_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24189964	0	20-38	63	17.04619132	37.2318373	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	24378894	2611651	24378894	916661582	10757102	902940535	1.496849794	0.0534	0.2944	0.6522		
SRR25592611	7827067	1492048	1424459	1890581	0	0	0	0	1803	0	0	0	0	2823243	174039	20894	19.0626706	7827067	5936486	75.85	1890581	24.15	SRR25592611_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7827067	0	20-38	63	24.67265876	37.17638446	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	7900530	881989	7900530	297042789	4168839	291855268	1.746388464	0.0574	0.2675	0.6751		
SRR25592612	13695122	4000369	2023153	3177863	0	0	0	0	5040	0	0	0	0	3929865	519068	39764	29.21017425	13695122	10517259	76.8	3177863	23.2	SRR25592612_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13695122	0	20-38	64	25.08873807	36.9661321	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	13789928	7179576	13789928	520565354	988080	509736488	2.080212584	0.0666	0.3411	0.5923		
SRR25592613	8852272	1932685	1095137	1689488	0	0	0	0	1763	0	0	0	0	3874202	228568	30429	21.83264364	8852272	7162784	80.91	1689488	19.09	SRR25592613_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8852272	0	20-38	63	21.28935011	37.27133791	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	8910992	955428	8910992	335234281	3494801	330636173	1.371610322	0.0558	0.3031	0.6411		
SRR25592614	9223566	4122418	76469	1863377	0	0	0	0	3359	0	0	0	0	2642797	441030	74116	44.69440561	9223566	7360189	79.8	1863377	20.2	SRR25592614_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9223566	0	20-38	65	24.41608674	37.33784254	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	9278218	827780	9278218	349373575	3342010	345018364	1.246577106	0.0801	0.4398	0.4801		
SRR25592615	10282691	4947656	78566	1933631	0	0	0	0	3956	0	0	0	0	2706481	515378	97023	48.11635398	10282691	8349060	81.2	1933631	18.8	SRR25592615_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10282691	0	20-38	66	21.43460794	37.4277428	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10314308	794374	10314308	388461559	2248451	385221777	0.834003243	0.0791	0.4522	0.4686		
SRR25592616	11415388	5320627	58735	2773138	0	0	0	0	7207	0	0	0	0	2631559	516760	107362	46.60925235	11415388	8642250	75.71	2773138	24.29	SRR25592616_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11415388	0	20-38	67	25.36067437	37.31893555	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	2.6	11500375	1002718	11500375	433153414	4923440	427004723	1.419518074	0.0791	0.4569	0.464		
SRR25592617	8141679	1787092	2280829	991317	0	0	0	0	1784	0	0	0	0	2800246	263651	16760	21.94991967	8141679	7150362	87.82	991317	12.18	SRR25592617_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8141679	0	20-38	62	19.47769148	36.85774421	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	8183889	3591095	8183889	307695946	2657621	300591882	2.3087935	0.0574	0.2642	0.6784		
SRR25592618	9994548	1996457	3139512	1547052	0	0	0	0	1574	0	0	0	0	3009206	282978	17769	19.97546062	9994548	8447496	84.52	1547052	15.48	SRR25592618_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9994548	0	20-38	62	20.8767024	36.77687765	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	10085816	4289327	10085816	379099705	5156756	368675505	2.749725168	0.0539	0.2277	0.7184		
SRR25592619	9245516	2155952	1892960	1312531	0	0	0	0	5180	0	0	0	0	3589565	259258	30070	23.31889318	9245516	7932985	85.8	1312531	14.2	SRR25592619_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9245516	0	20-38	63	21.47564244	37.31339776	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9287168	868220	9287168	349336325	2846730	345470013	1.106759224	0.0627	0.2841	0.6533		
SRR25592620	9391927	4172274	109958	1815450	0	0	0	0	3267	0	0	0	0	2707420	510624	72934	44.42404631	9391927	7576477	80.67	1815450	19.33	SRR25592620_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9391927	0	20-38	66	22.37584655	37.37955715	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9432512	793899	9432512	355175145	2656985	351538218	1.023981281	0.0901	0.4228	0.487		
SRR25592621	8045459	3434348	230243	1684714	0	0	0	0	2866	0	0	0	0	2255702	373123	64463	42.68678766	8045459	6360745	79.06	1684714	20.94	SRR25592621_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8045459	0	20-38	65	24.75485944	37.30157496	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	8101749	778980	8101749	305002827	3288480	300772686	1.38691862	0.0776	0.4109	0.5115		
SRR25592622	7493781	3413195	212867	1416251	0	0	0	0	2314	0	0	0	0	2029842	357669	61643	45.54703427	7493781	6077530	81.1	1416251	18.9	SRR25592622_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7493781	0	20-38	66	24.43203722	37.38870952	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7526119	623074	7526119	283415423	2086760	280561022	1.007143849	0.08	0.4316	0.4884		
SRR25592623	7234403	2431121	1228954	944495	0	0	0	0	1643	0	0	0	0	2322579	261481	44130	33.60499823	7234403	6289908	86.94	944495	13.06	SRR25592623_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7234403	0	20-38	64	24.59990206	37.33859117	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	7269645	662154	7269645	273526737	2201622	270545402	1.089961089	0.0717	0.3534	0.5749		
SRR25592624	8144760	3053800	1113687	801900	0	0	0	0	1711	0	0	0	0	2793486	326154	54022	37.49404525	8144760	7342860	90.15	801900	9.85	SRR25592624_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8144760	0	20-38	65	22.68329111	37.40828115	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	8166241	634499	8166241	307308004	1605287	304933261	0.772756638	0.0739	0.366	0.5601		
SRR25592625	9818534	3279950	1603517	1205100	0	0	0	0	2864	0	0	0	0	3300195	367185	59723	33.40569987	9818534	8613434	87.73	1205100	12.27	SRR25592625_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9818534	0	20-38	64	21.96875247	37.36999587	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9854152	854860	9854152	370793805	2437562	367337908	0.932026629	0.0739	0.3488	0.5773		
SRR25592626	9186929	3983804	312398	1716305	0	0	0	0	3336	0	0	0	0	2590765	509524	70797	43.36382702	9186929	7470624	81.32	1716305	18.68	SRR25592626_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9186929	0	20-38	65	24.06675301	37.29646849	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	9252980	896907	9252980	348317485	3803091	343431468	1.402748128	0.0875	0.4426	0.4699		
SRR25592627	7998199	3595119	103729	1577776	0	0	0	0	3501	0	0	0	0	2204014	452352	61708	44.94910667	7998199	6420423	80.27	1577776	19.73	SRR25592627_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7998199	0	20-38	65	27.16050913	37.27548864	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	8063387	768799	8063387	303571438	3736524	298899677	1.538932987	0.0916	0.4454	0.463		
SRR25592628	9679686	4557083	106582	2284440	0	0	0	0	4429	0	0	0	0	2127405	508939	90808	47.08	9679686	7395246	76.4	2284440	23.6	SRR25592628_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9679686	0	20-38	65	27.65860602	37.22330817	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	9777340	1012005	9777340	368040132	5344132	361476771	1.783327531	0.0831	0.4726	0.4443		
SRX7552680	30449944	16649	264008	30144593	0	0	0	0	23898	0	0	0	0	525	241	30	0.054676619	30449944	305351	1	30144593	99	SRX7552680_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30449944	0	20-150	61	7.262062882	143.4687411	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	30478705	11316114	30478705	4571805750	14180587	4379594704	4.204269746	0.0292	0.0472	0.9236		
SRX7552681	37846904	57008	626562	37075383	0	0	0	0	83863	0	0	0	0	3243	819	26	0.150627909	37846904	771521	2.04	37075383	97.96	SRX7552681_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37846904	0	20-150	61	7.395156972	137.5671849	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	37902518	17376808	37902518	5685377700	37408588	5219114841	8.20108854	0.0428	0.0554	0.9018		
SRX7552682	37266769	47366	568014	36594329	0	0	0	0	56051	0	0	0	0	328	637	44	0.12709983	37266769	672440	1.8	36594329	98.2	SRX7552682_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37266769	0	20-150	59	5.019496417	140.8362897	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	37328049	16638003	37328049	5599207350	26179050	5262931666	6.005773014	0.0371	0.0586	0.9043		
SRX7552683	37134244	105501	426895	36529277	0	0	0	0	55718	0	0	0	0	15236	1527	90	0.284107036	37134244	604967	1.63	36529277	98.37	SRX7552683_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37134244	0	20-150	61	7.58244852	140.5427172	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	37205296	15622928	37205296	5580794400	28765263	5232257077	6.245299468	0.0381	0.1406	0.8213		
SRX10298353	9708273	2167933	6481851	559517	0	0	0	0	1315	0	0	0	0	347582	140458	9617	22.33077912	9708273	9148756	94.24	559517	5.76	SRX10298353_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9708273	0	20-75	60	16.13308391	73.27081408	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	9844959	1030078	9844959	734317587	12872675	720240780	1.916991674	0.0148	0.1473	0.8379		
SRX10298354	11646120	3812828	6128621	908543	0	0	0	0	3355	0	0	0	0	536754	236756	19263	32.73904099	11646120	10737577	92.2	908543	7.8	SRX10298354_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11646120	0	20-75	62	17.06527918	73.2041346	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	11869447	1124430	11869447	885414580	20305615	863785758	2.442790359	0.0196	0.2151	0.7653		
