locus_tag,GOs
XNR_RS15735,GO:0007154
XNR_RS15735,GO:0008150
XNR_RS15735,GO:0009267
XNR_RS15735,GO:0009605
XNR_RS15735,GO:0009987
XNR_RS15735,GO:0009991
XNR_RS15735,GO:0017076
XNR_RS15735,GO:0030234
XNR_RS15735,GO:0030312
XNR_RS15735,GO:0030554
XNR_RS15735,GO:0031667
XNR_RS15735,GO:0031668
XNR_RS15735,GO:0031669
XNR_RS15735,GO:0033554
XNR_RS15735,GO:0036094
XNR_RS15735,GO:0040007
XNR_RS15735,GO:0042594
XNR_RS15735,GO:0044464
XNR_RS15735,GO:0050790
XNR_RS15735,GO:0050896
XNR_RS15735,GO:0051082
XNR_RS15735,GO:0051716
XNR_RS15735,GO:0060589
XNR_RS15735,GO:0060590
XNR_RS15735,GO:0065007
XNR_RS15735,GO:0065009
XNR_RS15735,GO:0071496
XNR_RS15735,GO:0071944
XNR_RS15735,GO:0097159
XNR_RS15735,GO:0098772
XNR_RS15735,GO:1901265
XNR_RS15735,GO:1901363
XNR_RS15740,GO:0005575
XNR_RS15740,GO:0005618
XNR_RS15740,GO:0005623
XNR_RS15740,GO:0005886
XNR_RS15740,GO:0008150
XNR_RS15740,GO:0010468
XNR_RS15740,GO:0016020
XNR_RS15740,GO:0019222
XNR_RS15740,GO:0030312
XNR_RS15740,GO:0040007
XNR_RS15740,GO:0043388
XNR_RS15740,GO:0044093
XNR_RS15740,GO:0044464
XNR_RS15740,GO:0050789
XNR_RS15740,GO:0051098
XNR_RS15740,GO:0051099
XNR_RS15740,GO:0051101
XNR_RS15740,GO:0060255
XNR_RS15740,GO:0065007
XNR_RS15740,GO:0065009
XNR_RS15740,GO:0071944
XNR_RS15740,GO:2000677
XNR_RS15740,GO:2000679
XNR_RS15745,GO:0006355
XNR_RS15745,GO:0008150
XNR_RS15745,GO:0009889
XNR_RS15745,GO:0009890
XNR_RS15745,GO:0009892
XNR_RS15745,GO:0010468
XNR_RS15745,GO:0010556
XNR_RS15745,GO:0010558
XNR_RS15745,GO:0010605
XNR_RS15745,GO:0010629
XNR_RS15745,GO:0019219
XNR_RS15745,GO:0019222
XNR_RS15745,GO:0031323
XNR_RS15745,GO:0031324
XNR_RS15745,GO:0031326
XNR_RS15745,GO:0031327
XNR_RS15745,GO:0045892
XNR_RS15745,GO:0045934
XNR_RS15745,GO:0048519
XNR_RS15745,GO:0048523
XNR_RS15745,GO:0050789
XNR_RS15745,GO:0050794
XNR_RS15745,GO:0051171
XNR_RS15745,GO:0051172
XNR_RS15745,GO:0051252
XNR_RS15745,GO:0051253
XNR_RS15745,GO:0060255
XNR_RS15745,GO:0065007
XNR_RS15745,GO:0080090
XNR_RS15745,GO:1902679
XNR_RS15745,GO:1903506
XNR_RS15745,GO:1903507
XNR_RS15745,GO:2000112
XNR_RS15745,GO:2000113
XNR_RS15745,GO:2001141
XNR_RS15750,-
XNR_RS15755,-
XNR_RS15760,-
XNR_RS15765,GO:0003674
XNR_RS15765,GO:0003824
XNR_RS15765,GO:0005488
XNR_RS15765,GO:0005515
XNR_RS15765,GO:0005575
XNR_RS15765,GO:0005576
XNR_RS15765,GO:0005618
XNR_RS15765,GO:0005623
XNR_RS15765,GO:0008150
XNR_RS15765,GO:0008152
XNR_RS15765,GO:0016491
XNR_RS15765,GO:0016627
XNR_RS15765,GO:0030312
XNR_RS15765,GO:0031406
XNR_RS15765,GO:0036094
XNR_RS15765,GO:0042802
XNR_RS15765,GO:0042803
XNR_RS15765,GO:0043167
XNR_RS15765,GO:0043168
XNR_RS15765,GO:0043177
XNR_RS15765,GO:0044464
XNR_RS15765,GO:0046983
XNR_RS15765,GO:0048037
XNR_RS15765,GO:0050662
XNR_RS15765,GO:0055114
XNR_RS15765,GO:0070967
XNR_RS15765,GO:0071944
XNR_RS15765,GO:0097159
XNR_RS15765,GO:0097367
XNR_RS15765,GO:1901363
XNR_RS15770,-
XNR_RS15775,-
XNR_RS15780,-
XNR_RS15785,-
XNR_RS15790,-
XNR_RS15795,-
XNR_RS15800,-
XNR_RS15805,-
XNR_RS15810,-
XNR_RS15815,-
XNR_RS15820,-
XNR_RS15825,-
XNR_RS15835,-
XNR_RS15840,-
XNR_RS15845,-
XNR_RS15850,-
XNR_RS15855,-
XNR_RS15860,GO:0003674
XNR_RS15860,GO:0003824
XNR_RS15860,GO:0004332
XNR_RS15860,GO:0005488
XNR_RS15860,GO:0005515
XNR_RS15860,GO:0005575
XNR_RS15860,GO:0005576
XNR_RS15860,GO:0005618
XNR_RS15860,GO:0005622
XNR_RS15860,GO:0005623
XNR_RS15860,GO:0005737
XNR_RS15860,GO:0005829
XNR_RS15860,GO:0005886
XNR_RS15860,GO:0005975
XNR_RS15860,GO:0005996
XNR_RS15860,GO:0006006
XNR_RS15860,GO:0006082
XNR_RS15860,GO:0006090
XNR_RS15860,GO:0006091
XNR_RS15860,GO:0006094
XNR_RS15860,GO:0006096
XNR_RS15860,GO:0006139
XNR_RS15860,GO:0006163
XNR_RS15860,GO:0006164
XNR_RS15860,GO:0006165
XNR_RS15860,GO:0006725
XNR_RS15860,GO:0006732
XNR_RS15860,GO:0006733
XNR_RS15860,GO:0006753
XNR_RS15860,GO:0006754
XNR_RS15860,GO:0006757
XNR_RS15860,GO:0006793
XNR_RS15860,GO:0006796
XNR_RS15860,GO:0006807
XNR_RS15860,GO:0008150
XNR_RS15860,GO:0008152
XNR_RS15860,GO:0008270
XNR_RS15860,GO:0009056
XNR_RS15860,GO:0009058
XNR_RS15860,GO:0009108
XNR_RS15860,GO:0009117
XNR_RS15860,GO:0009123
XNR_RS15860,GO:0009124
XNR_RS15860,GO:0009126
XNR_RS15860,GO:0009127
XNR_RS15860,GO:0009132
XNR_RS15860,GO:0009135
XNR_RS15860,GO:0009141
XNR_RS15860,GO:0009142
XNR_RS15860,GO:0009144
XNR_RS15860,GO:0009145
XNR_RS15860,GO:0009150
XNR_RS15860,GO:0009152
XNR_RS15860,GO:0009156
XNR_RS15860,GO:0009161
XNR_RS15860,GO:0009165
XNR_RS15860,GO:0009166
XNR_RS15860,GO:0009167
XNR_RS15860,GO:0009168
XNR_RS15860,GO:0009179
XNR_RS15860,GO:0009185
XNR_RS15860,GO:0009199
XNR_RS15860,GO:0009201
XNR_RS15860,GO:0009205
XNR_RS15860,GO:0009206
XNR_RS15860,GO:0009259
XNR_RS15860,GO:0009260
XNR_RS15860,GO:0009987
XNR_RS15860,GO:0016020
XNR_RS15860,GO:0016051
XNR_RS15860,GO:0016052
XNR_RS15860,GO:0016053
XNR_RS15860,GO:0016310
XNR_RS15860,GO:0016829
XNR_RS15860,GO:0016830
XNR_RS15860,GO:0016832
XNR_RS15860,GO:0017144
XNR_RS15860,GO:0018130
XNR_RS15860,GO:0019318
XNR_RS15860,GO:0019319
XNR_RS15860,GO:0019359
XNR_RS15860,GO:0019362
XNR_RS15860,GO:0019363
XNR_RS15860,GO:0019438
XNR_RS15860,GO:0019439
XNR_RS15860,GO:0019637
XNR_RS15860,GO:0019693
XNR_RS15860,GO:0019752
XNR_RS15860,GO:0019899
XNR_RS15860,GO:0030312
XNR_RS15860,GO:0032787
XNR_RS15860,GO:0034404
XNR_RS15860,GO:0034641
XNR_RS15860,GO:0034654
XNR_RS15860,GO:0034655
XNR_RS15860,GO:0035375
XNR_RS15860,GO:0042866
XNR_RS15860,GO:0043167
XNR_RS15860,GO:0043169
XNR_RS15860,GO:0043436
XNR_RS15860,GO:0044237
XNR_RS15860,GO:0044238
XNR_RS15860,GO:0044248
XNR_RS15860,GO:0044249
XNR_RS15860,GO:0044270
XNR_RS15860,GO:0044271
XNR_RS15860,GO:0044281
XNR_RS15860,GO:0044283
XNR_RS15860,GO:0044424
XNR_RS15860,GO:0044444
XNR_RS15860,GO:0044464
XNR_RS15860,GO:0046031
XNR_RS15860,GO:0046034
XNR_RS15860,GO:0046364
XNR_RS15860,GO:0046390
XNR_RS15860,GO:0046394
XNR_RS15860,GO:0046434
XNR_RS15860,GO:0046483
XNR_RS15860,GO:0046496
XNR_RS15860,GO:0046700
XNR_RS15860,GO:0046872
XNR_RS15860,GO:0046914
XNR_RS15860,GO:0046939
XNR_RS15860,GO:0051186
XNR_RS15860,GO:0051188
XNR_RS15860,GO:0055086
XNR_RS15860,GO:0071704
XNR_RS15860,GO:0071944
XNR_RS15860,GO:0072330
XNR_RS15860,GO:0072521
XNR_RS15860,GO:0072522
XNR_RS15860,GO:0072524
XNR_RS15860,GO:0072525
XNR_RS15860,GO:0090407
XNR_RS15860,GO:1901135
XNR_RS15860,GO:1901137
XNR_RS15860,GO:1901292
XNR_RS15860,GO:1901293
XNR_RS15860,GO:1901360
XNR_RS15860,GO:1901361
XNR_RS15860,GO:1901362
XNR_RS15860,GO:1901564
XNR_RS15860,GO:1901566
XNR_RS15860,GO:1901575
XNR_RS15860,GO:1901576
XNR_RS15865,-
XNR_RS15870,-
XNR_RS15875,-
XNR_RS15880,-
XNR_RS15885,-
XNR_RS15890,-
XNR_RS15895,-
XNR_RS15900,-
XNR_RS15905,-
XNR_RS15910,-
XNR_RS15915,-
XNR_RS15920,-
XNR_RS15925,-
XNR_RS15930,-
XNR_RS15935,GO:0003674
XNR_RS15935,GO:0003824
XNR_RS15935,GO:0004019
XNR_RS15935,GO:0005575
XNR_RS15935,GO:0005622
XNR_RS15935,GO:0005623
XNR_RS15935,GO:0005737
XNR_RS15935,GO:0006139
XNR_RS15935,GO:0006163
XNR_RS15935,GO:0006164
XNR_RS15935,GO:0006167
XNR_RS15935,GO:0006725
XNR_RS15935,GO:0006753
XNR_RS15935,GO:0006793
XNR_RS15935,GO:0006796
XNR_RS15935,GO:0006807
XNR_RS15935,GO:0008150
XNR_RS15935,GO:0008152
XNR_RS15935,GO:0009058
XNR_RS15935,GO:0009117
XNR_RS15935,GO:0009123
XNR_RS15935,GO:0009124
XNR_RS15935,GO:0009126
XNR_RS15935,GO:0009127
XNR_RS15935,GO:0009150
XNR_RS15935,GO:0009152
XNR_RS15935,GO:0009156
XNR_RS15935,GO:0009161
XNR_RS15935,GO:0009165
XNR_RS15935,GO:0009167
XNR_RS15935,GO:0009168
XNR_RS15935,GO:0009259
XNR_RS15935,GO:0009260
XNR_RS15935,GO:0009987
XNR_RS15935,GO:0016874
XNR_RS15935,GO:0016879
XNR_RS15935,GO:0017144
XNR_RS15935,GO:0018130
XNR_RS15935,GO:0019438
XNR_RS15935,GO:0019637
XNR_RS15935,GO:0019693
XNR_RS15935,GO:0034641
XNR_RS15935,GO:0034654
XNR_RS15935,GO:0040007
XNR_RS15935,GO:0044208
XNR_RS15935,GO:0044237
XNR_RS15935,GO:0044238
XNR_RS15935,GO:0044249
XNR_RS15935,GO:0044271
XNR_RS15935,GO:0044281
XNR_RS15935,GO:0044424
XNR_RS15935,GO:0044464
XNR_RS15935,GO:0046033
XNR_RS15935,GO:0046040
XNR_RS15935,GO:0046390
XNR_RS15935,GO:0046483
XNR_RS15935,GO:0055086
XNR_RS15935,GO:0071704
XNR_RS15935,GO:0072521
XNR_RS15935,GO:0072522
XNR_RS15935,GO:0090407
XNR_RS15935,GO:1901135
XNR_RS15935,GO:1901137
XNR_RS15935,GO:1901293
XNR_RS15935,GO:1901360
XNR_RS15935,GO:1901362
XNR_RS15935,GO:1901564
XNR_RS15935,GO:1901566
XNR_RS15935,GO:1901576
XNR_RS15940,-
XNR_RS15945,-
XNR_RS15950,-
XNR_RS15955,-
XNR_RS15960,-
XNR_RS15965,GO:0008150
XNR_RS15965,GO:0010035
XNR_RS15965,GO:0010038
XNR_RS15965,GO:0042221
XNR_RS15965,GO:0046686
XNR_RS15965,GO:0050896
XNR_RS15970,-
XNR_RS15975,-
XNR_RS15980,GO:0003674
XNR_RS15980,GO:0003824
XNR_RS15980,GO:0004812
XNR_RS15980,GO:0004813
XNR_RS15980,GO:0005488
XNR_RS15980,GO:0005575
XNR_RS15980,GO:0005618
XNR_RS15980,GO:0005622
XNR_RS15980,GO:0005623
XNR_RS15980,GO:0005737
XNR_RS15980,GO:0005829
XNR_RS15980,GO:0005886
XNR_RS15980,GO:0006082
XNR_RS15980,GO:0006139
XNR_RS15980,GO:0006396
XNR_RS15980,GO:0006399
XNR_RS15980,GO:0006400
XNR_RS15980,GO:0006412
XNR_RS15980,GO:0006418
XNR_RS15980,GO:0006419
XNR_RS15980,GO:0006518
XNR_RS15980,GO:0006520
XNR_RS15980,GO:0006725
XNR_RS15980,GO:0006807
XNR_RS15980,GO:0008033
XNR_RS15980,GO:0008150
XNR_RS15980,GO:0008152
XNR_RS15980,GO:0009058
XNR_RS15980,GO:0009059
XNR_RS15980,GO:0009451
XNR_RS15980,GO:0009987
XNR_RS15980,GO:0010467
XNR_RS15980,GO:0016020
XNR_RS15980,GO:0016070
XNR_RS15980,GO:0016597
XNR_RS15980,GO:0016874
XNR_RS15980,GO:0016875
XNR_RS15980,GO:0019538
XNR_RS15980,GO:0019752
XNR_RS15980,GO:0030312
XNR_RS15980,GO:0031406
XNR_RS15980,GO:0034470
XNR_RS15980,GO:0034641
XNR_RS15980,GO:0034645
XNR_RS15980,GO:0034660
XNR_RS15980,GO:0036094
XNR_RS15980,GO:0040007
XNR_RS15980,GO:0043038
XNR_RS15980,GO:0043039
XNR_RS15980,GO:0043043
XNR_RS15980,GO:0043167
XNR_RS15980,GO:0043168
XNR_RS15980,GO:0043170
XNR_RS15980,GO:0043177
XNR_RS15980,GO:0043412
XNR_RS15980,GO:0043436
XNR_RS15980,GO:0043603
XNR_RS15980,GO:0043604
XNR_RS15980,GO:0044237
XNR_RS15980,GO:0044238
XNR_RS15980,GO:0044249
XNR_RS15980,GO:0044260
XNR_RS15980,GO:0044267
XNR_RS15980,GO:0044271
XNR_RS15980,GO:0044281
XNR_RS15980,GO:0044424
XNR_RS15980,GO:0044444
XNR_RS15980,GO:0044464
XNR_RS15980,GO:0046483
XNR_RS15980,GO:0071704
XNR_RS15980,GO:0071944
XNR_RS15980,GO:0090304
XNR_RS15980,GO:0140098
XNR_RS15980,GO:0140101
XNR_RS15980,GO:1901360
XNR_RS15980,GO:1901564
XNR_RS15980,GO:1901566
XNR_RS15980,GO:1901576
XNR_RS15985,GO:0000408
XNR_RS15985,GO:0002949
XNR_RS15985,GO:0005575
XNR_RS15985,GO:0005622
XNR_RS15985,GO:0005623
XNR_RS15985,GO:0006139
XNR_RS15985,GO:0006396
XNR_RS15985,GO:0006399
XNR_RS15985,GO:0006400
XNR_RS15985,GO:0006725
XNR_RS15985,GO:0006807
XNR_RS15985,GO:0008033
XNR_RS15985,GO:0008150
XNR_RS15985,GO:0008152
XNR_RS15985,GO:0009451
XNR_RS15985,GO:0009987
XNR_RS15985,GO:0010467
XNR_RS15985,GO:0016070
XNR_RS15985,GO:0032991
XNR_RS15985,GO:0034470
XNR_RS15985,GO:0034641
XNR_RS15985,GO:0034660
XNR_RS15985,GO:0043170
XNR_RS15985,GO:0043412
XNR_RS15985,GO:0044237
XNR_RS15985,GO:0044238
XNR_RS15985,GO:0044424
XNR_RS15985,GO:0044464
XNR_RS15985,GO:0046483
XNR_RS15985,GO:0070525
XNR_RS15985,GO:0071704
XNR_RS15985,GO:0090304
XNR_RS15985,GO:1901360
XNR_RS15990,-
XNR_RS31270,-
XNR_RS15995,-
XNR_RS16000,-
XNR_RS16005,-
XNR_RS16010,-
XNR_RS16015,-
XNR_RS29940,-
XNR_RS16025,-
XNR_RS16030,-
XNR_RS16035,-
XNR_RS16040,-
XNR_RS16045,-
XNR_RS16050,-
XNR_RS16055,-
XNR_RS16060,-
XNR_RS16065,-
XNR_RS16070,-
XNR_RS16075,-
XNR_RS31275,-
XNR_RS16080,-
XNR_RS16085,-
XNR_RS16090,-
XNR_RS16095,-
XNR_RS16100,-
XNR_RS16105,-
XNR_RS16110,-
XNR_RS16115,-
XNR_RS16120,-
XNR_RS16125,GO:0002682
XNR_RS16125,GO:0002683
XNR_RS16125,GO:0005575
XNR_RS16125,GO:0005576
XNR_RS16125,GO:0005618
XNR_RS16125,GO:0005623
XNR_RS16125,GO:0005886
XNR_RS16125,GO:0006810
XNR_RS16125,GO:0006811
XNR_RS16125,GO:0006817
XNR_RS16125,GO:0006820
XNR_RS16125,GO:0006950
XNR_RS16125,GO:0007154
XNR_RS16125,GO:0008150
XNR_RS16125,GO:0009267
XNR_RS16125,GO:0009605
XNR_RS16125,GO:0009607
XNR_RS16125,GO:0009987
XNR_RS16125,GO:0009991
XNR_RS16125,GO:0015698
XNR_RS16125,GO:0016020
XNR_RS16125,GO:0016036
XNR_RS16125,GO:0030312
XNR_RS16125,GO:0031347
XNR_RS16125,GO:0031348
XNR_RS16125,GO:0031667
XNR_RS16125,GO:0031668
XNR_RS16125,GO:0031669
XNR_RS16125,GO:0033554
XNR_RS16125,GO:0035821
XNR_RS16125,GO:0040007
XNR_RS16125,GO:0042594
XNR_RS16125,GO:0043207
XNR_RS16125,GO:0044003
XNR_RS16125,GO:0044110
XNR_RS16125,GO:0044116
XNR_RS16125,GO:0044117
XNR_RS16125,GO:0044403
XNR_RS16125,GO:0044413
XNR_RS16125,GO:0044414
XNR_RS16125,GO:0044419
XNR_RS16125,GO:0044464
XNR_RS16125,GO:0045088
XNR_RS16125,GO:0045824
XNR_RS16125,GO:0048519
XNR_RS16125,GO:0048583
XNR_RS16125,GO:0048585
XNR_RS16125,GO:0050776
XNR_RS16125,GO:0050777
XNR_RS16125,GO:0050789
XNR_RS16125,GO:0050896
XNR_RS16125,GO:0051179
XNR_RS16125,GO:0051234
XNR_RS16125,GO:0051701
XNR_RS16125,GO:0051704
XNR_RS16125,GO:0051707
XNR_RS16125,GO:0051716
XNR_RS16125,GO:0051817
XNR_RS16125,GO:0051832
XNR_RS16125,GO:0051833
XNR_RS16125,GO:0052031
XNR_RS16125,GO:0052037
XNR_RS16125,GO:0052167
XNR_RS16125,GO:0052170
XNR_RS16125,GO:0052173
XNR_RS16125,GO:0052200
XNR_RS16125,GO:0052255
XNR_RS16125,GO:0052261
XNR_RS16125,GO:0052306
XNR_RS16125,GO:0052309
XNR_RS16125,GO:0052552
XNR_RS16125,GO:0052553
XNR_RS16125,GO:0052561
XNR_RS16125,GO:0052562
XNR_RS16125,GO:0052564
XNR_RS16125,GO:0052572
XNR_RS16125,GO:0065007
XNR_RS16125,GO:0071496
XNR_RS16125,GO:0071944
XNR_RS16125,GO:0075136
XNR_RS16125,GO:0080134
XNR_RS16130,-
XNR_RS16135,-
XNR_RS16140,-
XNR_RS16150,-
XNR_RS16155,-
XNR_RS16160,-
XNR_RS16165,-
XNR_RS31585,-
XNR_RS16175,-
XNR_RS16180,-
XNR_RS16185,-
XNR_RS16190,-
XNR_RS16195,-
XNR_RS16200,-
XNR_RS16205,-
XNR_RS16210,-
XNR_RS16215,-
XNR_RS16220,-
XNR_RS16230,-
XNR_RS16235,-
XNR_RS16240,-
XNR_RS16245,-
XNR_RS16255,-
XNR_RS16260,-
XNR_RS16265,-
XNR_RS16270,-
XNR_RS16275,-
XNR_RS16280,-
XNR_RS16285,-
XNR_RS16290,-
XNR_RS16295,-
XNR_RS16300,-
XNR_RS16305,-
XNR_RS16310,-
XNR_RS16315,-
XNR_RS16320,-
XNR_RS16325,-
XNR_RS16330,-
XNR_RS16335,-
XNR_RS16340,-
XNR_RS16345,-
XNR_RS16350,-
XNR_RS16355,-
XNR_RS16360,-
XNR_RS16365,-
XNR_RS16370,-
XNR_RS16375,-
XNR_RS16380,-
XNR_RS16385,-
XNR_RS30850,-
XNR_RS16395,-
XNR_RS16400,-
XNR_RS16405,-
XNR_RS16410,-
XNR_RS16415,GO:0000302
XNR_RS16415,GO:0003674
XNR_RS16415,GO:0003824
XNR_RS16415,GO:0005575
XNR_RS16415,GO:0005622
XNR_RS16415,GO:0005623
XNR_RS16415,GO:0005737
XNR_RS16415,GO:0005829
XNR_RS16415,GO:0006790
XNR_RS16415,GO:0006950
XNR_RS16415,GO:0006979
XNR_RS16415,GO:0008080
XNR_RS16415,GO:0008150
XNR_RS16415,GO:0008152
XNR_RS16415,GO:0009058
XNR_RS16415,GO:0009268
XNR_RS16415,GO:0009628
XNR_RS16415,GO:0009636
XNR_RS16415,GO:0009987
XNR_RS16415,GO:0010035
XNR_RS16415,GO:0010125
XNR_RS16415,GO:0010126
XNR_RS16415,GO:0010447
XNR_RS16415,GO:0016137
XNR_RS16415,GO:0016138
XNR_RS16415,GO:0016407
XNR_RS16415,GO:0016410
XNR_RS16415,GO:0016740
XNR_RS16415,GO:0016746
XNR_RS16415,GO:0016747
XNR_RS16415,GO:0033554
XNR_RS16415,GO:0034599
XNR_RS16415,GO:0034614
XNR_RS16415,GO:0035447
XNR_RS16415,GO:0035690
XNR_RS16415,GO:0040007
XNR_RS16415,GO:0042221
XNR_RS16415,GO:0042493
XNR_RS16415,GO:0042542
XNR_RS16415,GO:0044110
XNR_RS16415,GO:0044116
XNR_RS16415,GO:0044117
XNR_RS16415,GO:0044119
XNR_RS16415,GO:0044237
XNR_RS16415,GO:0044249
XNR_RS16415,GO:0044272
XNR_RS16415,GO:0044403
XNR_RS16415,GO:0044419
XNR_RS16415,GO:0044424
XNR_RS16415,GO:0044444
XNR_RS16415,GO:0044464
XNR_RS16415,GO:0046677
XNR_RS16415,GO:0050896
XNR_RS16415,GO:0051186
XNR_RS16415,GO:0051188
XNR_RS16415,GO:0051704
XNR_RS16415,GO:0051716
XNR_RS16415,GO:0070301
XNR_RS16415,GO:0070887
XNR_RS16415,GO:0071214
XNR_RS16415,GO:0071236
XNR_RS16415,GO:0071467
XNR_RS16415,GO:0071468
XNR_RS16415,GO:0071704
XNR_RS16415,GO:0097237
XNR_RS16415,GO:0104004
XNR_RS16415,GO:1901135
XNR_RS16415,GO:1901137
XNR_RS16415,GO:1901576
XNR_RS16415,GO:1901657
XNR_RS16415,GO:1901659
XNR_RS16415,GO:1901700
XNR_RS16415,GO:1901701
XNR_RS16420,-
XNR_RS16425,-
XNR_RS16430,-
XNR_RS16435,-
XNR_RS16440,-
XNR_RS16445,-
XNR_RS16450,-
XNR_RS16455,-
XNR_RS16460,-
XNR_RS16465,-
XNR_RS16470,-
XNR_RS16475,-
XNR_RS16480,-
XNR_RS16485,-
XNR_RS16490,-
XNR_RS16495,-
XNR_RS16500,-
XNR_RS16505,-
XNR_RS16510,-
XNR_RS16515,GO:0005575
XNR_RS16515,GO:0005618
XNR_RS16515,GO:0005623
XNR_RS16515,GO:0005886
XNR_RS16515,GO:0016020
XNR_RS16515,GO:0030312
XNR_RS16515,GO:0044464
XNR_RS16515,GO:0071944
XNR_RS29470,-
XNR_RS16525,-
XNR_RS16530,-
XNR_RS16535,-
XNR_RS16540,-
XNR_RS16550,-
XNR_RS16555,-
XNR_RS16560,-
XNR_RS16565,GO:0002161
XNR_RS16565,GO:0003674
XNR_RS16565,GO:0003824
XNR_RS16565,GO:0005575
XNR_RS16565,GO:0005622
XNR_RS16565,GO:0005623
XNR_RS16565,GO:0005737
XNR_RS16565,GO:0006139
XNR_RS16565,GO:0006399
XNR_RS16565,GO:0006450
XNR_RS16565,GO:0006725
XNR_RS16565,GO:0006807
XNR_RS16565,GO:0008150
XNR_RS16565,GO:0008152
XNR_RS16565,GO:0009987
XNR_RS16565,GO:0016070
XNR_RS16565,GO:0016787
XNR_RS16565,GO:0016788
XNR_RS16565,GO:0034641
XNR_RS16565,GO:0034660
XNR_RS16565,GO:0043170
XNR_RS16565,GO:0044237
XNR_RS16565,GO:0044238
XNR_RS16565,GO:0044424
XNR_RS16565,GO:0044464
XNR_RS16565,GO:0046483
XNR_RS16565,GO:0051499
XNR_RS16565,GO:0051500
XNR_RS16565,GO:0052689
XNR_RS16565,GO:0065007
XNR_RS16565,GO:0065008
XNR_RS16565,GO:0071704
XNR_RS16565,GO:0090304
XNR_RS16565,GO:0106074
XNR_RS16565,GO:0140098
XNR_RS16565,GO:0140101
XNR_RS16565,GO:1901360
XNR_RS16570,-
XNR_RS16575,-
XNR_RS16580,-
XNR_RS16585,-
XNR_RS16590,-
XNR_RS16595,-
XNR_RS16600,-
XNR_RS16605,-
XNR_RS16610,-
XNR_RS16615,-
XNR_RS16620,-
XNR_RS16625,-
XNR_RS16630,-
XNR_RS16635,-
XNR_RS16640,-
XNR_RS16645,-
XNR_RS16650,-
XNR_RS16655,-
XNR_RS16660,-
XNR_RS16665,-
XNR_RS16670,-
XNR_RS16675,-
XNR_RS16680,-
XNR_RS16685,-
XNR_RS16690,-
XNR_RS16695,-
XNR_RS16700,-
XNR_RS31300,-
XNR_RS16710,-
XNR_RS16715,-
XNR_RS16720,-
XNR_RS16725,-
XNR_RS16730,-
XNR_RS16735,-
XNR_RS16740,-
XNR_RS16745,-
XNR_RS16750,-
XNR_RS16755,-
XNR_RS16760,-
XNR_RS16765,-
XNR_RS16770,GO:0003674
XNR_RS16770,GO:0003824
XNR_RS16770,GO:0005575
XNR_RS16770,GO:0005622
XNR_RS16770,GO:0005623
XNR_RS16770,GO:0005737
XNR_RS16770,GO:0005829
XNR_RS16770,GO:0006790
XNR_RS16770,GO:0008150
XNR_RS16770,GO:0008152
XNR_RS16770,GO:0008194
XNR_RS16770,GO:0008375
XNR_RS16770,GO:0009058
XNR_RS16770,GO:0009987
XNR_RS16770,GO:0010125
XNR_RS16770,GO:0010126
XNR_RS16770,GO:0016137
XNR_RS16770,GO:0016138
XNR_RS16770,GO:0016740
XNR_RS16770,GO:0016757
XNR_RS16770,GO:0016758
XNR_RS16770,GO:0044237
XNR_RS16770,GO:0044249
XNR_RS16770,GO:0044272
XNR_RS16770,GO:0044424
XNR_RS16770,GO:0044444
XNR_RS16770,GO:0044464
XNR_RS16770,GO:0051186
XNR_RS16770,GO:0051188
XNR_RS16770,GO:0071704
XNR_RS16770,GO:1901135
XNR_RS16770,GO:1901137
XNR_RS16770,GO:1901576
XNR_RS16770,GO:1901657
XNR_RS16770,GO:1901659
XNR_RS16775,-
XNR_RS16785,-
XNR_RS16790,-
XNR_RS16795,GO:0003674
XNR_RS16795,GO:0003824
XNR_RS16795,GO:0004619
XNR_RS16795,GO:0005488
XNR_RS16795,GO:0005515
XNR_RS16795,GO:0005575
XNR_RS16795,GO:0005622
XNR_RS16795,GO:0005623
XNR_RS16795,GO:0005737
XNR_RS16795,GO:0005829
XNR_RS16795,GO:0005886
XNR_RS16795,GO:0005975
XNR_RS16795,GO:0005996
XNR_RS16795,GO:0006006
XNR_RS16795,GO:0006082
XNR_RS16795,GO:0006090
XNR_RS16795,GO:0006091
XNR_RS16795,GO:0006094
XNR_RS16795,GO:0006096
XNR_RS16795,GO:0006109
XNR_RS16795,GO:0006139
XNR_RS16795,GO:0006140
XNR_RS16795,GO:0006163
XNR_RS16795,GO:0006164
XNR_RS16795,GO:0006165
XNR_RS16795,GO:0006725
XNR_RS16795,GO:0006732
XNR_RS16795,GO:0006733
XNR_RS16795,GO:0006753
XNR_RS16795,GO:0006754
XNR_RS16795,GO:0006757
XNR_RS16795,GO:0006793
XNR_RS16795,GO:0006796
XNR_RS16795,GO:0006807
XNR_RS16795,GO:0008150
XNR_RS16795,GO:0008152
XNR_RS16795,GO:0009056
XNR_RS16795,GO:0009058
XNR_RS16795,GO:0009108
XNR_RS16795,GO:0009117
XNR_RS16795,GO:0009123
XNR_RS16795,GO:0009124
XNR_RS16795,GO:0009126
XNR_RS16795,GO:0009127
XNR_RS16795,GO:0009132
XNR_RS16795,GO:0009135
XNR_RS16795,GO:0009141
XNR_RS16795,GO:0009142
XNR_RS16795,GO:0009144
XNR_RS16795,GO:0009145
XNR_RS16795,GO:0009150
XNR_RS16795,GO:0009152
XNR_RS16795,GO:0009156
XNR_RS16795,GO:0009161
XNR_RS16795,GO:0009165
XNR_RS16795,GO:0009166
