Orthogroup	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
OG0008999				PA4220			
OG0009000				PA4224			
OG0009001				PA4227			
OG0009002				PA4230			
OG0009003				PA4235			
OG0009004				PA4278			
OG0009005				PA4291			
OG0009006				PA4294			
OG0009007				PA4295			
OG0009008				PA4296			
OG0009009				PA4297			
OG0009010				PA4298			
OG0009011				PA4299			
OG0009012				PA4300			
OG0009013				PA4301			
OG0009014				PA4303			
OG0009015				PA4305			
OG0009016				PA4306			
OG0009017				PA4312			
OG0009018				PA4313			
OG0009019				PA4317			
OG0009020				PA4320			
OG0009021				PA4321			
OG0009022				PA4324			
OG0009023				PA4326			
OG0009024				PA4327			
OG0009025				PA4335			
OG0009026				PA4337			
OG0009027				PA4346			
OG0009028				PA4349			
OG0009029				PA4353			
OG0009030				PA4364			
OG0009031				PA4368			
OG0009032				PA4370			
OG0009033				PA4371			
OG0009034				PA4372			
OG0009035				PA4373			
OG0009036				PA4377			
OG0009037				PA4379			
OG0009038				PA4382			
OG0009039				PA4388			
OG0009040				PA4396			
OG0009041				PA4405			
OG0009042				PA4429			
OG0009043				PA4431			
OG0009044				PA4437			
OG0009045				PA4440			
OG0009046				PA4441			
OG0009047				PA4452			
OG0009048				PA4459			
OG0009049				PA4469			
OG0009050				PA4471			
OG0009051				PA4493			
OG0009052				PA4495			
OG0009053				PA4516			
OG0009054				PA4519			
OG0009055				PA4523			
OG0009056				PA4531			
OG0009057				PA4532			
OG0009058				PA4533			
OG0009059				PA4535			
OG0009060				PA4536			
OG0009061				PA4537			
OG0009062				PA4551			
OG0009063				PA4552			
OG0009064				PA4553			
OG0009065				PA4554			
OG0009066				PA4555			
OG0009067				PA4570			
OG0009068				PA4573			
OG0009069				PA4575			
OG0009070				PA4577			
OG0009071				PA4579			
OG0009072				PA4582			
OG0009073				PA4586			
OG0009074				PA4590			
OG0009075				PA4592			
OG0009076				PA4603			
OG0009077				PA4608			
OG0009078				PA4610			
OG0009079				PA4611			
OG0009080				PA4612			
OG0009081				PA4620			
OG0009082				PA4621			
OG0009083				PA4630			
OG0009084				PA4631			
OG0009085				PA4636			
OG0009086				PA4637			
OG0009087				PA4639			
OG0009088				PA4642			
OG0009089				PA4643			
OG0009090				PA4644			
OG0009091				PA4651			
OG0009092				PA4652			
OG0009093				PA4653			
OG0009094				PA4654			
OG0009095				PA4661			
OG0009096				PA4668			
OG0009097				PA4677			
OG0009098				PA4679			
OG0009099				PA4680			
OG0009100				PA4681			
OG0009101				PA4683			
OG0009102				PA4684			
OG0009103				PA4685			
OG0009104				PA4686			
OG0009105				PA4699			
OG0009106				PA4702			
OG0009107				PA4703			
OG0009108				PA4705			
OG0009109				PA4709			
OG0009110				PA4712			
OG0009111				PA4713			
OG0009112				PA4714			
OG0009113				PA4718			
OG0009114				PA4734			
OG0009115				PA4735			
OG0009116				PA4754			
OG0009117				PA4775			
OG0009118				PA4782			
OG0009119				PA4800			
OG0009120				PA4801			
OG0009121				PA4816			
OG0009122				PA4817			
OG0009123				PA4818			
OG0009124				PA4820			
OG0009125				PA4823			
OG0009126				PA4824			
OG0009127				PA4826			
OG0009128				PA4828			
OG0009129				PA4835			
OG0009130				PA4836			
OG0009131				PA4838			
OG0009132				PA4842			
OG0009133				PA4849			
OG0009134				PA4851			
OG0009135				PA4864			
OG0009136				PA4869			
OG0009137				PA4871			
OG0009138				PA4880			
OG0009139				PA4884			
OG0009140				PA4891			
OG0009141				PA4892			
OG0009142				PA4894			
OG0009143				PA4917			
OG0009144				PA4921			
OG0009145				PA4922			
OG0009146				PA4933			
OG0009147				PA4955			
OG0009148				PA4958			
OG0009149				PA4961			
OG0009150				PA4963			
OG0009151				PA4966			
OG0009152				PA4972			
OG0009153				PA4983			
OG0009154				PA4991			
OG0009155				PA4993			
OG0009156				PA4999			
OG0009157				PA5001			
OG0009158				PA5002			
OG0009159				PA5008			
OG0009160				PA5033			
OG0009161				PA5041			
OG0009162				PA5042			
OG0009163				PA5043			
OG0009164				PA5044			
OG0009165				PA5052			
OG0009166				PA5062			
OG0009167				PA5064			
OG0009168				PA5071			
OG0009169				PA5073			
OG0009170				PA5075			
OG0009171				PA5081			
OG0009172				PA5091			
OG0009173				PA5093			
OG0009174				PA5101			
OG0009175				PA5102			
OG0009176				PA5108			
OG0009177				PA5112			
OG0009178				PA5113			
OG0009179				PA5114			
OG0009180				PA5120			
OG0009181				PA5126			
OG0009182				PA5136			
OG0009183				PA5151			
OG0009184				PA5156			
OG0009185				PA5174			
OG0009186				PA5182			
OG0009187				PA5183			
OG0009188				PA5191			
OG0009189				PA5208			
OG0009190				PA5220			
OG0009191				PA5222			
OG0009192				PA5225			
OG0009193				PA5226			
OG0009194				PA5229			
OG0009195				PA5251			
OG0009196				PA5253			
OG0009197				PA5256			
OG0009198				PA5264			
OG0009199				PA5265			
OG0009200				PA5269			
OG0009201				PA5271			
OG0009202				PA5273			
OG0009203				PA5276			
OG0009204				PA5279			
OG0009205				PA5285			
OG0009206				PA5292			
OG0009207				PA5307			
OG0009208				PA5318			
OG0009209				PA5330			
OG0009210				PA5333			
OG0009211				PA5340			
OG0009212				PA5343			
OG0009213				PA5347			
OG0009214				PA5357			
OG0009215				PA5359			
OG0009216				PA5381			
OG0009217				PA5395			
OG0009218				PA5397			
OG0009219				PA5400			
OG0009220				PA5402			
OG0009221				PA5405			
OG0009222				PA5406			
OG0009223				PA5407			
OG0009224				PA5408			
OG0009225				PA5412			
OG0009226				PA5414			
OG0009227				PA5417			
OG0009228				PA5419			
OG0009229				PA5441			
OG0009230				PA5464			
OG0009231				PA5466			
OG0009232				PA5477			
OG0009233				PA5485			
OG0009234				PA5488			
OG0009235				PA5494			
OG0009236				PA5496			
OG0009237				PA5502			
OG0009238				PA5506			
OG0009239				PA5509			
OG0009240				PA5513			
OG0009241				PA5515			
OG0009242				PA5517			
OG0009243				PA5520			
OG0009244				PA5527			
OG0009245				PA5528			
OG0009246				PA5533			
OG0009247				PA5534			
OG0009248				PA5537			
OG0009249				PA5539			
OG0009250				PA5543			
OG0009251				PA5561			
OG0009252				PA5566			
OG0009253				PA0457.1			
OG0009254				PA4724.1			
OG0009255				PA0032a			
OG0009256				PA0041a			
OG0009257				PA0103a			
OG0009258				PA0306a			
OG0009259				PA0736a			
OG0009260				PA0788a			
OG0009261				PA0951a			
OG0009262				PA1052a			
OG0009263				PA1112a			
OG0009264				PA1112b			
OG0009265				PA1424a			
OG0009266				PA1428a			
OG0009267				PA1483a			
OG0009268				PA1643a			
OG0009269				PA1797a			
OG0009270				PA1837a			
OG0009271				PA1866a			
OG0009272				PA2142a			
OG0009273				PA2173a			
OG0009274				PA2312a			
OG0009275				PA2559a			
OG0009276				PA2746a			
OG0009277				PA2750a			
OG0009278				PA2754a			
OG0009279				PA2755a			
OG0009280				PA2763a			
OG0009281				PA2772a			
OG0009282				PA3303a			
OG0009283				PA3403a			
OG0009284				PA3440a			
OG0009285				PA3865a			
OG0009286				PA3886a			
OG0009287				PA3963a			
OG0009288				PA3969a			
OG0009289				PA4027a			
OG0009290				PA4108a			
OG0009291				PA4313a			
OG0009292				PA4360a			
OG0009293				PA4635a			
OG0009294				PA4636a			
OG0009295				PA4637a			
OG0009296				PA5183a			
OG0009297				PA5252a			
OG0009298				PA5440a			
OG0009299					SACI_RS00010		
OG0009300					SACI_RS00015		
OG0009301					SACI_RS00025		
OG0009302					SACI_RS00050		
OG0009303					SACI_RS00065		
OG0009304					SACI_RS00070		
OG0009305					SACI_RS00090		
OG0009306					SACI_RS00095		
OG0009307					SACI_RS00100		
OG0009308					SACI_RS11510		
OG0009309					SACI_RS11515		
OG0009310					SACI_RS00150		
OG0009311					SACI_RS00155		
OG0009312					SACI_RS00160		
OG0009313					SACI_RS00165		
OG0009314					SACI_RS00185		
OG0009315					SACI_RS00200		
OG0009316					SACI_RS00205		
OG0009317					SACI_RS00220		
OG0009318					SACI_RS00225		
OG0009319					SACI_RS00230		
OG0009320					SACI_RS00250		
OG0009321					SACI_RS00270		
OG0009322					SACI_RS00295		
OG0009323					SACI_RS00310		
OG0009324					SACI_RS00315		
OG0009325					SACI_RS00320		
OG0009326					SACI_RS00325		
OG0009327					SACI_RS00345		
OG0009328					SACI_RS00355		
OG0009329					SACI_RS00385		
OG0009330					SACI_RS00405		
OG0009331					SACI_RS00415		
OG0009332					SACI_RS00420		
OG0009333					SACI_RS00460		
OG0009334					SACI_RS00465		
OG0009335					SACI_RS00485		
OG0009336					SACI_RS00515		
OG0009337					SACI_RS00525		
OG0009338					SACI_RS00550		
OG0009339					SACI_RS00560		
OG0009340					SACI_RS00590		
OG0009341					SACI_RS00605		
OG0009342					SACI_RS00615		
OG0009343					SACI_RS00625		
OG0009344					SACI_RS00635		
OG0009345					SACI_RS00655		
OG0009346					SACI_RS00695		
OG0009347					SACI_RS00705		
OG0009348					SACI_RS11970		
OG0009349					SACI_RS00720		
OG0009350					SACI_RS00735		
OG0009351					SACI_RS00765		
OG0009352					SACI_RS00780		
OG0009353					SACI_RS00795		
OG0009354					SACI_RS00805		
OG0009355					SACI_RS00820		
OG0009356					SACI_RS00825		
OG0009357					SACI_RS00835		
OG0009358					SACI_RS00840		
OG0009359					SACI_RS00850		
OG0009360					SACI_RS00855		
OG0009361					SACI_RS00910		
OG0009362					SACI_RS00920		
OG0009363					SACI_RS00930		
OG0009364					SACI_RS00970		
OG0009365					SACI_RS00975		
OG0009366					SACI_RS00980		
OG0009367					SACI_RS01015		
OG0009368					SACI_RS01025		
OG0009369					SACI_RS01040		
OG0009370					SACI_RS01045		
OG0009371					SACI_RS01050		
OG0009372					SACI_RS01055		
OG0009373					SACI_RS01065		
OG0009374					SACI_RS01075		
OG0009375					SACI_RS01110		
OG0009376					SACI_RS01130		
OG0009377					SACI_RS01145		
OG0009378					SACI_RS01150		
OG0009379					SACI_RS01170		
OG0009380					SACI_RS01210		
OG0009381					SACI_RS11640		
OG0009382					SACI_RS01225		
OG0009383					SACI_RS01245		
OG0009384					SACI_RS01260		
OG0009385					SACI_RS01290		
OG0009386					SACI_RS01295		
OG0009387					SACI_RS01300		
OG0009388					SACI_RS01305		
OG0009389					SACI_RS01310		
OG0009390					SACI_RS01315		
OG0009391					SACI_RS01335		
OG0009392					SACI_RS01350		
OG0009393					SACI_RS01360		
OG0009394					SACI_RS01380		
OG0009395					SACI_RS01385		
OG0009396					SACI_RS01390		
OG0009397					SACI_RS01440		
OG0009398					SACI_RS01450		
OG0009399					SACI_RS01470		
OG0009400					SACI_RS01475		
OG0009401					SACI_RS01480		
OG0009402					SACI_RS01485		
OG0009403					SACI_RS01490		
OG0009404					SACI_RS01520		
OG0009405					SACI_RS01535		
OG0009406					SACI_RS01570		
OG0009407					SACI_RS01595		
OG0009408					SACI_RS01600		
OG0009409					SACI_RS01635		
OG0009410					SACI_RS01655		
OG0009411					SACI_RS01660		
OG0009412					SACI_RS01665		
OG0009413					SACI_RS01670		
OG0009414					SACI_RS01680		
OG0009415					SACI_RS01695		
OG0009416					SACI_RS01700		
OG0009417					SACI_RS01720		
OG0009418					SACI_RS01725		
OG0009419					SACI_RS01730		
OG0009420					SACI_RS01750		
OG0009421					SACI_RS01755		
OG0009422					SACI_RS01785		
OG0009423					SACI_RS01840		
OG0009424					SACI_RS01845		
OG0009425					SACI_RS01855		
OG0009426					SACI_RS01880		
OG0009427					SACI_RS01890		
OG0009428					SACI_RS01900		
OG0009429					SACI_RS01915		
OG0009430					SACI_RS01920		
OG0009431					SACI_RS01985		
OG0009432					SACI_RS01995		
OG0009433					SACI_RS02010		
OG0009434					SACI_RS02035		
OG0009435					SACI_RS02040		
OG0009436					SACI_RS02060		
OG0009437					SACI_RS02065		
OG0009438					SACI_RS02075		
OG0009439					SACI_RS02095		
OG0009440					SACI_RS02100		
OG0009441					SACI_RS02105		
OG0009442					SACI_RS12010		
OG0009443					SACI_RS02130		
OG0009444					SACI_RS12015		
OG0009445					SACI_RS02170		
OG0009446					SACI_RS02195		
OG0009447					SACI_RS02230		
OG0009448					SACI_RS02235		
OG0009449					SACI_RS02240		
OG0009450					SACI_RS02245		
OG0009451					SACI_RS02255		
OG0009452					SACI_RS02260		
OG0009453					SACI_RS02265		
OG0009454					SACI_RS02275		
OG0009455					SACI_RS02280		
OG0009456					SACI_RS02285		
OG0009457					SACI_RS02290		
OG0009458					SACI_RS02310		
OG0009459					SACI_RS02325		
OG0009460					SACI_RS02330		
OG0009461					SACI_RS02355		
OG0009462					SACI_RS02370		
OG0009463					SACI_RS02375		
OG0009464					SACI_RS02385		
OG0009465					SACI_RS02390		
OG0009466					SACI_RS02420		
OG0009467					SACI_RS02440		
OG0009468					SACI_RS02470		
OG0009469					SACI_RS11530		
OG0009470					SACI_RS02480		
OG0009471					SACI_RS02510		
OG0009472					SACI_RS02525		
OG0009473					SACI_RS02530		
OG0009474					SACI_RS12325		
OG0009475					SACI_RS02535		
OG0009476					SACI_RS02550		
OG0009477					SACI_RS02555		
OG0009478					SACI_RS02560		
OG0009479					SACI_RS02570		
OG0009480					SACI_RS02585		
OG0009481					SACI_RS02600		
OG0009482					SACI_RS02630		
OG0009483					SACI_RS02645		
OG0009484					SACI_RS02670		
OG0009485					SACI_RS02685		
OG0009486					SACI_RS02690		
OG0009487					SACI_RS11810		
OG0009488					SACI_RS02695		
OG0009489					SACI_RS02700		
OG0009490					SACI_RS02710		
OG0009491					SACI_RS02720		
OG0009492					SACI_RS02730		
OG0009493					SACI_RS02735		
OG0009494					SACI_RS02745		
OG0009495					SACI_RS02750		
OG0009496					SACI_RS02755		
OG0009497					SACI_RS11545		
OG0009498					SACI_RS02775		
OG0009499					SACI_RS02780		
OG0009500					SACI_RS02810		
OG0009501					SACI_RS02830		
OG0009502					SACI_RS02840		
OG0009503					SACI_RS02855		
OG0009504					SACI_RS02875		
OG0009505					SACI_RS02880		
OG0009506					SACI_RS02890		
OG0009507					SACI_RS02895		
OG0009508					SACI_RS02905		
OG0009509					SACI_RS02910		
OG0009510					SACI_RS02920		
OG0009511					SACI_RS02925		
OG0009512					SACI_RS02935		
OG0009513					SACI_RS02950		
OG0009514					SACI_RS02970		
OG0009515					SACI_RS02975		
OG0009516					SACI_RS02980		
OG0009517					SACI_RS02995		
OG0009518					SACI_RS03005		
OG0009519					SACI_RS03025		
OG0009520					SACI_RS03055		
OG0009521					SACI_RS03095		
OG0009522					SACI_RS03110		
OG0009523					SACI_RS03130		
OG0009524					SACI_RS03135		
OG0009525					SACI_RS03145		
OG0009526					SACI_RS03165		
OG0009527					SACI_RS03170		
OG0009528					SACI_RS03190		
OG0009529					SACI_RS03195		
OG0009530					SACI_RS03200		
OG0009531					SACI_RS03230		
OG0009532					SACI_RS03235		
OG0009533					SACI_RS03265		
OG0009534					SACI_RS03270		
OG0009535					SACI_RS03280		
OG0009536					SACI_RS03285		
OG0009537					SACI_RS03300		
OG0009538					SACI_RS03315		
OG0009539					SACI_RS03320		
OG0009540					SACI_RS03340		
OG0009541					SACI_RS03380		
OG0009542					SACI_RS03405		
OG0009543					SACI_RS03410		
OG0009544					SACI_RS03420		
OG0009545					SACI_RS03425		
OG0009546					SACI_RS03435		
OG0009547					SACI_RS03450		
OG0009548					SACI_RS03465		
OG0009549					SACI_RS03470		
OG0009550					SACI_RS03480		
OG0009551					SACI_RS03485		
OG0009552					SACI_RS03500		
OG0009553					SACI_RS03515		
OG0009554					SACI_RS03535		
OG0009555					SACI_RS03555		
OG0009556					SACI_RS03560		
OG0009557					SACI_RS03565		
OG0009558					SACI_RS03575		
OG0009559					SACI_RS03580		
OG0009560					SACI_RS03600		
OG0009561					SACI_RS03625		
OG0009562					SACI_RS03630		
OG0009563					SACI_RS03655		
OG0009564					SACI_RS03665		
OG0009565					SACI_RS03670		
OG0009566					SACI_RS03675		
OG0009567					SACI_RS03685		
OG0009568					SACI_RS11585		
OG0009569					SACI_RS03705		
OG0009570					SACI_RS03750		
OG0009571					SACI_RS12200		
OG0009572					SACI_RS03765		
OG0009573					SACI_RS03780		
OG0009574					SACI_RS03785		
OG0009575					SACI_RS03790		
OG0009576					SACI_RS03800		
OG0009577					SACI_RS03805		
OG0009578					SACI_RS03815		
OG0009579					SACI_RS03820		
OG0009580					SACI_RS03825		
OG0009581					SACI_RS03845		
OG0009582					SACI_RS03855		
OG0009583					SACI_RS03890		
OG0009584					SACI_RS03905		
OG0009585					SACI_RS03920		
OG0009586					SACI_RS03930		
OG0009587					SACI_RS03940		
OG0009588					SACI_RS03945		
OG0009589					SACI_RS03960		
OG0009590					SACI_RS03970		
OG0009591					SACI_RS03980		
OG0009592					SACI_RS03985		
OG0009593					SACI_RS03990		
OG0009594					SACI_RS04000		
OG0009595					SACI_RS04005		
OG0009596					SACI_RS04010		
OG0009597					SACI_RS04025		
OG0009598					SACI_RS04030		
OG0009599					SACI_RS04035		
OG0009600					SACI_RS04040		
OG0009601					SACI_RS04050		
OG0009602					SACI_RS04055		
OG0009603					SACI_RS04060		
OG0009604					SACI_RS11595		
OG0009605					SACI_RS04085		
OG0009606					SACI_RS04105		
OG0009607					SACI_RS04110		
OG0009608					SACI_RS04115		
OG0009609					SACI_RS04120		
OG0009610					SACI_RS11605		
OG0009611					SACI_RS04160		
OG0009612					SACI_RS04180		
OG0009613					SACI_RS04190		
OG0009614					SACI_RS04200		
OG0009615					SACI_RS04220		
OG0009616					SACI_RS04255		
OG0009617					SACI_RS04260		
OG0009618					SACI_RS04270		
OG0009619					SACI_RS04275		
OG0009620					SACI_RS04280		
OG0009621					SACI_RS04295		
OG0009622					SACI_RS04305		
OG0009623					SACI_RS04310		
OG0009624					SACI_RS04360		
OG0009625					SACI_RS04385		
OG0009626					SACI_RS04390		
OG0009627					SACI_RS04395		
OG0009628					SACI_RS04400		
OG0009629					SACI_RS12040		
OG0009630					SACI_RS04450		
OG0009631					SACI_RS04455		
OG0009632					SACI_RS04460		
OG0009633					SACI_RS04465		
OG0009634					SACI_RS04470		
OG0009635					SACI_RS04475		
OG0009636					SACI_RS04480		
OG0009637					SACI_RS04485		
OG0009638					SACI_RS04505		
OG0009639					SACI_RS04515		
OG0009640					SACI_RS11620		
OG0009641					SACI_RS04535		
OG0009642					SACI_RS04540		
OG0009643					SACI_RS04580		
OG0009644					SACI_RS04585		
OG0009645					SACI_RS04590		
OG0009646					SACI_RS04605		
OG0009647					SACI_RS04615		
OG0009648					SACI_RS04620		
OG0009649					SACI_RS04625		
OG0009650					SACI_RS04630		
OG0009651					SACI_RS04635		
OG0009652					SACI_RS04655		
OG0009653					SACI_RS04660		
OG0009654					SACI_RS04675		
OG0009655					SACI_RS04700		
OG0009656					SACI_RS04705		
OG0009657					SACI_RS04715		
OG0009658					SACI_RS04720		
OG0009659					SACI_RS04725		
OG0009660					SACI_RS04730		
OG0009661					SACI_RS04750		
OG0009662					SACI_RS04755		
OG0009663					SACI_RS04785		
OG0009664					SACI_RS04795		
OG0009665					SACI_RS04830		
OG0009666					SACI_RS04865		
OG0009667					SACI_RS04880		
OG0009668					SACI_RS04900		
OG0009669					SACI_RS04915		
OG0009670					SACI_RS04925		
OG0009671					SACI_RS04965		
OG0009672					SACI_RS04970		
OG0009673					SACI_RS04995		
OG0009674					SACI_RS05000		
OG0009675					SACI_RS05030		
OG0009676					SACI_RS05040		
OG0009677					SACI_RS11835		
OG0009678					SACI_RS05070		
OG0009679					SACI_RS05075		
OG0009680					SACI_RS05095		
OG0009681					SACI_RS05130		
OG0009682					SACI_RS05140		
OG0009683					SACI_RS05155		
OG0009684					SACI_RS05185		
OG0009685					SACI_RS05190		
OG0009686					SACI_RS05215		
OG0009687					SACI_RS05220		
OG0009688					SACI_RS05270		
OG0009689					SACI_RS05400		
OG0009690					SACI_RS11980		
OG0009691					SACI_RS05470		
OG0009692					SACI_RS05485		
OG0009693					SACI_RS05500		
OG0009694					SACI_RS05505		
OG0009695					SACI_RS05510		
OG0009696					SACI_RS05515		
OG0009697					SACI_RS05520		
OG0009698					SACI_RS05530		
OG0009699					SACI_RS05535		
OG0009700					SACI_RS05585		
OG0009701					SACI_RS05600		
OG0009702					SACI_RS05605		
OG0009703					SACI_RS05610		
OG0009704					SACI_RS05615		
OG0009705					SACI_RS05640		
OG0009706					SACI_RS12060		
OG0009707					SACI_RS05705		
OG0009708					SACI_RS05720		
OG0009709					SACI_RS05740		
OG0009710					SACI_RS05780		
OG0009711					SACI_RS05790		
OG0009712					SACI_RS05795		
OG0009713					SACI_RS05800		
OG0009714					SACI_RS05805		
OG0009715					SACI_RS05840		
OG0009716					SACI_RS05845		
OG0009717					SACI_RS05855		
OG0009718					SACI_RS05860		
OG0009719					SACI_RS05890		
OG0009720					SACI_RS05900		
OG0009721					SACI_RS05930		
OG0009722					SACI_RS05940		
OG0009723					SACI_RS05955		
OG0009724					SACI_RS05970		
OG0009725					SACI_RS05980		
OG0009726					SACI_RS05985		
OG0009727					SACI_RS06030		
OG0009728					SACI_RS06050		
OG0009729					SACI_RS06070		
OG0009730					SACI_RS06085		
OG0009731					SACI_RS06095		
OG0009732					SACI_RS06100		
OG0009733					SACI_RS06105		
OG0009734					SACI_RS06110		
OG0009735					SACI_RS06120		
OG0009736					SACI_RS06130		
OG0009737					SACI_RS06140		
OG0009738					SACI_RS06155		
OG0009739					SACI_RS06160		
OG0009740					SACI_RS06165		
OG0009741					SACI_RS06185		
OG0009742					SACI_RS06190		
OG0009743					SACI_RS06205		
OG0009744					SACI_RS06225		
OG0009745					SACI_RS06240		
OG0009746					SACI_RS06250		
OG0009747					SACI_RS06260		
OG0009748					SACI_RS06275		
OG0009749					SACI_RS06280		
OG0009750					SACI_RS06285		
OG0009751					SACI_RS06320		
OG0009752					SACI_RS06325		
OG0009753					SACI_RS06330		
OG0009754					SACI_RS06340		
OG0009755					SACI_RS06360		
OG0009756					SACI_RS06375		
OG0009757					SACI_RS06380		
OG0009758					SACI_RS06390		
OG0009759					SACI_RS06395		
OG0009760					SACI_RS06400		
OG0009761					SACI_RS06405		
OG0009762					SACI_RS06415		
OG0009763					SACI_RS06425		
OG0009764					SACI_RS06430		
OG0009765					SACI_RS06435		
OG0009766					SACI_RS06440		
OG0009767					SACI_RS06445		
OG0009768					SACI_RS06460		
OG0009769					SACI_RS06465		
OG0009770					SACI_RS06475		
OG0009771					SACI_RS06485		
OG0009772					SACI_RS06500		
OG0009773					SACI_RS06540		
OG0009774					SACI_RS06555		
OG0009775					SACI_RS06575		
OG0009776					SACI_RS06580		
OG0009777					SACI_RS06590		
OG0009778					SACI_RS06595		
OG0009779					SACI_RS06600		
OG0009780					SACI_RS06625		
OG0009781					SACI_RS06630		
OG0009782					SACI_RS06680		
OG0009783					SACI_RS06695		
OG0009784					SACI_RS06705		
OG0009785					SACI_RS06710		
OG0009786					SACI_RS06720		
OG0009787					SACI_RS06730		
OG0009788					SACI_RS06770		
OG0009789					SACI_RS06850		
OG0009790					SACI_RS06855		
OG0009791					SACI_RS06865		
OG0009792					SACI_RS06890		
OG0009793					SACI_RS06895		
OG0009794					SACI_RS06915		
OG0009795					SACI_RS06930		
OG0009796					SACI_RS06950		
OG0009797					SACI_RS06960		
OG0009798					SACI_RS06970		
OG0009799					SACI_RS06975		
OG0009800					SACI_RS06985		
OG0009801					SACI_RS06990		
OG0009802					SACI_RS06995		
OG0009803					SACI_RS07000		
OG0009804					SACI_RS07015		
OG0009805					SACI_RS07020		
OG0009806					SACI_RS07030		
OG0009807					SACI_RS07035		
OG0009808					SACI_RS07040		
OG0009809					SACI_RS12070		
OG0009810					SACI_RS07050		
OG0009811					SACI_RS07070		
OG0009812					SACI_RS07080		
OG0009813					SACI_RS07120		
OG0009814					SACI_RS07125		
OG0009815					SACI_RS07140		
OG0009816					SACI_RS07150		
OG0009817					SACI_RS07170		
OG0009818					SACI_RS07175		
OG0009819					SACI_RS07185		
OG0009820					SACI_RS07225		
OG0009821					SACI_RS07230		
OG0009822					SACI_RS07240		
OG0009823					SACI_RS07270		
OG0009824					SACI_RS07275		
OG0009825					SACI_RS07290		
OG0009826					SACI_RS07295		
OG0009827					SACI_RS07330		
OG0009828					SACI_RS07340		
OG0009829					SACI_RS07350		
OG0009830					SACI_RS07365		
OG0009831					SACI_RS07370		
OG0009832					SACI_RS07375		
OG0009833					SACI_RS07385		
OG0009834					SACI_RS07395		
OG0009835					SACI_RS07405		
OG0009836					SACI_RS07420		
OG0009837					SACI_RS07425		
OG0009838					SACI_RS07435		
OG0009839					SACI_RS07445		
OG0009840					SACI_RS07455		
OG0009841					SACI_RS07460		
OG0009842					SACI_RS07465		
OG0009843					SACI_RS07500		
OG0009844					SACI_RS07515		
OG0009845					SACI_RS07565		
OG0009846					SACI_RS07585		
OG0009847					SACI_RS07590		
OG0009848					SACI_RS07605		
OG0009849					SACI_RS07625		
OG0009850					SACI_RS07630		
OG0009851					SACI_RS07645		
OG0009852					SACI_RS07650		
OG0009853					SACI_RS07710		
OG0009854					SACI_RS07715		
OG0009855					SACI_RS07745		
OG0009856					SACI_RS07760		
OG0009857					SACI_RS07765		
OG0009858					SACI_RS07770		
OG0009859					SACI_RS07780		
OG0009860					SACI_RS07850		
OG0009861					SACI_RS07870		
OG0009862					SACI_RS07880		
OG0009863					SACI_RS07895		
OG0009864					SACI_RS07900		
OG0009865					SACI_RS07915		
OG0009866					SACI_RS07920		
OG0009867					SACI_RS07985		
OG0009868					SACI_RS08005		
OG0009869					SACI_RS12080		
OG0009870					SACI_RS08030		
OG0009871					SACI_RS08050		
OG0009872					SACI_RS08060		
OG0009873					SACI_RS08065		
OG0009874					SACI_RS08080		
OG0009875					SACI_RS08155		
OG0009876					SACI_RS08175		
OG0009877					SACI_RS08195		
OG0009878					SACI_RS08200		
OG0009879					SACI_RS08215		
OG0009880					SACI_RS08235		
OG0009881					SACI_RS08280		
OG0009882					SACI_RS08290		
OG0009883					SACI_RS08295		
OG0009884					SACI_RS08320		
OG0009885					SACI_RS08345		
OG0009886					SACI_RS08355		
OG0009887					SACI_RS08360		
OG0009888					SACI_RS08365		
OG0009889					SACI_RS08370		
OG0009890					SACI_RS08380		
OG0009891					SACI_RS08385		
OG0009892					SACI_RS08415		
OG0009893					SACI_RS08445		
OG0009894					SACI_RS08495		
OG0009895					SACI_RS08530		
OG0009896					SACI_RS08540		
OG0009897					SACI_RS08550		
OG0009898					SACI_RS08555		
OG0009899					SACI_RS08560		
OG0009900					SACI_RS08565		
OG0009901					SACI_RS08580		
OG0009902					SACI_RS08585		
OG0009903					SACI_RS08595		
OG0009904					SACI_RS08610		
OG0009905					SACI_RS08625		
OG0009906					SACI_RS08640		
OG0009907					SACI_RS08645		
OG0009908					SACI_RS08660		
OG0009909					SACI_RS08675		
OG0009910					SACI_RS08710		
OG0009911					SACI_RS08715		
OG0009912					SACI_RS08730		
OG0009913					SACI_RS08745		
OG0009914					SACI_RS08750		
OG0009915					SACI_RS08755		
OG0009916					SACI_RS08780		
OG0009917					SACI_RS08785		
OG0009918					SACI_RS08790		
OG0009919					SACI_RS08795		
OG0009920					SACI_RS08825		
OG0009921					SACI_RS08835		
OG0009922					SACI_RS08850		
OG0009923					SACI_RS08860		
OG0009924					SACI_RS08900		
OG0009925					SACI_RS08905		
OG0009926					SACI_RS08925		
OG0009927					SACI_RS08930		
OG0009928					SACI_RS08945		
OG0009929					SACI_RS08970		
OG0009930					SACI_RS08985		
OG0009931					SACI_RS09000		
OG0009932					SACI_RS09015		
OG0009933					SACI_RS09020		
OG0009934					SACI_RS09030		
OG0009935					SACI_RS11985		
OG0009936					SACI_RS09085		
OG0009937					SACI_RS09105		
OG0009938					SACI_RS09110		
OG0009939					SACI_RS09115		
OG0009940					SACI_RS09120		
OG0009941					SACI_RS09125		
OG0009942					SACI_RS09130		
