	sample_id	strain	project	condition	notes	run	ReleaseDate	Type	sequencing_run	LibraryLayout	Platform	R1	R2	skip	reference_condition	passed_fastqc	passed_contamination_check	passed_reads_mapped_to_CDS	passed_global_correlation
SRR25592603	SRR25592603	Del14-4N24 DnybW PkasOP::nybF::zwf2	PRJNA1003853	DnybW PkasOP::nybF::zwf2_46h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592603_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592603_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592604	SRR25592604	Del14-4N24 DnybW PkasOP::nybF::zwf2	PRJNA1003853	DnybW PkasOP::nybF::zwf2_46h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592604_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592604_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592605	SRR25592605	Del14-4N24 DnybW PkasOP::nybF::zwf2	PRJNA1003853	DnybW PkasOP::nybF::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592605_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592605_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592606	SRR25592606	Del14-4N24 DnybW PkasOP::nybF::zwf2	PRJNA1003853	DnybW PkasOP::nybF::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592606_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592606_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592607	SRR25592607	Del14-4N24 DnybW PkasOP::nybF::zwf2	PRJNA1003853	DnybW PkasOP::nybF::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592607_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592607_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592608	SRR25592608	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592608_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592608_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592609	SRR25592609	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592609_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592609_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592610	SRR25592610	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592610_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592610_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592611	SRR25592611	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_46h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592611_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592611_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592612	SRR25592612	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_46h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592612_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592612_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592613	SRR25592613	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_46h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592613_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592613_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592614	SRR25592614	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592614_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592614_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592615	SRR25592615	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592615_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592615_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592616	SRR25592616	Del14-4N24 PkasOP::nybF::zwf2	PRJNA1003853	PkasOP::nybF::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592616_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592616_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592617	SRR25592617	Del14-4N24 PkasOP::zwf2	PRJNA1003853	PkasOP::zwf2_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592617_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592617_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592618	SRR25592618	Del14-4N24 PkasOP::zwf2	PRJNA1003853	PkasOP::zwf2_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592618_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592618_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592619	SRR25592619	Del14-4N24 PkasOP::zwf2	PRJNA1003853	PkasOP::zwf2_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592619_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592619_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592620	SRR25592620	Del14-4N24 PkasOP::zwf2	PRJNA1003853	PkasOP::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592620_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592620_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592621	SRR25592621	Del14-4N24 PkasOP::zwf2	PRJNA1003853	PkasOP::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592621_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592621_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592622	SRR25592622	Del14-4N24 PkasOP::zwf2	PRJNA1003853	PkasOP::zwf2_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592622_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592622_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592623	SRR25592623	Del14-4N24	PRJNA1003853	Del14-4N24_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592623_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592623_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592624	SRR25592624	Del14-4N24	PRJNA1003853	Del14-4N24_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592624_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592624_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592625	SRR25592625	Del14-4N24	PRJNA1003853	Del14-4N24_70h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592625_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592625_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592626	SRR25592626	Del14-4N24	PRJNA1003853	Del14-4N24_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592626_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592626_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592627	SRR25592627	Del14-4N24	PRJNA1003853	Del14-4N24_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592627_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592627_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRR25592628	SRR25592628	Del14-4N24	PRJNA1003853	Del14-4N24_12h			09/08/2023	public	PRJNA1003853	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592628_R1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/del14/SRR25592628_R2.fastq.gz	False	Del14-4N24_12h	True	True	True	True
SRX7552680	A30_30h_1	A30	PRJNA601093	A30-RspA1/A2			14/01/2020	public	PRJNA601093	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR10883644_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR10883644_2.fastq.gz	False	A30-RspA1/A2	True	False	False	False
SRX7552681	A30_30h_2	A30	PRJNA601093	A30-RspA1/A2			14/01/2020	public	PRJNA601093	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR10883645_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR10883645_2.fastq.gz	False	A30-RspA1/A2	True	False	False	False
SRX7552682	deltarspA1_1	A30-deltarspA1	PRJNA601093	delta-rspA1-RspA1/A2			14/01/2020	public	PRJNA601093	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR10883646_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR10883646_2.fastq.gz	False	A30-RspA1/A2	True	False	False	False
SRX7552683	deltarspA1_2	A30-deltarspA1	PRJNA601093	delta-rspA1-RspA1/A2			14/01/2020	public	PRJNA601093	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR10883647_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR10883647_2.fastq.gz	False	A30-RspA1/A2	True	False	False	False
SRX10298353	gp_5h_control_1	J1074/R2	PRJNA708335	gp_5h_control			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918880_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918880_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298354	gp_5h_control_2	J1074/R2	PRJNA708335	gp_5h_control			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918881_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918881_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298355	gp_5h_control_3	J1074/R2	PRJNA708335	gp_5h_control			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918882_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918882_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298356	pp_20h_control_1	J1074/R2	PRJNA708335	pp_20h_control			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918883_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918883_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298357	pp_20h_control_2	J1074/R2	PRJNA708335	pp_20h_control			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918884_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918884_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298358	pp_20h_control_3	J1074/R2	PRJNA708335	pp_20h_control			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918885_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918885_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298359	gp_5h_1	J1074/R2	PRJNA708335	gp_5h_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918886_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918886_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298360	gp_5h_2	J1074/R2	PRJNA708335	gp_5h_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918887_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918887_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298361	gp_5h_3	J1074/R2	PRJNA708335	gp_5h_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918888_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918888_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298362	pp_30h_1	J1074/R2	PRJNA708335	pp_30h_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918889_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918889_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298363	pp_30h_2	J1074/R2	PRJNA708335	pp_30h_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918890_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918890_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298364	pp_30h_3	J1074/R2	PRJNA708335	pp_30h_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918891_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918891_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298365	gp_5h_bkdR_1	J1074/R2_Delta-bkdR	PRJNA708335	gp_5h_bkdR_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918892_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918892_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298366	gp_5h_bkdR_2	J1074/R2_Delta-bkdR	PRJNA708335	gp_5h_bkdR_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918893_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918893_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298367	gp_5h_bkdR_3	J1074/R2_Delta-bkdR	PRJNA708335	gp_5h_bkdR_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918894_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918894_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298368	pp_30h_bkdR_1	J1074/R2_Delta-bkdR	PRJNA708335	pp_30h_bkdR_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918895_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918895_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298369	pp_30h_bkdR_2	J1074/R2_Delta-bkdR	PRJNA708335	pp_30h_bkdR_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918896_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918896_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX10298370	pp_30h_bkdR_3	J1074/R2_Delta-bkdR	PRJNA708335	pp_30h_bkdR_L_valanine			14/01/2020	public	PRJNA708335	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR13918897_1.fastq.gz	/home/nilmat/reads/streptsd/ready/external/SRR13918897_2.fastq.gz	False	gp_5h_control	True	True	True	True
SRX1832743	landomycinA1	J074	PRJNA325059	TSB-H2-26			08/06/2016	public	PRJNA325059	SINGLE	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR3651157.fastq.gz		False	TSB-H2-26	True	False	True	False
SRX1832744	landomycinA2	J074	PRJNA325059	TSBH2-26-act			08/06/2016	public	PRJNA325059	SINGLE	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/SRR3651158.fastq.gz		False	TSB-H2-26	True	False	True	False
SRX6445014	Soybeanoil1	ZD11	PRJNA553825	ZD11-soybeanoil			10/07/2019	public	PRJNA553825	SINGLE	BGISEQ	/home/nilmat/reads/streptsd/ready/external/SRR9685610.fastq.gz		False	ZD11-glucose	True	False	True	False
SRX6445015	Soybeanoil2	ZD11	PRJNA553825	ZD11-soybeanoil			10/07/2019	public	PRJNA553825	SINGLE	BGISEQ	/home/nilmat/reads/streptsd/ready/external/SRR9685609.fastq.gz		False	ZD11-glucose	True	False	True	False
SRX6445016	Glucose1	ZD11	PRJNA553825	ZD11-glucose			10/07/2019	public	PRJNA553825	SINGLE	BGISEQ	/home/nilmat/reads/streptsd/ready/external/SRR9685608.fastq.gz		False	ZD11-glucose	True	False	False	False
SRX6445017	Glucose2	ZD11	PRJNA553825	ZD11-glucose			10/07/2019	public	PRJNA553825	SINGLE	BGISEQ	/home/nilmat/reads/streptsd/ready/external/SRR9685607.fastq.gz		False	ZD11-glucose	True	False	False	False
ERX3196625	delPse-2day_p	DEL_pseB4	PRJEB31345	delPse-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168677_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168677_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196626	delPse-3day_p	DEL_pseB4	PRJEB31345	delPse-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168678_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168678_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196627	delPse-delG-2day_p	DEL_pseB4	PRJEB31345	delPse-delG-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168679_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168679_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196628	delPse-delG-3day_p	DEL_pseB4	PRJEB31345	delPse-delG-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168680_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168680_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196629	GI-2day_p	DEL_pseB4	PRJEB31345	GI-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168681_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168681_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196630	GI-3day_p	DEL_pseB4	PRJEB31345	GI-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168682_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168682_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	False	False
ERX3196631	KE-2day_p	DEL_pseB4	PRJEB31345	KE-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168683_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168683_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196632	KE-3day_p	DEL_pseB4	PRJEB31345	KE-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168684_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168684_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196633	KE-GI-2day_p	DEL_pseB4	PRJEB31345	KE-GI-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168685_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168685_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196634	KE-GI-3day_p	DEL_pseB4	PRJEB31345	KE-GI-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168686_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168686_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	False	False
ERX3196635	KE-GI-delG-2day_p	DEL_pseB4	PRJEB31345	KE-GI-delG-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168687_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168687_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196636	KE-GI-delG-3day_p	DEL_pseB4	PRJEB31345	KE-GI-delG-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168688_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168688_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196637	KE-PS-2day_p	DEL_pseB4	PRJEB31345	KE-PS-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168689_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168689_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196638	KE-PS-3day_p	DEL_pseB4	PRJEB31345	KE-PS-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168690_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168690_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	False	False
ERX3196639	KE-PS-delG-2day_p	DEL_pseB4	PRJEB31345	KE-PS-delG-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168691_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168691_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196640	KE-PS-delG-3day_p	DEL_pseB4	PRJEB31345	KE-PS-delG-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168692_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168692_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196641	PS-2day_p	DEL_pseB4	PRJEB31345	PS-2day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168693_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168693_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	True	True
ERX3196642	PS-3day_p	DEL_pseB4	PRJEB31345	PS-3day_p			02/05/2019	public	PRJEB31345	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168694_1_trimmed.fastq.gz	/home/nilmat/reads/streptsd/ready/external/trimmed_ERX/ERR3168694_2_trimmed.fastq.gz	False	delPse-2day_p	True	True	False	False
10_Plate_B_MS	10_Plate_B_MS	J1074	PRECISE	Plate_B	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/10-J1074-RNA-Plate-B-MS_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/10-J1074-RNA-Plate-B-MS_R2_001.fastq.gz	False	control	True	True	True	True
11-J1074-RNA-Plate-Filter2A-MS	11-J1074-RNA-Plate-Filter2A-MS	J1074	PRECISE	Plate-filter-2A	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/11-J1074-RNA-Plate-Filter2A-MS_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/11-J1074-RNA-Plate-Filter2A-MS_R2_001.fastq.gz	False	control	True	True	True	True
12-J1074-RNA-Plate-Filter2A-MS	12-J1074-RNA-Plate-Filter2A-MS	J1074	PRECISE	Plate-filter-2A	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/12-J1074-RNA-Plate-Filter2A-MS_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/12-J1074-RNA-Plate-Filter2A-MS_R2_001.fastq.gz	False	control	True	True	True	True
